Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
4;2;11.3000001907;10.0;4;21.0;1;9.0;10.0;4;20.0;
5;2;12.4499998093;10.0;4;21.0900000334;1;10.0;10.0;3;20.0;
6;2;13.4905004501;10.0;4;21.1871190071;1;11.0;10.0;3;20.0;
7;2;14.5342035294;10.0;4;21.7036092281;2;11.3000001907;10.0;2;21.3999996185;
8;2;14.7666244507;10.1999998093;4;22.1564130783;2;11.4200000763;10.1999998093;2;21.7264003754;
9;2;14.9703855515;10.3632001877;4;23.4291926622;2;11.5179204941;10.3632001877;2;21.9903717041;
10;2;15.5431365967;10.9097137451;4;24.540822506;2;11.597111702;10.4951858521;2;23.0819120407;
11;2;17.5431365967;11.3658018112;4;25.5043385029;2;11.9245738983;11.0209560394;1;23.99553442;
12;2;19.5431365967;11.7372808456;4;26.3401436806;2;13.9245738983;11.4571752548;1;24.7449600697;
13;2;20.8414783478;12.0336990356;5;27.0718023777;2;15.9245738983;11.8107032776;2;25.3503712416;
14;2;21.9614181519;12.2662630081;5;27.7228300571;2;16.9627056122;12.0916318893;2;25.8344515562;
15;2;23.092376709;12.446267128;5;28.1464314461;2;17.9761257172;12.3113050461;2;26.2195074558;
16;2;24.2346363068;12.5;5;28.4879314899;2;18.9898986816;12.4808797836;1;26.3048160076;
17;2;25.3883113861;12.5;5;28.8545851707;2;19.6125736237;12.5;1;26.3530313969;
18;2;26.5533065796;12.5;4;29.2456488609;2;20.6125736237;12.5;1;26.4023760557;
