Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;2;12.0;10.0;4;21.3999996185;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;13.1199998856;10.1999998093;4;21.8264003992;
9;2;14.7768793106;10.3632001877;4;22.8694274426;2;14.2179203033;10.3632001877;4;22.1992716789;
10;2;15.2912425995;10.9097137451;4;23.8335785866;2;14.659781456;10.4951858521;4;23.4054436684;
11;2;17.2912425995;11.3658018112;4;24.6305116415;2;15.0216331482;11.0209560394;3;24.4501843452;
12;2;19.2912425995;11.7372808456;4;25.2793427706;2;17.0216331482;11.4571752548;3;25.3486692905;
13;2;20.364118576;12.0336990356;5;25.8024992943;2;19.0216331482;11.8107032776;4;26.1225088835;
14;2;21.3902301788;12.2662630081;5;26.2225775719;2;20.1943473816;12.0916318893;4;26.7957427502;
15;2;22.417263031;12.446267128;4;26.3921557665;2;21.2645130157;12.3113050461;4;27.3919057846;
16;2;23.4452133179;12.5;4;26.4563041925;2;22.3416175842;12.4808797836;4;27.7113106251;
17;2;24.4740791321;12.5;4;26.5224741697;2;23.4259662628;12.5;4;28.0173821449;
18;2;25.5038566589;12.5;4;26.5906432867;2;24.5177879333;12.5;4;28.3487696648;
