Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;4;20.0;
6;1;13.0;10.0;5;20.0;2;12.0;10.0;3;21.0;
7;1;14.0;10.0;5;20.3999996185;2;13.0;10.0;3;21.3999996185;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;14.1199998856;10.1999998093;3;21.7264003754;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;14.5179204941;10.3632001877;3;22.8594274521;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;14.8578281403;10.9097137451;3;23.8127875328;
11;2;16.8187427521;11.3658018112;3;24.4745616913;2;15.1438360214;11.3658018112;3;24.5981152058;
12;2;18.8187427521;11.7372808456;3;25.1973980665;2;17.1438369751;11.7372808456;3;25.2345055342;
13;2;20.3272438049;12.0336990356;4;25.8079570532;2;19.1438369751;12.0336990356;3;25.7443674803;
14;2;21.3926868439;12.2662630081;4;26.3302583694;2;20.1830329895;12.2662630081;3;26.1502821445;
15;2;22.465719223;12.446267128;4;26.6183350086;2;21.1968040466;12.446267128;4;26.3048160076;
16;2;22.8187427521;12.5;3;26.8187118769;3;22.2109260559;12.5;3;26.3530313969;
17;2;23.8187427521;12.5;3;27.0402543545;3;23.2253913879;12.5;4;26.4023760557;
18;2;24.8187427521;12.5;2;27.2842636108;3;24.2401924133;12.5;3;26.4528282881;
19;2;26.25;12.5;3;27.5518820286;3;24.9358482361;12.5;3;26.5043625832;
20;2;26.3983459473;12.5;4;27.8440244198;3;24.9513092041;12.5;3;26.5569496155;
21;2;26.5298118591;12.5;4;28.1613030434;3;24.9670848846;12.5;4;26.6105561256;
