Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;4;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;3;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;3;20.3999996185;
8;2;14.6300001144;10.1999998093;4;21.7264003754;1;11.1199998856;10.1999998093;3;20.7264003754;
9;2;14.7768793106;10.3632001877;4;22.8394274712;2;11.5179204941;10.3632001877;1;21.9903717041;
10;2;15.2777423859;10.9097137451;4;23.7717995644;2;11.597111702;10.4951858521;1;23.0819120407;
11;2;17.2777423859;11.3658018112;4;24.5351434946;2;11.9245738983;11.0209560394;1;23.99553442;
12;2;19.2777423859;11.7372808456;4;25.1485489607;2;13.9245738983;11.4571752548;1;24.7449600697;
13;2;20.3052597046;12.0336990356;5;25.6344225407;2;15.9245738983;11.8107032776;2;25.3503712416;
14;2;21.3145961761;12.2662630081;5;26.0153459311;2;16.9627056122;12.0916318893;2;25.8344515562;
15;2;22.3240089417;12.446267128;5;26.1438889503;2;17.9761257172;12.3113050461;2;26.2195074558;
16;2;23.3334922791;12.5;5;26.1651208401;2;18.9898986816;12.4808797836;2;26.3048160076;
17;2;24.3430480957;12.5;5;26.1864993572;2;20.0040187836;12.5;2;26.3530313969;
18;2;25.3526668549;12.5;5;26.2080165148;2;21.0184822083;12.5;2;26.4023760557;
