Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;14.7768793106;10.3632001877;3;22.8194274902;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;15.2687425613;10.9097137451;3;23.7716035843;2;11.597111702;10.4951858521;4;23.0819120407;
11;2;17.268743515;11.3658018112;3;24.5557456017;2;11.9245738983;11.0209560394;4;23.99553442;
12;2;19.268743515;11.7372808456;3;25.1909515858;2;13.9245738983;11.4571752548;4;24.7449600697;
13;2;20.3243408203;12.0336990356;4;25.6996334791;2;15.9245738983;11.8107032776;5;25.3503712416;
14;2;21.3439407349;12.2662630081;4;26.10437572;2;16.9627056122;12.0916318893;5;25.8344515562;
15;2;22.3640708923;12.446267128;4;26.2577478886;2;17.9761257172;12.3113050461;5;26.2195074558;
16;2;23.3847293854;12.5;4;26.3048160076;2;18.9898986816;12.4808797836;5;26.3048160076;
17;2;24.4059104919;12.5;4;26.3530313969;2;20.0040187836;12.5;5;26.3530313969;
18;2;25.4276065826;12.5;4;26.4023760557;2;21.0184822083;12.5;5;26.4023760557;
