Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;2;11.3000001907;10.0;4;21.0;1;9.0;10.0;5;20.0;
4;2;11.3000001907;10.0;4;21.1200000048;1;9.0;10.0;5;20.0;
5;2;12.5039997101;10.0;4;21.2530560493;1;10.0;10.0;5;20.0;
6;2;13.5638751984;10.0;4;21.4002518654;1;11.0;10.0;5;20.0;
7;2;14.6301136017;10.0;4;21.9766796827;2;11.3000001907;10.0;4;21.3999996185;
8;2;14.88950634;10.1999998093;3;22.4989564419;2;11.4200000763;10.1999998093;4;21.8264003992;
9;2;15.1245298386;10.3632001877;3;23.8796241283;2;11.5479202271;10.3632001877;4;22.1992716789;
10;2;15.7458314896;10.9097137451;3;25.1201915741;2;11.659781456;10.4951858521;4;23.4054436684;
11;2;17.7458305359;11.3658018112;3;26.2360420227;2;12.0216331482;11.0209560394;4;24.4501843452;
12;2;19.7458305359;11.7372808456;3;27.2496871948;2;14.0216331482;11.4571752548;4;25.3486692905;
13;2;21.2507724762;12.0336990356;4;28.1863574982;2;15.6125736237;12.4152450562;5;26.1225088835;
14;2;22.4629669189;12.2662630081;4;29.0705504417;2;17.1943473816;12.0916318893;5;26.7957427502;
15;2;23.6988506317;12.446267128;4;29.7555007935;2;18.2645130157;12.3113050461;5;27.3919057846;
16;2;24.9587173462;12.5;4;30.3853430748;2;19.3416175842;12.4808797836;5;27.7113106251;
17;2;26.2421474457;12.5;4;31.0646858215;2;20.4259662628;12.5;5;28.0173821449;
18;2;27.5478515625;12.5;4;31.7885251045;2;21.5177879333;12.5;5;28.3487696648;
