Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;4;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;4;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;1;14.1800003052;10.1999998093;4;20.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;14.3268795013;10.3632001877;3;21.8194274902;1;11.2179203033;10.3632001877;5;20.9903717041;
10;1;14.8187427521;10.9097137451;3;22.7316036224;2;11.597111702;10.4951858521;4;23.0419120789;
11;1;15.8187427521;11.3658018112;3;23.4745616913;2;11.9125738144;11.0209560394;2;23.944350481;
12;1;16.8187427521;11.7372808456;3;24.0673980713;2;12.1833057404;11.4571752548;2;24.6819975376;
13;1;17.8187427521;12.0336990356;3;24.5325260162;2;14.9215736389;11.8107032776;3;25.2750298977;
14;1;18.0396366119;12.2662630081;3;24.892534256;2;16.9215736389;12.0916318893;3;25.746127367;
15;1;18.2016410828;12.446267128;3;25.0;2;17.94962883;12.3113050461;3;26.1175945997;
16;1;18.25;12.5;3;25.0;2;18.9593238831;12.4808797836;3;26.1887089014;
17;1;20.2016410828;12.5;3;25.0;2;19.9691867828;12.5;3;26.2221269608;
18;1;21.2016410828;12.5;4;25.0;2;20.9792118073;12.5;3;26.2560760975;
19;1;22.2016410828;12.5;4;25.0;2;21.8768234253;12.5;4;26.2905418873;
