Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;11.3000001907;10.0;4;21.0;1;9.0;10.0;4;20.0;
3;2;11.3000001907;10.0;4;21.0299999714;1;9.0;10.0;4;20.0;
4;2;11.3090000153;10.0;4;21.0605909824;1;9.0;10.0;4;20.0;
5;2;12.4772663116;10.0;4;21.091766119;1;10.0;10.0;4;20.0;
6;2;13.4912948608;10.0;4;21.1235172749;1;11.0;10.0;4;20.0;
7;2;14.5055828094;10.0;4;21.5670698881;1;11.0;10.0;4;20.3999996185;
8;2;14.7051820755;10.1999998093;4;21.9382035732;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;14.8721904755;10.3632001877;4;23.0892542601;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;15.3901643753;10.9097137451;4;24.0614954233;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;17.390165329;11.3658018112;4;24.866560936;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;19.390165329;11.7372808456;4;25.523540616;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;20.4740066528;12.0336990356;5;26.0548336506;2;14.6125736237;11.8107032776;3;25.1832637787;
14;2;21.503780365;12.2662630081;5;26.4830061197;2;16.6125736237;12.0916318893;3;25.6526100636;
15;2;22.5344543457;12.446267128;5;26.6606041193;2;17.9215736389;12.3113050461;3;26.0223505497;
16;2;23.5660152435;12.5;5;26.7326643467;2;18.9307518005;12.4808797836;4;26.091766119;
17;2;24.5984420776;12.5;5;26.8066029549;3;19.9401035309;12.5;3;26.1235172749;
18;2;25.6317138672;12.5;5;26.8823609352;3;20.94962883;12.5;3;26.1558350325;
19;2;26.0970630646;12.5;6;26.9598697424;3;21.8467502594;12.5;4;26.1887089014;
20;2;26.1319408417;12.5;6;27.0390510559;3;21.8566131592;12.5;4;26.2221269608;
21;2;26.1675720215;12.5;6;27.1198167801;3;21.8666381836;12.5;4;26.2560760975;
22;2;26.203918457;12.5;4;27.202069521;3;21.8768234253;12.5;4;26.2905418873;
23;3;26.2409305573;12.5;3;27.2857027054;3;21.8871631622;12.5;4;26.3255085945;
24;3;26.2785663605;12.5;4;27.370600462;3;21.8976516724;12.5;3;26.3609591722;
25;4;25.25;13.4482402802;3;27.4566390514;3;21.9082870483;12.5;3;26.3968753815;
26;4;25.25;13.4826555252;3;27.5436866283;3;21.9190635681;12.5;3;26.4332377911;
27;4;25.25;13.5174751282;3;27.6316044331;3;21.9299716949;12.5;3;26.4700255394;
28;4;25.25;13.5526418686;3;27.7202472687;3;21.9410076141;12.5;3;26.5072168112;
29;4;25.25;13.588098526;3;27.8094646931;3;21.9521656036;12.5;3;26.5447884798;
30;4;25.25;13.6237859726;3;27.8991017342;3;21.9634361267;12.5;3;26.5827163458;
31;4;25.25;13.6596403122;3;27.9889998436;3;21.5;13.1330862045;5;26.6209751368;
32;4;25.25;13.695599556;3;28.0789985657;3;21.9862918854;12.5;5;26.6595385075;
33;4;25.25;13.7315998077;3;28.1689362526;3;21.9978618622;12.5;5;26.6983793974;
34;4;25.25;13.7675743103;4;28.2586507797;3;22.009513855;12.5;5;26.7374696732;
35;4;25.25;13.8034601212;4;28.3479816914;3;22.0212402344;12.5;6;26.7767804861;
36;4;26.25;15.8034601212;4;28.4367706776;3;21.5;13.2107124329;6;26.8162822723;
37;4;26.796546936;17.8034610748;4;28.5248630047;3;21.5;13.2265129089;6;26.8559447527;
38;4;26.83618927;19.8034591675;4;28.6121082306;4;21.5;13.2423782349;4;41.8957372904;
39;4;26.8754482269;21.5;4;28.6983613968;4;20.5;14.2582950592;4;42.6856285334;
40;4;26.9142627716;22.5;4;29.7834842205;4;20.5;15.2742509842;2;43.3949615955;
41;4;27.9525680542;23.5;5;29.9073457718;4;20.5;16.2902355194;3;44.0228710175;
42;4;28.9903049469;24.5;5;30.031006813;4;20.5;17.3062324524;3;44.5718483925;
43;4;29.5139522552;25.5;5;31.1543548107;4;22.5;20.3062324524;3;45.0468742847;
44;4;30.5694599152;27.5;6;31.2972830534;4;25.1286640167;22.3062324524;5;45.4545464516;
45;4;31.6247768402;29.5;7;31.4398878813;4;26.5;24.3062324524;5;45.8022911549;
46;4;32.1479492188;30.5;7;31.5820702314;4;29.1525821686;26.3062324524;5;46.0977289677;
47;4;32.2119293213;31.5;8;31.7237368822;4;30.5;28.3062324524;6;46.2545039654;
48;4;32.275680542;32.5;8;31.8648014069;5;31.5;28.401802063;6;46.293856144;
49;4;32.3391609192;32.5;8;32.0051839352;5;32.0499992371;28.4175415039;7;46.3329925537;
50;4;32.4023323059;32.5;9;32.1448096037;5;32.0499992371;28.4331970215;7;46.3718836308;
51;4;32.4651641846;32.5;11;32.2836101055;5;32.0499992371;28.4487533569;8;46.4105007648;
52;4;32.5276260376;32.5;11;32.4215214252;6;32.0499992371;28.4642009735;7;46.4488155842;
53;4;32.5896835327;32.5;11;32.5584856272;6;30.7846431732;28.5;7;46.4868011475;
54;4;32.6513175964;32.5;12;32.6944491863;6;31.0499992371;28.494720459;7;46.5244314671;
55;4;32.7125015259;32.5;14;32.8293614388;6;29.8073291779;28.5;7;46.5616812706;
56;4;32.7732124329;32.5;14;32.9631763697;6;30.0499992371;28.5;7;46.5985264778;
57;4;32.8334274292;32.5;15;34.1313921213;6;28.0499992371;29.5394096375;7;47.6349442005;
58;4;33.3591270447;33.0;15;35.0632294416;6;28.0499992371;31.5539779663;7;47.700912714;
59;5;33.7784538269;33.3899993896;11;50.7788764238;6;28.0499992371;33.5683670044;8;48.7670025826;
60;5;35.1004943848;34.6872596741;11;52.3979877234;6;28.0499992371;36.5825653076;8;48.9031876326;
61;5;36.3565979004;35.9097442627;12;53.66051054;6;28.5499992371;39.5965690613;8;50.3702565432;
62;5;36.4949913025;37.0;13;54.6396859884;6;28.5499992371;42.6323013306;8;51.5783891678;
63;5;35.9204788208;38.562587738;13;55.5122038126;6;28.5499992371;44.6681861877;9;52.5620208979;
64;5;36.6129417419;39.0;14;56.2801556587;6;28.5499992371;46.7041625977;9;54.8407443762;
65;6;36.6735687256;40.0;13;56.9500859976;6;28.8064994812;47.752204895;9;56.6955071688;
66;7;36.735168457;41.0;14;57.531404376;6;29.0204982758;49.3631744385;10;58.1942806244;
67;7;36.1243133545;42.0;14;58.0349328518;6;29.1968002319;50.443397522;10;59.4105997086;
68;7;34.8608894348;41.0;14;58.4717633724;6;29.3405151367;51.5250892639;10;61.2288377285;
69;7;32.5999984741;42.6165161133;14;58.7537406683;6;30.4500007629;53.6081390381;11;61.627038002;
70;7;32.5999984741;42.9014968872;15;58.8977388144;6;32.4500007629;52.6924285889;10;62.0379095078;
71;7;32.5999984741;42.9590950012;15;60.042309165;6;31.9995613098;54.0450592041;11;62.4611111879;
72;7;34.3238983154;43.3734588623;15;61.2671471834;6;31.4500007629;56.864151001;12;62.8961954117;
73;7;36.3339691162;45.4224395752;15;61.5174798965;7;31.4500007629;58.9513092041;10;87.3425997496;
74;7;37.3440170288;47.4714279175;16;61.773435235;7;32.4500007629;61.617061615;10;89.4796401262;
75;7;38.3540344238;48.0;16;62.0349277258;7;33.4500007629;63.7218399048;11;91.3126833439;
76;7;39.1290779114;50.0;17;62.3018590212;7;33.4500007629;66.8105545044;12;92.8577971458;
77;7;36.5999984741;52.0;16;62.5741161108;8;33.4500007629;69.8994750977;12;94.1523590088;
78;7;36.5999984741;52.6650466919;16;62.8515683413;9;33.4500007629;72.9884414673;11;116.992364407;
79;7;36.5999984741;52.7122879028;17;63.1340645552;9;34.4500007629;77.077293396;13;119.282422662;
80;9;36.5999984741;52.7588500977;15;63.4214295149;9;35.4500007629;81.1658935547;15;120.950675726;
81;9;36.5999984741;52.8046340942;15;63.7134598494;9;37.4500007629;81.3581542969;15;122.364123106;
82;9;38.4230079651;52.5932502747;15;64.0099197626;9;37.4500007629;84.4639282227;15;123.583477974;
83;9;40.4326477051;52.1481132507;15;64.3105374575;9;38.4500007629;87.5692062378;17;125.637180924;
84;9;40.7784461975;49.0;13;64.6150007248;9;41.4500007629;87.6737823486;18;126.554578185;
85;9;41.0754776001;51.8760032654;13;64.9229525328;9;42.4500007629;90.7775497437;18;127.213544965;
86;9;41.9823570251;51.7735061646;13;65.2339885235;9;43.4500007629;93.8803482056;17;127.703814626;
87;9;41.1655578613;52.9076881409;11;65.547655344;9;45.4500007629;93.9820098877;21;128.187017441;
