Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;4;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;4;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;4;20.3999996185;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;14.7768793106;10.3632001877;4;22.8194274902;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;15.2687425613;10.9097137451;4;23.7716035843;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;17.268743515;11.3658018112;4;24.5557456017;2;11.9125738144;11.0209560394;3;23.9143505096;
12;2;19.268743515;11.7372808456;4;25.1909515858;2;12.1743059158;11.4571752548;3;24.661406517;
13;2;20.3243408203;12.0336990356;5;25.6996334791;2;14.1743059158;11.8107032776;2;25.2644476891;
14;2;21.3439407349;12.2662630081;5;26.10437572;2;16.1743049622;12.0916318893;2;25.7461636066;
15;2;22.3640708923;12.446267128;5;26.2577478886;2;16.7238502502;12.3113050461;1;26.1288670301;
16;2;23.3847293854;12.5;5;26.3048160076;2;16.8386592865;12.4808797836;1;26.211841464;
17;2;24.4059104919;12.5;5;26.3530313969;2;18.7503356934;12.5;1;26.2577478886;
18;2;25.4276065826;12.5;5;26.4023760557;2;19.7641086578;12.5;1;26.3048160076;
