Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;4;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;4;20.0;2;11.3000001907;10.0;3;21.0;
7;1;14.0;10.0;4;20.3999996185;2;11.3000001907;10.0;3;21.5299996138;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;11.4589996338;10.1999998093;3;22.0018314123;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;11.6005496979;10.3632001877;3;22.4280958176;
10;1;14.8187427521;10.9097137451;4;22.7316036224;2;11.7284288406;10.4951858521;3;23.7177560329;
11;1;15.8187427521;11.3658018112;4;23.4745616913;2;12.1153268814;11.0209560394;3;24.8637619019;
12;1;16.8187427521;11.7372808456;4;24.0673980713;2;14.1153268814;11.4571752548;3;25.8837099075;
13;1;17.8187427521;12.0336990356;5;24.5325260162;2;16.1153259277;11.8107032776;4;26.8016016483;
14;1;18.8187427521;12.2662630081;4;24.892534256;2;17.3980751038;12.0916318893;4;27.6436917782;
15;1;19.8187427521;12.446267128;4;25.0;2;18.5188980103;12.3113050461;4;28.4353666306;
16;1;20.8187427521;12.5;4;25.0;2;19.6546554565;12.4808797836;4;28.9781968594;
17;1;21.8187427521;12.5;4;25.0;2;20.8060321808;12.5;4;29.5360116959;
18;1;22.8187427521;12.5;5;25.0;2;21.9733772278;12.5;4;30.1467399597;
