Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;3;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;2;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;2;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;2;20.0;
7;1;14.0;10.0;5;20.3999996185;2;11.3000001907;10.0;1;21.3999996185;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;11.4200000763;10.1999998093;1;21.7264003754;
9;2;14.7768793106;10.3632001877;4;22.8194274902;2;11.5179204941;10.3632001877;1;21.9903717041;
10;2;15.2687425613;10.9097137451;4;23.8616036177;2;11.597111702;10.4951858521;1;23.0819120407;
11;2;17.268743515;11.3658018112;4;24.7499927282;2;11.9245738983;11.0209560394;1;23.99553442;
12;2;19.268743515;11.7372808456;4;25.5051221848;2;13.9245738983;11.4571752548;1;24.7449600697;
13;2;20.465719223;12.0336990356;5;26.1508610249;2;15.9245738983;11.8107032776;1;25.3503712416;
14;2;21.5469932556;12.2662630081;5;26.7112461329;2;16.9627056122;12.0916318893;1;25.8344515562;
15;2;22.6371631622;12.446267128;5;27.0402543545;2;17.9761257172;12.3113050461;1;26.2195074558;
16;2;23.7368564606;12.5;5;27.2842636108;2;18.9898986816;12.4808797836;2;26.3048160076;
17;2;24.846660614;12.5;5;27.5518820286;3;20.0040187836;12.5;2;26.3530313969;
18;2;25.9670906067;12.5;5;27.8440244198;3;20.6125736237;12.5;3;26.4023760557;
19;2;26.5298118591;12.5;6;28.1613030434;3;21.9207134247;12.5;3;26.4528282881;
20;2;26.672586441;12.5;6;28.5039470196;3;21.9358482361;12.5;3;26.5043625832;
21;2;26.8267765045;12.5;6;28.871723175;3;21.9513092041;12.5;3;26.5569496155;
