Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;1;12.0;10.0;4;20.0;1;10.0;10.0;4;20.0;
6;1;13.0;10.0;3;20.0;1;11.0;10.0;4;20.0;
7;1;14.0;10.0;3;20.3999996185;1;11.0;10.0;4;20.3999996185;
8;1;14.1800003052;10.1999998093;3;20.7264003754;1;11.1199998856;10.1999998093;3;20.7264003754;
9;1;14.3268795013;10.3632001877;3;21.8194274902;1;11.2179203033;10.3632001877;3;20.9903717041;
10;1;14.8187427521;10.9097137451;3;22.7316036224;2;11.597111702;10.4951858521;2;23.0419120789;
11;1;15.8187427521;11.3658018112;3;23.4745616913;2;11.9125738144;11.0209560394;2;23.9343504906;
12;1;16.8187427521;11.7372808456;3;24.0673980713;2;12.180305481;11.4571752548;2;24.6616024971;
13;1;17.8187427521;12.0336990356;3;24.5325260162;2;14.9185733795;11.8107032776;3;25.243845582;
14;2;19.8187427521;12.2662630081;2;25.892534256;2;16.9185733795;12.0916318893;3;25.7037609816;
15;2;21.8187427521;12.446267128;2;26.0299999714;2;17.9369182587;12.3113050461;3;26.0636560917;
16;2;22.8187427521;12.5;2;26.0605909824;2;18.9431419373;12.4808797836;3;26.1228116751;
17;2;23.8187427521;12.5;2;26.091766119;2;19.9494171143;12.5;3;26.1438889503;
18;2;24.8187427521;12.5;2;26.1235172749;2;20.955739975;12.5;3;26.1651208401;
19;2;25.25;12.5;2;26.1558350325;2;21.8495368958;12.5;4;26.1864993572;
20;2;25.25;12.5;2;26.1887089014;2;21.8559494019;12.5;4;26.2080165148;
21;2;25.7849197388;12.5;2;26.2221269608;2;21.8624038696;12.5;4;26.2296639681;
22;2;25.7999572754;12.5;2;26.2560760975;2;21.8688983917;12.5;4;26.2514331341;
23;2;25.8152351379;12.5;2;26.2905418873;3;21.8754291534;12.5;3;26.2733153105;
24;2;25.8307437897;12.5;2;26.3255085945;3;21.5;12.5;3;26.2953014374;
25;2;25.8464794159;12.5;2;26.3609591722;3;21.888589859;12.5;4;26.3173824549;
26;2;25.8624305725;12.5;10;26.3968753815;3;21.8952140808;12.5;4;26.3395489454;
27;2;25.8785934448;12.5;10;26.4332377911;3;21.9018650055;12.5;4;26.3617914915;
28;2;25.8949565887;12.5;10;26.4700255394;3;21.908536911;12.5;4;26.3841004372;
29;2;25.9115104675;12.5;9;26.5072168112;3;21.9152297974;12.5;5;26.4064661264;
30;2;25.9282474518;12.5;9;26.5447884798;3;21.9219398499;12.5;5;26.428878665;
31;2;25.9451541901;12.5;6;26.5827163458;3;21.5;13.0715513229;5;26.4513280392;
32;2;25.962223053;12.5;7;26.6209751368;3;21.5;13.0805311203;5;26.4738043547;
33;2;25.9794387817;12.5;8;26.6595385075;3;21.5;13.0895214081;5;26.4962974787;
34;2;25.9967918396;12.5;8;26.6983793974;3;21.9488887787;12.5;5;26.5187973976;
35;2;26.0142707825;12.5;8;26.7374696732;3;21.5;13.1075191498;5;26.5412938595;
36;2;26.0318603516;12.5;8;26.7767804861;3;21.5;13.1165180206;5;27.5637768507;
37;2;26.0495510101;14.5;9;26.8162822723;3;22.9691333771;12.8999996185;5;27.6162360907;
38;2;26.0673274994;16.5;9;26.8559447527;3;21.9758701324;13.5;5;27.6692527533;
39;2;26.0851745605;18.5;10;26.8957372904;3;22.9825992584;12.9242362976;5;27.7228097916;
40;2;26.1030807495;20.5;10;26.9356285334;3;21.3168430328;13.5;5;27.776889205;
41;3;26.1210327148;22.5;6;26.9755871296;3;21.8370552063;13.1613483429;5;27.8314716816;
42;3;26.1390151978;22.5;7;27.015581131;3;23.0026912689;12.9623336792;5;27.886537075;
43;3;26.1570110321;22.5;6;27.0555787086;3;24.3659610748;15.9623336792;6;27.9420638084;
44;3;26.1750106812;22.5;5;27.0955479145;4;24.3826198578;18.9623336792;6;27.998029232;
45;3;26.1929969788;22.5;5;27.135456562;4;23.8768234253;21.9623336792;6;28.0544096231;
46;3;26.2109565735;22.5;4;27.17527318;4;24.4163227081;24.9623336792;7;28.1111800671;
47;3;26.2288722992;22.5;4;27.2149660587;4;24.4333534241;27.5;7;28.1683145761;
48;3;26.2467346191;22.5;1;27.2545039654;4;24.4504928589;27.5;8;28.2257860899;
49;0;0;0;0;0;5;24.4677371979;27.5;7;28.2835667133;
