Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;11.0;10.0;5;20.0;2;9.19999980927;10.0;3;21.0;
4;2;11.3000001907;10.0;4;21.0;2;9.19999980927;10.0;3;21.0599999428;
5;2;12.4499998093;10.0;4;21.0299999714;2;10.3179998398;10.0;2;21.1229639053;
6;2;13.4635000229;10.0;4;21.0605909824;2;11.336889267;10.0;2;21.1889609098;
7;2;14.4772663116;10.0;4;21.5023716688;2;11.3566884995;10.0;2;21.6699410677;
8;2;14.6760673523;10.1999998093;4;21.8717387915;2;11.5009822845;10.1999998093;2;22.0818096399;
9;2;14.8422813416;10.3632001877;4;23.0203682184;2;11.62454319;10.3632001877;2;22.4358423948;
10;2;15.3591661453;10.9097137451;4;23.9901782274;2;11.7307529449;10.4951858521;2;23.611035943;
11;2;17.3591651917;11.3658018112;4;24.7928106785;2;12.0833110809;11.0209560394;1;24.615765214;
12;2;19.3591651917;11.7372808456;4;25.4473642111;2;14.0833110809;11.4571752548;1;25.4640146494;
13;2;20.4397277832;12.0336990356;5;25.9762470722;2;16.0833110809;11.8107032776;1;26.1761806011;
14;2;21.4684181213;12.2662630081;5;26.4020352364;2;17.2104492188;12.0916318893;1;26.7751014233;
15;2;22.4980182648;12.446267128;5;26.5772850513;2;18.2583217621;12.3113050461;1;27.2831678391;
16;2;23.5285205841;12.5;5;26.6470438242;2;19.3089962006;12.4808797836;2;27.4996597767;
17;2;24.5599117279;12.5;5;26.7187389135;3;20.3624725342;12.5;2;27.687142849;
18;2;25.59217453;12.5;5;26.7923226357;3;20.6125736237;12.5;3;27.883649826;
19;2;26.0565452576;12.5;5;26.8677377701;3;22.3650951385;12.5;4;28.0888605118;
20;2;26.0904827118;12.5;5;26.9449175596;3;22.4266586304;12.5;4;28.3023359776;
