Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;2;12.4499998093;10.0;4;21.0;1;10.0;10.0;4;20.0;
6;2;13.4499998093;10.0;4;21.0900000334;1;11.0;10.0;4;20.0;
7;2;14.4905004501;10.0;4;21.5980186462;1;11.0;10.0;4;20.3999996185;
8;2;14.7191085815;10.1999998093;4;22.0418490171;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;14.9188308716;10.3632001877;4;23.3017349243;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;15.4857807159;10.9097137451;4;24.3994617462;2;11.597111702;10.4951858521;3;23.0619120598;
11;2;17.4857807159;11.3658018112;4;25.3481024504;2;11.9185733795;11.0209560394;3;23.9545464516;
12;2;19.4857807159;11.7372808456;4;26.1681330204;2;13.9185733795;11.4571752548;3;24.6819883585;
13;2;20.7640724182;12.0336990356;4;26.8832330704;2;15.9185733795;11.8107032776;4;25.2644146681;
14;2;21.097454071;12.2662630081;3;27.5170819759;2;16.9369182587;12.0916318893;4;25.7245066166;
15;2;21.382686615;12.446267128;3;27.923101902;2;17.9431419373;12.3113050461;4;26.0845712423;
16;2;21.5653953552;12.5;3;28.2468910217;2;18.9494171143;12.4808797836;4;26.1438889503;
17;2;23.6627426147;12.5;3;28.5960328579;2;19.955739975;12.5;4;26.1651208401;
18;2;24.8198566437;12.5;3;28.9701628685;2;20.9621105194;12.5;4;26.1864993572;
