Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;2;9.19999980927;10.0;3;21.0;
2;1;11.0;10.0;5;20.0;2;9.19999980927;10.0;3;21.1200000048;
3;1;11.0;10.0;5;20.0;2;9.22399997711;10.0;3;21.2530560493;
4;1;11.0;10.0;5;20.0;2;9.25061130524;10.0;3;21.4002518654;
5;1;12.0;10.0;5;20.0;2;10.4200754166;10.0;3;21.5626775026;
6;1;13.0;10.0;5;20.0;2;11.4688034058;10.0;3;21.7414059639;
7;1;14.0;10.0;5;20.3999996185;2;11.5224218369;10.0;3;22.3548774719;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;11.7064628601;10.1999998093;3;22.9167456627;
9;2;14.7768793106;10.3632001877;4;22.8594274521;2;11.8750238419;10.3632001877;3;23.4393892288;
10;2;15.2867431641;10.9097137451;4;23.8127875328;2;12.0318164825;10.4951858521;3;24.8717758656;
11;2;17.2867431641;11.3658018112;4;24.5981152058;2;12.4615325928;11.0209560394;3;26.1735084057;
12;2;19.2867431641;11.7372808456;3;25.2345055342;2;14.4615325928;11.4571752548;3;27.3609917164;
13;2;20.3439407349;12.0336990356;4;25.7443674803;2;16.4615325928;11.8107032776;3;28.4561290741;
14;2;21.3640708923;12.2662630081;4;26.1502821445;2;17.8944339752;12.0916318893;3;29.4820175171;
15;2;22.3847293854;12.446267128;4;26.3048160076;2;19.0703964233;12.3113050461;3;30.4597220421;
16;2;23.4059104919;12.5;4;26.3530313969;2;20.2619628906;12.4808797836;4;31.1853199005;
17;2;24.4276065826;12.5;4;26.4023760557;3;21.468170166;12.5;3;31.9160957336;
18;2;25.4498119354;12.5;4;26.4528282881;3;22.6874027252;12.5;3;32.6826691628;
19;2;25.9037723541;12.5;5;26.5043625832;3;23.8048019409;12.5;4;33.475315094;
20;2;25.9269638062;12.5;5;26.5569496155;3;24.0425949097;12.5;4;34.2825622559;
21;2;25.9506263733;12.5;5;26.6105561256;3;24.2847690582;12.5;4;35.0917634964;
22;2;25.9747505188;12.5;5;26.6651450396;3;24.5275287628;12.5;4;35.8898439407;
23;2;25.9993152618;12.5;5;26.72067523;3;24.7669525146;12.5;4;36.6641292572;
24;2;26.0243034363;12.5;5;26.7771017551;3;24.9992389679;12.5;6;37.4031534195;
25;2;26.0496959686;12.5;5;26.8343759775;3;25.2209472656;12.5;6;38.0973386765;
26;2;26.0754699707;12.5;5;26.8924454451;3;25.4292011261;12.5;6;38.7394571304;
27;2;26.101600647;12.5;5;26.9512542486;3;25.621837616;12.5;6;39.3248329163;
28;2;26.1280651093;12.5;6;27.0107431412;3;25.7974510193;12.5;6;39.8512945175;
29;2;26.1548347473;12.5;6;27.0708494186;3;25.9553890228;12.5;7;40.3189182281;
30;2;26.1818828583;12.5;6;27.1315076351;3;24.0956764221;13.5;8;40.729631424;
31;2;26.2091789246;12.5;6;27.1926498413;3;23.0956764221;13.5;8;41.0867519379;
32;2;26.2366924286;12.5;6;27.2542052269;3;23.0956764221;14.5;8;41.39453125;
33;2;26.2643928528;12.5;6;27.3161010742;3;22.0956764221;15.5;9;41.6577396393;
34;2;26.2922458649;12.5;6;27.3782629967;3;21.0956764221;14.5;9;41.8813304901;
35;2;26.3202190399;12.5;6;27.4406147003;3;21.0956764221;14.5;9;42.0;
36;2;26.3482761383;14.5;6;27.5030794144;3;20.0956764221;13.5;9;42.0;
37;2;26.3763847351;16.5;7;27.5655794144;3;20.5;14.5;9;42.0;
38;2;26.404510498;18.5;7;27.628036499;3;21.5;15.5;9;42.0;
39;2;26.4326171875;20.5;7;27.690372467;3;21.5;16.5;10;42.0;
40;2;26.4606666565;22.5;8;27.7525100708;3;21.5;17.5;10;42.0;
41;2;26.4886302948;22.5;8;27.8143725395;3;21.5;19.5;10;42.0;
42;2;26.5164680481;22.5;9;27.8758842945;4;21.5;21.5;10;42.0;
43;2;26.5441474915;22.5;10;27.936971426;4;21.5;23.5;10;42.0;
44;2;26.5716362;22.5;10;27.9975619316;4;21.5;25.5;10;42.0;
45;2;26.598903656;22.5;11;28.0575861931;4;21.5;27.5;11;42.0;
46;2;26.62591362;22.5;11;28.1169772148;4;21.5;28.5;11;42.0;
47;2;26.652639389;22.5;12;28.1756706238;4;22.5;26.5;11;42.0;
48;2;26.6790523529;22.5;12;28.2336053848;4;21.5;27.5;12;42.0;
49;2;26.705121994;22.5;12;28.2907235622;4;21.5;28.5;12;43.0;
50;2;26.7308254242;22.5;14;28.346971035;4;23.5;27.5;12;43.0399999619;
51;2;26.7561378479;22.5;14;28.4022974968;4;23.5;29.5;13;43.0811839104;
52;2;26.7810344696;22.5;14;28.4566559792;5;23.5;31.5;12;43.1235535145;
53;2;26.8054962158;22.5;15;28.5100040436;5;24.5;30.5;12;43.1671074629;
54;2;26.8295021057;22.5;16;28.5623030663;5;23.5;32.5;13;43.211841464;
55;2;26.8530368805;22.5;17;28.6135182381;5;23.8635520935;33.5;13;43.2577478886;
56;2;26.876083374;22.5;17;28.6636190414;5;24.877325058;31.5;14;43.3048160076;
57;2;26.8986282349;22.5;18;28.7125790119;5;23.5;33.0219268799;14;43.3530313969;
58;2;26.9206600189;22.5;18;28.7603754997;5;23.9059104919;33.5;14;44.4023760557;
59;2;26.9421691895;22.5;18;28.8069901466;5;25.5;33.0609512329;14;44.4928282499;
60;2;26.9631462097;22.5;18;29.9285476208;5;25.5;35.0811309814;15;44.5855464935;
61;2;27.4678478241;23.0;19;30.8292117119;6;25.5;37.1017456055;15;44.68050313;
62;2;27.8731460571;23.3899993896;19;31.543211937;6;26.5;36.1227798462;16;44.7776635885;
63;2;28.1944446564;23.6872596741;19;32.1062078476;6;25.9831676483;37.5;16;44.8769865036;
64;2;28.4477939606;23.9097423553;19;32.4030337334;6;25.5;39.7719764709;17;44.9784231186;
65;2;28.581363678;24.0;20;32.5173788071;6;26.5;37.8171463013;17;45.0819177628;
66;2;28.6328201294;24.0;20;32.6295280457;8;26.0331306458;38.1524085999;15;45.1874073744;
67;2;28.6832866669;24.0;20;32.7392697334;8;25.5;38.5;16;47.0385699272;
68;2;28.7326698303;24.0;20;32.846411705;8;26.3787384033;40.714717865;16;48.5829972029;
69;2;28.7808837891;24.0;20;32.9507832527;8;27.0340003967;39.9553146362;16;49.8604180813;
70;3;28.8278503418;24.0;18;61.8022356033;8;26.2123565674;41.3343276978;16;50.9143446684;
71;3;29.8735046387;25.0;19;65.4225149155;8;25.8817844391;39.5262680054;16;51.6387059689;
72;3;30.9177875519;26.0;19;68.3344993591;8;25.9137077332;39.5709228516;16;53.1266274452;
73;3;30.9606513977;27.0;19;70.5007443428;8;28.2123565674;38.9086341858;17;53.5736353397;
74;3;31.0020599365;28.0;20;72.0154676437;8;25.2123565674;42.000995636;16;54.8488721848;
75;3;31.0419845581;29.0;21;73.031291008;8;24.2123565674;46.0957679749;15;55.1321033239;
76;3;31.080406189;30.0;20;73.5940332413;8;24.2123565674;50.1928215027;16;55.4230446815;
77;3;31.117313385;31.0;20;73.6726837158;9;27.366897583;52.0270195007;15;55.7213658094;
78;3;31.1527061462;32.0;21;73.7479782104;9;29.418838501;54.0270195007;15;56.026689887;
79;4;31.1865882874;33.0;20;73.8199443817;9;30.2123565674;59.0270195007;16;56.3385946751;
80;4;31.2189731598;34.0;21;73.8886227608;9;31.2123565674;63.7270202637;16;56.6566144228;
81;4;31.2498779297;35.0;21;73.9540677071;9;32.2123565674;67.7270202637;17;56.9802417755;
82;4;31.2793292999;36.0;21;74.0;9;33.2123565674;71.7270202637;17;57.3089305162;
83;4;31.2999992371;37.0;22;74.0;9;33.4000015259;75.7270202637;18;57.6420987844;
84;4;31.2999992371;38.0;23;74.0;9;33.4000015259;79.6426010132;19;57.9791333675;
85;4;31.2999992371;39.0;23;74.0;9;33.4000015259;82.2404708862;19;58.3193926811;
86;6;31.2999992371;40.0;17;118.0;9;33.4000015259;83.9599456787;20;58.6622121334;
87;6;33.2999992371;43.0;17;121.479999542;9;33.4000015259;85.1193618774;21;59.0069086552;
88;6;35.2999992371;46.0;17;124.415777206;9;33.4000015259;86.2798461914;21;59.3527860641;
89;6;35.2999992371;49.0;17;126.800937653;10;34.4000015259;84.4410705566;21;59.699139595;
90;6;35.2999992371;52.0;18;128.676996231;11;33.4000015259;85.602722168;22;60.0452613831;
91;6;35.2999992371;55.0;19;130.113550186;11;33.4000015259;86.0644683838;23;60.3904454708;
92;7;35.2999992371;58.0;18;131.190162659;11;34.4000015259;84.9259796143;23;60.7339937687;
93;7;35.2999992371;61.0;19;131.711025238;11;33.4000015259;86.0869293213;24;61.0752196312;
94;7;35.2999992371;64.0;19;132.0;11;33.4000015259;87.2469787598;21;61.4134550095;
95;7;35.2999992371;67.0;19;132.0;11;34.4000015259;83.3463745117;17;62.748051405;
96;7;36.2999992371;67.0;19;132.0;11;34.4000015259;84.4436035156;19;64.118388176;
97;7;37.2999992371;68.0;20;132.0;11;36.4000015259;86.5385131836;21;64.5450572968;
98;8;38.2999992371;69.0;20;132.0;11;38.4000015259;85.6309356689;22;64.9704661369;
99;9;39.2999992371;70.0;19;132.0;11;37.6526679993;87.7207946777;23;65.3941595554;
100;9;40.2999992371;71.0;20;132.0;11;37.6675186157;90.3574981689;23;65.8157109022;
101;9;41.2999992371;72.0;21;132.0;11;38.6830635071;89.4418487549;23;66.2347217798;
102;9;42.2999992371;73.0;20;132.0;11;37.4000015259;93.5274810791;25;66.6508232355;
103;10;43.2999992371;74.0;18;132.0;12;37.4000015259;94.6895065308;24;67.0636742115;
104;10;44.2999992371;75.0;19;133.0;13;37.4000015259;94.9496917725;23;67.4729619026;
105;10;46.2999992371;77.0;18;133.100000024;13;37.4000015259;97.0080337524;24;67.8783999681;
106;10;48.2999992371;79.0;17;133.208899975;13;37.4000015259;99.1644897461;25;68.2797287703;
107;10;49.2999992371;81.0;17;133.747264624;13;38.4000015259;97.3721694946;26;68.6262654066;
108;11;49.4889984131;83.0;16;134.298083663;13;37.4000015259;97.4441223145;25;68.9612321854;
109;11;48.6790962219;84.0;15;134.858343363;13;37.4000015259;100.563461304;26;69.2944039106;
110;11;48.8686904907;86.0;19;135.42498672;14;38.4000015259;99.8482055664;25;69.6255097389;
111;11;49.0561904907;88.0;18;136.995018721;14;37.4000015259;102.006004333;21;69.9542877674;
112;12;51.2400474548;92.0;17;139.625602961;14;37.4000015259;104.164169312;20;70.2738076448;
113;12;54.4188079834;97.0;16;140.397107005;14;38.4000015259;103.317955017;19;71.9272552729;
114;12;55.5911827087;102.0;17;141.175806284;14;37.4000015259;106.136222839;21;73.6227414608;
115;12;54.7560462952;106.0;17;141.960116982;14;37.4000015259;107.504089355;20;75.3502483368;
116;12;54.9124946594;111.0;18;142.74877286;14;38.4000015259;107.261405945;18;77.099126339;
117;12;55.0598373413;116.0;19;143.540804386;14;37.4000015259;110.027610779;18;79.8583842516;
118;12;55.1976127625;120.405715942;21;144.335495949;14;38.4000015259;113.798080444;18;82.6769849062;
119;12;55.3255691528;124.484352112;22;145.132327318;14;41.4000015259;114.889663696;19;85.5470907688;
120;12;56.443649292;128.566223145;22;146.930903435;14;42.4000015259;119.942222595;19;88.4614342451;
121;12;58.5519676208;133.65133667;22;147.880888104;14;46.4000015259;120.710464478;22;90.4135192633;
122;12;59.6507911682;138.739654541;23;148.852706432;14;48.5867042542;123.446220398;22;92.337785244;
123;12;59.7404937744;142.971984863;23;149.848270178;14;49.6783866882;126.998764038;21;94.2267465591;
124;12;59.8215408325;146.182800293;24;150.869466066;14;50.4000015259;128.490921021;21;96.0739517212;
125;12;59.8944664001;148.726455688;25;151.918066144;15;49.4000015259;131.954223633;21;97.8740071058;
126;12;59.9598274231;151.282440186;26;152.955169916;15;49.4000015259;134.387817383;28;99.6225602627;
127;12;60.0;153.848709106;27;153.947447062;15;48.7013130188;136.791366577;28;101.316276193;
128;12;61.0;153.423126221;28;154.983745575;15;49.7671966553;136.121963501;29;102.952774763;
129;12;65.0;150.70300293;29;156.06315279;15;50.8269958496;135.516998291;31;104.530572295;
130;12;67.0;151.890563965;30;157.18414712;15;51.8810310364;134.167556763;35;106.049000859;
131;12;69.0;156.082061768;31;158.344469309;15;52.9296455383;132.577606201;38;108.508125901;
132;12;73.0;157.277130127;32;159.540988207;15;54.9732208252;131.966323853;39;109.867714763;
133;12;77.0;155.475402832;33;160.769583702;15;55.455291748;133.856079102;38;111.021021366;
134;12;78.0;159.676467896;34;162.025057077;15;55.067741394;136.126068115;38;112.128720164;
135;12;81.0;160.879898071;37;163.301099062;16;54.1464767456;138.376663208;38;113.106356978;
136;12;83.0;162.085235596;39;164.590328693;16;52.6999664307;140.549682617;39;114.068190813;
137;12;85.0;163.292007446;40;165.884425879;16;53.3035736084;141.725753784;40;115.013288379;
138;12;87.0;164.499725342;41;167.174353838;16;53.3816070557;142.904632568;45;115.941016078;
139;12;88.0;168.707870483;40;168.450670242;16;55.0;138.343902588;47;116.85098505;
140;12;91.0;169.91595459;39;169.703906298;16;56.0;139.491485596;47;117.742989898;
141;12;94.0;168.123474121;40;170.924972773;16;61.0;140.454833984;48;119.616960645;
