Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;2;11.3000001907;10.0;3;21.0;1;9.0;10.0;4;20.0;
2;2;11.3000001907;10.0;3;21.0900000334;1;9.0;10.0;5;20.0;
3;2;11.3269996643;10.0;4;21.1871190071;1;9.0;10.0;5;20.0;
4;2;11.3561353683;10.0;5;21.2917383909;1;9.0;10.0;5;20.0;
5;2;12.5812826157;10.0;5;21.4042263031;1;10.0;10.0;5;20.0;
6;2;13.631901741;10.0;5;21.5249304771;1;11.0;10.0;5;20.0;
7;2;14.6862182617;10.0;5;22.0694183111;1;11.0;10.0;5;20.3999996185;
8;2;14.9312381744;10.1999998093;4;22.5515855551;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;15.1482124329;10.3632001877;3;23.8668255806;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;15.7400722504;10.9097137451;3;25.0237190723;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;17.7400722504;11.3658018112;3;26.0350353718;1;11.6125736237;11.0209560394;5;22.9143505096;
12;2;19.7400722504;11.7372808456;3;26.9207777977;1;11.8743057251;11.4571752548;5;23.6214065552;
13;2;21.1027641296;12.0336990356;3;27.703961134;1;13.6125736237;11.8107032776;6;24.1832637787;
14;2;21.4667816162;12.2662630081;3;28.4073903561;1;14.6125736237;12.0916318893;6;24.6226100922;
15;2;21.7833271027;12.446267128;3;28.8833937645;1;15.6125736237;12.3113050461;6;24.9617595673;
16;2;21.9975280762;12.5;3;29.2762613297;1;16.6125736237;12.4808797836;6;25.0;
17;2;24.1259593964;12.5;3;29.692073822;1;17.6125736237;12.5;6;25.0;
18;2;25.3130741119;12.5;3;30.1288084984;1;18.6125736237;12.5;6;25.0;
19;2;26.5096054077;12.5;3;30.5837950706;1;19.5;12.5;7;25.0;
20;2;27.7143478394;12.5;4;31.0537385941;1;19.5;12.5;7;25.0;
21;2;27.9741821289;12.5;4;31.534784317;1;19.5;12.5;7;25.0;
22;2;28.1906528473;12.5;4;32.0226202011;1;19.5;12.5;7;25.0;
23;2;28.4101791382;12.5;4;32.5126152039;1;19.5;12.5;7;25.0;
24;2;28.6306762695;12.5;4;32.9999876022;1;19.5;12.5;7;25.0;
25;2;28.8499946594;12.5;4;33.4799880981;1;19.5;12.5;8;25.0;
26;2;29.0659942627;12.5;4;33.9480848312;1;19.5;12.5;8;25.0;
27;2;29.276638031;12.5;4;34.4001340866;1;19.5;12.5;8;25.0;
28;2;29.4800605774;12.5;4;34.8325281143;1;19.5;12.5;8;25.0;
29;2;29.6746368408;12.5;4;35.2422962189;1;19.5;12.5;8;25.0;
30;2;29.8590335846;12.5;4;35.6271715164;1;17.5;13.5;8;25.0;
31;2;30.0322265625;12.5;5;35.9856081009;1;16.5;14.5;8;25.0;
32;2;30.193523407;12.5;6;36.3167572021;1;15.5;15.5;8;25.0;
33;2;30.342540741;12.5;6;36.6204128265;1;14.5;16.5;8;25.0;
34;2;30.4791851044;12.5;6;36.8969306946;1;13.5;17.5;8;25.0;
35;2;30.6036186218;14.5;7;37.1471309662;1;12.5;18.5;8;25.0;
36;2;30.7162094116;16.5;7;37.3722009659;1;12.0;19.5;9;25.0;
37;2;30.817489624;18.5;7;37.5735960007;1;12.0;20.5;9;25.0;
38;2;30.9081192017;20.5;8;37.7529459;1;12.0;21.5;9;25.0;
39;2;30.9888248444;22.5;8;37.9119815826;1;13.0;19.5;10;25.0;
40;2;31.0603923798;22.5;9;38.0;1;12.0;20.5;10;25.0;
41;2;31.1000003815;22.5;10;38.0;1;12.0;21.5;10;25.0;
42;2;31.1000003815;22.5;10;38.0;1;13.0;19.5;11;25.0;
43;2;31.1000003815;22.5;11;38.0;1;12.0;20.5;12;25.0;
44;2;31.1000003815;22.5;12;38.0;1;12.0;21.5;12;25.0;
45;2;31.1000003815;22.5;13;38.0;1;13.0;19.5;12;25.0;
46;2;31.1000003815;22.5;13;38.0;1;12.0;20.5;13;25.0;
47;3;31.1000003815;22.5;9;55.25;1;12.0;21.5;13;25.0;
48;3;32.0999984741;23.5;10;56.1124992371;1;13.0;19.5;13;25.0;
49;3;33.0999984741;24.5;10;56.8619041443;1;12.0;20.5;15;25.0;
50;3;33.0999984741;25.5;11;57.5009632111;1;12.0;21.5;15;25.0;
51;3;33.0999984741;26.5;11;58.0370521545;1;13.0;19.5;15;25.0;
52;3;33.0999984741;27.5;11;58.4804611206;1;12.0;20.5;16;25.0;
53;3;33.0999984741;28.5;11;58.8428707123;1;12.0;21.5;16;25.0;
54;3;33.0999984741;29.5;11;61.0993356705;1;13.0;19.5;16;25.0;
55;3;33.7255020142;31.0;11;62.9431972504;1;14.0;18.5;16;25.0;
