Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;4;23.0;1;9.0;10.0;5;20.0;
4;2;9.0;11.6999998093;3;24.0;1;9.0;10.0;5;20.0;
5;2;9.80000019073;11.5;3;24.1575000286;1;10.0;10.0;5;20.0;
6;2;10.9472503662;11.5;3;24.3379832506;1;11.0;10.0;5;20.0;
7;2;12.0013952255;11.5;3;24.5441935062;1;11.0;10.0;5;20.3999996185;
8;2;12.3632574081;11.5;3;25.2544416189;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;12.576333046;11.7299995422;3;25.9020392895;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;12.770611763;11.9106416702;3;27.5241374969;2;11.597111702;10.4951858521;3;23.0419120789;
11;2;13.2572412491;12.5274600983;3;28.963965416;2;11.9125738144;11.0209560394;3;23.9543504715;
12;2;15.022567749;13.0216779709;3;30.2547023296;2;12.1863059998;11.4571752548;3;24.7025904655;
13;2;17.022567749;13.4066829681;2;31.4366612434;2;14.9245738983;11.8107032776;4;25.3068172932;
14;2;19.022567749;13.6998376846;3;32.5498476028;2;16.9245738983;12.0916318893;4;25.789717555;
15;3;20.5598907471;13.9190797806;2;33.4673633575;2;17.9627056122;12.3113050461;4;26.1736010313;
16;3;21.7865943909;14.0;2;34.3029208183;2;18.9761257172;12.4808797836;4;26.2577478886;
17;3;23.0372619629;14.0;3;35.213508606;2;19.9898986816;12.5;4;26.3048160076;
18;3;24.3104381561;14.0;3;36.1899642944;2;21.0040187836;12.5;4;26.3530313969;
19;3;24.8569889069;14.0;3;37.218626976;2;21.9059104919;12.5;3;26.4023760557;
20;3;25.1655883789;14.0;3;38.2816610336;2;21.9207134247;12.5;3;26.4528282881;
21;3;25.4844970703;14.0;4;39.3579797745;2;21.9358482361;12.5;5;26.5043625832;
22;4;25.8073940277;14.0;3;40.4247236252;2;21.9513092041;12.5;5;26.5569496155;
23;4;23.8073940277;15.0;4;41.4591159821;2;21.9670848846;12.5;5;26.6105561256;
24;4;24.8073940277;14.0;4;42.440404892;2;21.9831676483;12.5;6;26.6651450396;
25;4;23.8073940277;15.0;4;43.3515357971;2;21.9995441437;12.5;6;26.72067523;
26;4;23.8073940277;16.0;4;44.1802825928;2;22.0162029266;12.5;6;26.7771017551;
27;4;23.2540855408;17.0;4;44.919675827;2;22.0331306458;12.5;6;26.8343759775;
28;4;22.4759025574;18.0;5;45.5677547455;3;21.5;13.2337503433;5;26.8924454451;
29;4;21.6703262329;19.0;6;46.1268043518;3;22.0677337646;12.5;5;26.9512542486;
30;4;20.8380413055;20.0;6;46.602306366;3;20.0853767395;13.5;5;27.0107431412;
31;4;19.9806919098;21.0;5;47.00182724;3;19.1032218933;14.5;5;27.0708494186;
32;4;19.700548172;22.0;5;47.3340110779;3;18.1212539673;15.5;5;27.1315076351;
33;4;19.8002033234;23.0;5;47.6077785492;3;17.1394519806;16.5;6;27.1926498413;
34;4;19.8823337555;24.0;4;47.75;3;16.1577949524;17.5;6;27.2542052269;
35;4;19.9249992371;25.0;4;47.75;3;14.5;19.4016819;6;27.3161010742;
36;5;19.9249992371;26.0;5;47.75;3;14.0;20.4264411926;6;27.3782629967;
37;5;19.9249992371;27.0;5;47.75;3;14.0;21.4513053894;6;27.4406147003;
38;5;20.9249992371;25.0;6;47.75;3;14.0;22.4762458801;7;27.5030794144;
39;5;19.9249992371;26.0;6;47.75;3;15.0;20.5012321472;7;28.5655794144;
40;5;19.9249992371;27.0;8;47.75;3;15.0;21.9262313843;5;28.6780364513;
41;5;20.9249992371;25.0;8;47.75;3;16.0;22.9712142944;6;28.7923474312;
42;5;21.9249992371;25.0;10;47.75;3;17.0;20.5761489868;6;28.908460021;
43;5;22.9249992371;25.0;10;47.75;3;16.0;21.6010036469;6;29.0263172388;
44;5;23.9249992371;25.0;11;47.75;3;16.0;22.625749588;8;29.1458575726;
45;5;24.9249992371;25.0;11;47.75;3;17.0;20.6503543854;8;29.2670147419;
46;5;25.9249992371;25.0;11;47.75;4;18.8810920715;21.6503543854;8;29.3897176981;
47;6;26.9249992371;24.0;9;57.75;4;19.899269104;22.6503543854;9;29.5138903856;
48;6;28.9249992371;25.0;9;58.1499996185;4;20.9172763824;24.650352478;8;29.6394513845;
49;6;30.3250007629;26.0;11;58.5243997574;4;21.0;26.5;9;29.7663139105;
50;6;30.3250007629;27.0;11;58.8719387054;4;22.0;27.5;9;29.8943858147;
51;6;30.3250007629;28.0;11;59.1920347214;4;23.0;27.5;9;30.0235688686;
52;6;30.3250007629;29.0;13;59.4847183228;4;23.5;27.5;10;30.1537594795;
53;6;30.3250007629;30.0;14;59.7505426407;4;23.5;27.5;10;30.2848484516;
54;6;30.3250007629;31.0;14;59.9904880524;4;24.5;27.5;9;30.4167200327;
55;6;30.3250007629;32.0;15;60.2058610916;4;24.5369968414;27.5;10;30.5492534637;
56;6;30.3250007629;33.0;16;60.3981971741;4;23.5;28.5;10;30.6823220253;
57;6;30.3250007629;34.0;16;60.5691757202;4;24.5;27.5;10;30.8157935143;
58;6;30.3250007629;35.0;16;60.7205476761;4;23.5;28.5;8;30.9495306015;
59;6;30.3250007629;36.0;16;60.75;4;23.5;27.5;8;31.083391428;
60;7;30.3250007629;37.0;16;60.75;4;23.5;27.5;8;31.2172291279;
61;7;30.3250007629;38.0;15;60.75;4;23.5;27.5;15;31.3508937359;
62;7;30.3250007629;38.0999984741;15;60.75;4;23.5;27.5;15;31.4842312336;
63;7;30.3250007629;38.0999984741;17;60.75;5;23.5;27.5;9;41.6170856953;
64;7;30.3250007629;38.0999984741;18;63.1506252289;5;24.5;28.5;9;42.1492984295;
65;7;30.9671878815;38.9820022583;19;65.056388855;5;23.5;30.5;9;42.6551115513;
66;7;31.4696998596;39.672706604;19;66.5391740799;6;23.5;32.5;9;43.1111614704;
67;7;31.8534507751;40.2023010254;19;67.6779747009;6;23.5;34.5;9;43.5212562084;
68;7;32.1414489746;40.6034736633;20;68.346118927;6;25.5;33.5;9;43.9038770199;
69;7;32.3038368225;40.7999992371;20;68.5;6;27.5;33.5;10;44.2594151497;
70;7;30.3038368225;41.7999992371;21;68.5;6;29.5;34.5;11;44.5886905193;
71;7;29.3038368225;42.7999992371;21;68.5;6;30.5;35.5;11;44.8928511143;
72;8;28.3038368225;43.7999992371;21;68.5;6;30.5;36.5;11;45.1732776165;
73;8;27.3038368225;44.7999992371;22;68.5;6;30.5;37.5;11;46.7837333679;
74;8;26.3038368225;45.7999992371;23;68.5;6;30.7999992371;39.0;10;48.144724369;
75;8;25.6000003815;47.7999992371;24;68.5;6;31.0340003967;40.3899993896;10;49.2916321754;
76;8;26.6000003815;46.7999992371;24;68.5;6;31.2123565674;41.6872596741;11;50.2615103722;
77;8;27.6000003815;46.7999992371;26;68.5;6;31.3458442688;42.9097442627;11;50.9407176971;
78;9;28.6000003815;46.7999992371;27;68.5;6;31.3999996185;43.6880493164;11;51.4138946533;
79;9;29.6000003815;46.7999992371;27;68.5;6;29.3999996185;44.7999992371;12;51.7241411209;
80;9;28.6000003815;46.7999992371;27;68.5;6;28.3999996185;45.7999992371;13;53.0303907394;
81;9;28.6000003815;47.7999992371;28;68.5;6;28.3999996185;47.7999992371;14;53.391685009;
82;9;27.6000003815;46.7999992371;28;68.5;6;28.3999996185;49.7999992371;14;53.7500805855;
83;9;27.6000003815;47.7999992371;28;68.5;6;27.3999996185;51.7999992371;15;54.1048020124;
84;9;27.6000003815;48.7999992371;29;68.5;6;26.3999996185;53.7999992371;15;54.4551382065;
