Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;2;11.3000001907;10.0;4;21.0;
7;1;11.6000003815;11.5;6;23.0;2;11.3000001907;10.0;4;21.4999996424;
8;1;11.8999996185;11.5;5;23.4599990845;2;11.4499998093;10.1999998093;4;21.9353003502;
9;2;12.0380001068;11.9299993515;4;24.8212833405;2;11.5805902481;10.3632001877;4;22.3176362514;
10;2;12.4463853836;11.9106416702;4;25.1299999952;2;11.6952905655;10.4951858521;4;23.5373773575;
11;2;12.5390005112;12.0;4;26.5206317902;2;12.0612134933;11.0209560394;4;24.5968167782;
12;2;14.5425748825;12.6000003815;4;27.6985043287;2;14.0612134933;11.4571752548;4;25.5111111403;
13;2;16.5425739288;13.0788002014;4;28.6956267357;2;16.0612125397;11.8107032776;5;26.3018171787;
14;2;18.5425739288;13.4505519867;4;29.5510644913;2;17.2481403351;12.0916318893;4;26.9928781986;
15;2;19.7719860077;13.7328653336;4;30.3043365479;2;18.3236541748;12.3113050461;4;27.6076834202;
16;2;20.871547699;13.943564415;4;30.7938761711;2;19.4063510895;12.4808797836;4;27.9463441372;
17;2;21.9845485687;14.0;4;31.218716383;2;20.4964771271;12.5;4;28.2720229626;
18;2;23.1119995117;14.0;4;31.6944839954;2;21.5941810608;12.5;3;28.6230447292;
19;2;22.3999996185;15.0;6;32.2229990959;2;22.5869140625;12.5;4;28.9990065098;
20;2;22.3999996185;15.2669000626;6;32.8048019409;2;22.6997013092;12.5;4;29.3989467621;
21;2;23.3999996185;14.0;6;33.4388051033;2;22.819683075;12.5;4;29.8212919235;
22;3;22.3999996185;15.0;5;34.121984005;2;22.9463882446;12.5;3;30.2638244629;
23;3;22.3999996185;15.8365955353;7;34.8491544724;2;23.0791473389;12.5;3;30.7236814499;
24;3;23.3999996185;14.0;7;35.6128931046;2;23.2171039581;12.5;3;31.19739151;
25;3;22.3999996185;15.0;7;36.4036521912;3;23.3592185974;12.5;2;31.680949688;
26;3;21.3999996185;15.0;7;37.2100963593;3;23.504283905;12.5;3;32.1699318886;
27;3;21.3999996185;16.0;7;38.0196552277;3;23.6509799957;12.5;3;32.6596431732;
28;3;21.3999996185;17.0;7;38.8192586899;3;23.7978935242;12.5;3;33.1452922821;
29;3;20.6457767487;18.0;8;40.5961618423;3;23.9435882568;12.5;3;33.6221752167;
30;4;20.8788490295;19.5;6;49.8787612915;3;22.0866527557;13.5;3;34.0858602524;
31;4;22.1016273499;20.0;6;50.9584717751;3;21.2257575989;14.5;3;34.5323524475;
32;4;22.3111858368;21.5405921936;6;51.9713881016;3;20.3597068787;15.5;3;34.9582242966;
33;4;21.2482528687;23.0;6;52.9112538099;3;19.4874668121;16.5;4;35.3607130051;
34;4;22.9111862183;23.5835533142;6;53.7747334242;4;18.6082134247;17.5;3;36.7377691269;
35;4;22.2747383118;25.0;7;54.5611565113;4;18.7213306427;18.8999996185;4;37.2580603361;
36;4;23.9111862183;25.6288738251;7;55.2721068859;4;19.326417923;19.5;5;37.7778491974;
37;4;25.5336551666;26.6524085999;7;55.9109213352;4;19.4232826233;21.0467643738;5;38.3006446362;
38;4;23.6366348267;28.6765155792;7;56.4821833372;4;19.5119132996;22.1377086639;6;38.830696702;
39;4;23.8199119568;27.7011871338;9;56.9912575483;4;18.5119132996;21.2423286438;6;39.3728098869;
40;5;22.9061431885;29.7264137268;8;57.4438881874;4;18.5119132996;21.3621711731;6;39.9321181774;
41;5;24.4358272552;30.7264137268;9;57.7913093567;4;20.2609977722;21.5;6;41.513810873;
42;5;24.5225467682;34.7264137268;10;57.9871020317;4;19.5119132996;21.8999996185;6;42.1628210545;
43;5;25.6026115417;37.7264137268;10;58.1651450396;4;20.5119132996;23.8999996185;7;42.8446538448;
44;5;26.1749992371;40.7264137268;11;58.22067523;4;20.5119132996;27.8999996185;9;43.4712994099;
45;5;27.1749992371;43.7264137268;12;58.2771017551;4;19.3370666504;28.8999996185;9;44.1084188223;
46;5;28.7081298828;44.0;14;58.3343759775;4;20.0;31.8999996185;9;44.798423171;
47;5;28.2749996185;45.9171867371;14;58.3924454451;4;21.3635520935;34.5;12;45.5378153324;
48;5;28.8427333832;46.0;15;58.4512542486;4;23.377325058;34.5;13;46.3209030628;
49;5;28.860376358;47.0;15;58.5107431412;4;23.0;37.0219268799;14;47.1397593021;
50;7;29.2749996185;46.0;12;73.5708494186;4;25.4059104919;36.5;16;47.9843834639;
51;8;29.8962554932;47.0;11;74.3815076351;4;25.0;39.0609512329;17;48.8430889845;
52;8;30.2749996185;49.0;12;75.1120243073;4;26.5;38.0811309814;17;49.7031006813;
53;8;30.9327945709;49.0;12;75.7614951134;4;26.5;37.1017456055;17;50.5513181686;
54;8;31.2749996185;51.0;13;76.3323707581;4;27.5;38.1227798462;18;51.37514925;
55;8;33.9698295593;52.0;13;76.8295893669;4;26.9831676483;36.5;19;52.1633082628;
56;8;33.9884796143;51.0;13;78.2597045898;4;27.5;37.1660575867;20;52.9064671993;
57;8;35.1289787292;52.0;14;79.7825974226;5;26.5;36.1882705688;20;53.5976850986;
58;8;35.2170028687;56.0;14;80.3048410416;5;27.5;36.5;21;54.2325788736;
59;8;35.5236206055;58.0;15;80.7130862474;5;28.5;38.2337493896;21;54.8092421293;
60;9;36.5499954224;59.3140182495;10;86.7810821533;5;28.0677337646;36.5;21;55.327966094;
61;10;40.8817939758;62.0;9;87.3010864258;5;27.5;37.2805023193;21;55.7908306122;
62;10;44.1507644653;63.0;9;90.9973436594;5;28.5;38.3042984009;22;56.2012414932;
63;10;44.6228942871;64.5835342407;12;94.1792213917;5;28.1212539673;36.5;23;57.5634744167;
64;10;43.841758728;64.6059036255;12;96.9219146967;5;28.5;38.3526039124;23;57.9122745991;
65;10;43.0831604004;66.6288528442;13;99.2202261686;5;30.5;40.3770599365;23;58.22311759;
66;10;44.1702575684;69.3117828369;14;101.038741469;5;32.5;39.4016799927;23;58.4078671932;
67;10;43.2249984741;69.4094161987;14;103.377032995;5;33.1948318481;40.5;23;58.5017802715;
68;10;45.2249984741;69.701171875;14;104.764055252;5;30.5;44.4513053894;20;60.7252510786;
69;11;42.2249984741;75.7263946533;15;106.052584887;5;30.7999992371;43.9952697754;21;62.5987007618;
70;12;41.2249984741;80.9569168091;14;107.251113415;5;31.5801315308;41.0;22;64.1633559465;
71;12;41.125;86.0319900513;14;108.490975142;7;27.7999992371;43.6872596741;20;65.4648905993;
72;12;41.125;92.5242767334;15;109.760414243;7;27.7999992371;40.6872596741;20;66.3998488188;
73;12;41.125;96.0944061279;17;111.045296788;7;28.7999992371;41.6872596741;20;67.0642347336;
