Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;4;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;9.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;9.0;10.0;5;20.0;
6;1;8.55000019073;8.5;4;17.0;1;10.0;10.0;5;20.0;
7;1;8.82499980927;8.5;4;17.0;1;11.0;10.0;5;20.0;
8;1;8.82499980927;8.5;3;17.0;1;11.0;10.0;5;20.3999996185;
9;1;8.82499980927;8.5;3;17.3400001526;1;11.1199998856;10.1999998093;5;20.7264003754;
10;1;8.9015007019;8.67000007629;3;17.6278438568;1;11.2179203033;10.3632001877;5;20.9903717041;
11;1;8.96626472473;8.81392192841;3;17.869726181;1;11.2971115112;10.4951858521;5;22.0419120789;
12;1;9.02068901062;8.93486309052;3;18.786491394;2;11.6125736237;11.2209558487;5;23.9143505096;
13;1;9.22696018219;9.39324569702;3;19.5780620575;2;14.2971115112;11.4571752548;5;24.6514065266;
14;1;11.0206890106;9.78903102875;3;20.2480106354;2;16.2971115112;11.8107032776;5;25.2438547611;
15;1;12.0206890106;10.1240053177;3;20.8052330017;2;17.6152877808;12.0916318893;5;25.7143762112;
16;1;13.0206890106;10.4026165009;3;21.2618598938;2;18.6246414185;12.3113050461;4;26.0852768421;
17;2;15.0206890106;11.0309295654;2;22.6314201355;2;19.6341667175;12.4808797836;4;26.1558350325;
18;2;17.0206890106;11.2157096863;2;23.0349634886;2;20.6438617706;12.5;4;26.1887089014;
19;2;18.0206890106;10.9637317657;4;23.2253656387;2;21.2971115112;12.5;4;26.2221269608;
20;3;18.9500007629;11.0;3;23.3543308973;2;21.5;12.5;5;26.2560760975;
21;3;18.9500007629;11.0;4;23.4951226711;2;21.5;12.5;5;26.2905418873;
22;3;18.9500007629;11.0;4;23.6484457254;2;21.5;12.5;5;26.3255085945;
23;3;18.9500007629;11.0;4;23.8149644136;3;21.5;12.5;3;26.3609591722;
24;3;18.9500007629;11.0;4;23.9952818155;3;21.5;12.5;3;26.3968753815;
25;3;16.9500007629;12.0;5;24.1899158955;3;21.5;12.5;4;26.4332377911;
26;3;15.9500007629;13.0;6;24.399273634;4;21.5;12.5;3;26.4700255394;
27;3;14.9500007629;14.0;7;24.6236231327;4;21.5;12.5;3;26.5072168112;
28;3;14.0;15.0;7;24.8630647659;4;21.5;12.5;3;26.5447884798;
29;3;14.0;16.0;6;25.1175034046;4;21.5;12.5;3;26.5827163458;
30;3;14.0;17.0;6;25.3866217136;4;19.5;13.5;3;27.6209751368;
31;3;14.0;18.0;6;25.6698577404;4;19.5;14.5;3;27.6795384884;
32;3;14.0;19.0;6;25.9663875103;4;19.5;15.5;3;27.7385753393;
33;3;14.0;20.0;6;26.2751159668;4;18.8120594025;16.5;3;27.7980514765;
34;3;14.0;21.0;6;26.5946760178;4;17.8181743622;17.5;3;27.8579313755;
35;3;14.0;22.0;6;26.9234399796;4;16.824344635;18.5;3;27.9181787968;
36;3;14.0;23.0;6;27.2595415115;4;16.3305683136;19.5;3;27.9787564278;
37;3;14.0;24.0;6;27.6009097099;4;16.3368434906;20.5;3;28.0396262407;
38;3;14.0;25.0;7;27.9453148842;4;16.3431663513;21.5;4;28.1007493734;
39;3;14.0;26.0;7;28.2904214859;4;16.3495368958;22.5;4;28.1620864868;
40;3;14.0;27.0;7;28.633852005;4;16.3559494019;23.5;6;28.2235976458;
41;3;14.0;28.0;8;28.9732499123;4;16.3624038696;24.5;6;28.2852426767;
42;3;14.0;30.0;8;29.3063445091;4;17.0;23.1148319244;6;28.3469810486;
43;3;14.0;32.0;9;29.6310133934;4;16.3754291534;23.5;7;28.4087718725;
44;4;15.0;31.0;8;29.9453339577;3;16.3819942474;24.5;7;28.4705746174;
45;4;14.0;33.0;8;30.2476272583;3;17.0;23.1476516724;7;28.5323485136;
46;4;14.0;32.0;9;30.5364894867;3;18.0;24.1476516724;7;28.5940529108;
