Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;4;20.0;1;8.14999961853;10.5;4;21.0;
6;1;11.0;10.0;4;20.0;1;9.14999961853;10.5;4;21.0;
7;1;11.0;10.0;4;20.3999996185;1;9.72500038147;10.5;4;21.0;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;9.72500038147;10.5;4;21.4200000763;
9;1;11.2179203033;10.3632001877;4;20.9903717041;1;9.81949996948;10.7100000381;4;21.758436203;
10;1;11.2971115112;10.4951858521;4;22.0419120789;1;9.8956489563;10.8792181015;4;22.0;
11;1;11.6125736237;11.0209560394;4;22.9143505096;1;9.94999980927;11.0;4;23.5400009155;
12;2;12.1743059158;11.4571752548;3;24.6214065552;1;10.296500206;11.7700004578;5;24.8252849579;
13;2;14.9125738144;11.8107032776;4;25.3132637739;1;11.9499998093;12.4126424789;5;25.8616695404;
14;2;16.9125728607;12.0916318893;4;25.8980411291;1;12.9499998093;12.9308347702;5;26.6732940674;
15;2;17.9952030182;12.3113050461;4;26.3994836807;1;13.9499998093;13.3366470337;5;27.2939033508;
16;2;19.0438919067;12.4808797836;4;26.6183350086;1;14.9499998093;13.6469516754;5;27.759563446;
17;2;20.0980739594;12.5;4;26.8187118769;1;15.9499998093;13.879781723;5;28.0;
18;2;21.1581878662;12.5;3;27.0402543545;1;16.9500007629;14.0;5;28.0;
19;2;22.1120758057;12.5;3;27.2842636108;1;17.9500007629;14.0;5;28.0;
20;2;22.1852798462;12.5;3;27.5518820286;1;18.2999992371;14.0;5;28.0;
21;2;22.2655639648;12.5;2;27.8440244198;1;18.2999992371;14.0;5;28.0;
22;2;22.3532066345;12.5;2;28.1613030434;1;18.2999992371;14.0;5;28.0;
23;2;22.4483909607;12.5;1;28.5039470196;1;18.2999992371;14.0;6;28.0;
24;2;22.5511837006;12.5;1;28.871723175;1;18.2999992371;14.0;7;28.0;
25;2;22.6615161896;12.5;9;29.263862133;1;18.2999992371;14.0;7;28.0;
26;2;22.7791595459;12.5;9;29.6789975166;1;18.2999992371;14.0;7;28.0;
27;2;22.9036998749;12.5;9;30.1151270866;1;18.2999992371;14.0;8;28.0;
28;2;23.034538269;12.5;9;30.5695996284;1;18.2999992371;14.0;8;28.0;
29;2;21.5;13.5;9;31.0391392708;1;18.2999992371;14.0;8;28.0;
30;2;22.5;12.5;10;31.5199065208;1;18.2999992371;14.0;8;28.0;
31;2;21.5;13.5;10;32.007601738;1;18.2999992371;14.0;8;28.0;
32;2;22.5;12.5;10;32.4976010323;1;18.2999992371;14.0;8;28.0;
33;2;21.5;13.5;10;32.9851250648;1;18.2999992371;14.0;8;28.0;
34;2;21.5;14.5;10;33.465420723;1;18.2999992371;14.0;8;28.0;
35;2;21.5;15.5;10;33.9339466095;1;18.2999992371;14.0;8;28.0;
36;2;21.5;16.5;10;34.3865451813;1;18.2999992371;14.0;8;28.0;
37;2;20.5;15.5;11;34.8195896149;1;18.2999992371;14.0;9;28.0;
38;3;20.5;15.5;11;35.2300891876;1;18.2999992371;14.0;9;28.0;
39;3;20.5;15.5;11;35.6157541275;1;18.2999992371;14.0;9;28.0;
40;3;19.5;14.5;11;35.9750175476;1;18.2999992371;14.0;9;28.0;
41;3;19.5;14.5;12;36.307009697;1;18.2999992371;14.0;9;28.0;
42;3;21.5;16.5;12;36.6115064621;1;18.2999992371;14.0;11;28.0;
43;3;23.5;18.5;13;36.8888463974;1;18.2999992371;14.0;11;28.0;
44;3;24.5;20.5;13;37.1398382187;1;18.2999992371;14.0;11;28.0;
45;3;25.1419525146;21.5;13;37.3656587601;1;18.2999992371;14.0;11;28.0;
46;3;25.2096977234;22.5;15;37.5677556992;1;18.2999992371;14.0;12;28.0;
47;3;25.2703266144;22.5;15;37.747756958;1;18.2999992371;14.0;12;28.0;
48;3;25.3243274689;22.5;16;37.9073896408;1;18.2999992371;14.0;12;28.0;
49;3;25.3722171783;22.5;16;38.0;1;18.2999992371;15.0;12;28.0;
50;4;25.3999996185;22.5;16;38.0;1;18.2999992371;16.0;13;28.0;
51;5;25.3999996185;22.5;15;38.0;1;18.2999992371;17.0;13;28.0;
52;5;25.3999996185;22.5;15;38.0;1;18.2999992371;18.0;13;28.0;
53;5;25.3999996185;22.5;13;38.0;1;18.2999992371;19.0;14;28.0;
54;5;25.3999996185;22.5;13;38.0;1;18.2999992371;19.0;15;28.0;
55;5;25.3999996185;22.5;13;38.0;1;18.2999992371;19.0;15;28.0;
56;5;25.3999996185;22.5;13;38.0;1;18.2999992371;19.0;15;28.0;
57;5;25.3999996185;22.5;13;38.0;1;18.2999992371;19.0;15;28.0;
58;5;25.3999996185;22.5;14;38.0;1;18.2999992371;19.0;14;28.0;
59;5;23.3999996185;23.5;14;38.0;1;18.2999992371;19.0;14;28.0;
60;5;22.3999996185;24.5;14;38.0;1;18.2999992371;19.0;14;28.0;
61;5;21.5;25.5;14;38.0;1;18.2999992371;19.0;15;28.0;
62;5;21.5;26.5;14;38.0;1;18.2999992371;19.0;15;28.0;
63;5;21.5;27.5;14;38.0;2;18.2999992371;19.0;14;28.0;
64;5;21.5;28.5;14;39.0;2;18.2999992371;19.0;15;28.0;
65;5;23.5;27.5;14;39.0399999619;2;18.2999992371;19.0;15;28.0;
66;5;23.5;29.5;14;39.0811839104;2;18.2999992371;19.0;15;28.0;
67;5;23.5;31.5;15;41.5351775885;2;18.2999992371;19.0;15;28.0;
68;6;25.7999992371;32.0;14;42.7917050123;2;18.2999992371;19.0;15;28.0;
69;6;26.0340003967;35.3899993896;14;43.8299306631;2;18.2999992371;19.0;15;28.0;
70;6;26.2123565674;38.328453064;14;44.6881846189;2;18.2999992371;19.0;15;29.0;
71;6;27.3458442688;37.5875968933;14;45.2543774843;2;19.2999992371;20.0;15;29.0299999714;
72;6;28.3999996185;37.7161140442;14;45.6154837608;2;20.2999992371;21.0;15;29.0605909824;
73;6;29.3999996185;36.75598526;14;45.9551190138;2;20.5386314392;22.0;15;29.091766119;
74;6;30.3999996185;35.7974739075;14;46.1655081511;2;20.5456466675;23.0;15;29.1235172749;
75;6;30.8999996185;34.8405761719;15;47.3367978334;2;20.5527915955;24.0;16;29.1558350325;
76;6;29.8999996185;36.8852882385;15;47.5444937944;2;20.5600624084;24.0;16;29.1887089014;
77;6;29.8999996185;38.9315834045;16;47.7591167688;4;21.2999992371;25.5943546295;13;42.9721269608;
78;7;28.8999996185;40.9794387817;15;47.980553031;4;23.5749778748;27.0;13;43.8035758734;
79;7;27.8999996185;42.0;16;48.2086496353;4;24.582616806;29.0;13;44.6058157682;
80;7;26.8999996185;43.0;17;48.4432126284;5;26.5903701782;32.0;12;47.4334965944;
81;7;26.8999996185;43.9410057068;17;48.6840060949;6;28.4890003204;36.0892066956;12;49.195630312;
82;7;26.8999996185;44.0176277161;18;48.9307518005;6;29.8946609497;37.7314720154;14;50.7922126055;
83;8;27.3999996185;45.0958976746;17;49.1831288338;6;31.3673152924;38.957901001;14;52.0345625877;
84;8;28.3999996185;46.1757202148;17;49.4407742023;6;32.4528656006;40.0;14;53.2194362879;
85;8;28.3999996185;47.256980896;17;49.7032837868;6;33.1817817688;40.7705154419;14;54.4446439743;
86;8;28.3999996185;48.3395652771;17;49.9702142477;6;34.6142578125;40.0;14;55.7239925861;
87;8;28.3999996185;49.4233398438;18;50.2410857677;6;35.208190918;40.8243141174;14;57.0702885389;
88;8;28.3999996185;50.5081748962;18;50.5153846741;6;32.7372131348;42.851940155;14;59.4941518307;
89;8;28.3999996185;51.5939102173;18;50.7925670147;6;33.6335334778;43.8800201416;14;60.9066582918;
90;8;28.3999996185;52.6804046631;18;51.0720630884;6;32.8499984741;46.9085350037;16;62.4128981829;
91;8;28.3999996185;53.7674942017;19;51.353282094;6;34.524520874;46.0;16;64.0343821049;
92;8;28.3999996185;54.8550186157;20;51.635617137;6;35.5525512695;47.0;17;65.758774519;
93;8;28.3999996185;53.0;20;51.9184509516;6;36.5814399719;49.0;18;67.5684102774;
94;8;28.3999996185;56.0;21;52.2011613846;7;37.6111755371;50.0;18;69.440641284;
95;8;28.3999996185;58.1185073853;22;52.4831274748;7;37.3254737854;51.0;18;71.3487288952;
96;8;28.3999996185;59.2060928345;22;52.7637350559;7;37.6731796265;53.0;21;73.2632488012;
97;8;28.3999996185;60.2932777405;22;53.0423825979;7;37.3530235291;55.0;22;75.1538865566;
98;8;28.3999996185;61.3799057007;23;53.3184862137;8;37.3669281006;57.0;16;96.991415143;
99;8;28.3999996185;62.4658241272;22;53.5914860964;8;36.380897522;61.0;17;100.549594283;
100;8;28.3999996185;63.5508880615;25;53.8608494997;9;35.8499984741;64.0;15;103.776339531;
101;9;28.3999996185;65.6349563599;26;77.4956771135;8;32.8499984741;62.4930152893;14;81.9467647076;
102;9;30.3999996185;65.7179031372;26;79.0721056461;8;32.8499984741;62.4930152893;15;84.3596179485;
103;9;30.3999996185;68.7996139526;26;80.3927817345;8;31.8500003815;66.7976455688;15;85.7011048794;
104;9;30.3999996185;71.8799743652;26;81.479736805;8;32.0999984741;70.8288421631;16;86.915194273;
105;9;31.3999996185;71.9588775635;28;82.3656556606;8;32.0999984741;74.8599395752;17;88.0071684122;
106;10;30.3999996185;76.4831008911;27;83.086329937;8;33.0999984741;75.1124267578;18;88.9853880405;
107;10;30.3999996185;79.585975647;28;83.6073763371;8;32.0999984741;78.1989135742;18;89.8601723909;
108;12;30.3999996185;82.6865005493;26;83.8329274654;8;32.0999984741;80.2863006592;19;90.5717126131;
