Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;2;7.0;11.8999996185;4;22.0;
3;1;9.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;9.0;10.0;5;20.0;2;8.31349945068;10.5;4;22.1871190071;
5;1;10.0;10.0;5;20.0;2;8.32806777954;10.5;4;22.2917383909;
6;1;11.0;10.0;5;20.0;2;9.44064044952;10.5;3;22.4042263031;
7;1;11.0;10.0;5;20.3999996185;2;10.0409517288;10.5;3;22.5249304771;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;10.0681095123;10.5;3;23.0894187689;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;10.1951189041;10.7100000381;3;23.5836213827;
10;1;11.2971115112;10.4951858521;4;22.0419120789;2;10.3063154221;10.8792181015;3;23.9926425219;
11;2;11.9125738144;11.0209560394;3;23.9143505096;2;10.3983440399;11.0;3;25.8316864967;
12;2;12.1743059158;11.4571752548;3;24.661406517;2;10.8121290207;11.7700004578;4;27.4540388584;
13;2;14.9125738144;11.8107032776;4;25.2644476891;2;12.541469574;12.4126424789;4;28.8682081699;
14;2;16.9125728607;12.0916318893;4;25.7461636066;2;14.541469574;12.9308347702;4;30.1005516052;
15;2;17.949640274;12.3113050461;4;26.1288670301;2;16.541469574;13.3366470337;4;31.1863336563;
16;2;18.9627056122;12.4808797836;4;26.211841464;2;17.8257961273;13.6469516754;4;32.1621966362;
17;2;19.9761257172;12.5;4;26.2577478886;2;18.9405918121;13.879781723;4;32.9572491646;
18;2;20.9898986816;12.5;4;26.3048160076;2;20.0653820038;14.0;4;33.5542383194;
19;2;21.8914451599;12.5;5;26.3530313969;2;21.1997051239;14.0;4;34.1899633408;
20;2;21.9059104919;12.5;5;26.4023760557;2;21.692741394;14.0;4;34.8591008186;
21;2;21.9207134247;12.5;5;26.4528282881;2;21.843296051;14.0;4;35.5546751022;
22;2;21.9358482361;12.5;5;26.5043625832;2;21.9998016357;14.0;4;36.2682390213;
23;2;21.9513092041;12.5;5;26.5569496155;2;22.1603527069;14.0;5;36.9902019501;
24;2;21.9670848846;12.5;6;26.6105561256;2;22.3227958679;14.0;5;37.7102985382;
25;3;21.9831676483;12.5;5;26.6651450396;2;22.4848175049;14.0;5;38.4181499481;
26;4;21.5;12.99954319;4;26.72067523;2;22.6440830231;14.0;5;39.1038570404;
27;4;20.0162029266;13.5;4;26.7771017551;2;22.7983665466;14.0;6;39.758556366;
28;4;19.0331306458;14.5;4;26.8343759775;2;22.9456748962;14.0;7;40.374874115;
29;4;18.0503120422;15.5;4;26.8924454451;2;23.0843467712;14.0;7;40.947227478;
30;4;17.0677337646;16.5;4;26.9512542486;3;22.2131252289;15.5;6;42.4719495773;
31;4;16.0853767395;17.5;4;27.0107431412;3;22.3311882019;16.5;6;43.1072465181;
32;4;15.103222847;18.5;4;27.0708494186;3;21.438129425;17.0;6;43.7167650461;
33;4;14.621254921;19.5;4;27.1315076351;3;20.5339279175;18.0;6;44.3047208786;
34;4;14.6394519806;20.5;4;27.1926498413;3;19.6188831329;19.0;6;44.8765693903;
35;4;14.6577949524;21.5;4;27.2542052269;3;19.3935394287;20.0;5;45.4386088848;
36;4;14.0;23.5;5;27.3161010742;3;19.4586143494;21.0;5;45.9975817204;
37;4;14.0;24.6580505371;5;27.3782629967;3;19.5149345398;22.0;5;46.5602872372;
38;4;14.0;25.6891307831;5;27.4406147003;3;19.5633716583;23.0;5;47.1118502617;
39;4;15.7321844101;22.5;6;27.5030794144;3;19.6000003815;24.0;5;47.544028759;
40;4;14.7509241104;23.5;6;27.5655794144;3;19.6000003815;25.0;6;48.0209121704;
41;4;14.7696743011;24.5;8;27.628036499;3;19.6000003815;26.0;6;48.5427899361;
42;4;15.0;23.5;7;27.690372467;3;19.6000003815;27.0;6;49.1086950302;
43;4;14.0;24.8451862335;7;27.7525100708;3;20.6000003815;25.0;6;49.7161855698;
