Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;4;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
6;1;11.0;10.0;4;20.0;1;9.14999961853;10.5;5;21.0;
7;1;11.0;10.0;3;20.3999996185;1;9.72500038147;10.5;5;21.0;
8;1;11.1199998856;10.1999998093;3;20.7264003754;1;9.72500038147;10.5;5;21.4200000763;
9;1;11.2179203033;10.3632001877;3;20.9903717041;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;11.597111702;10.4951858521;2;23.0419120789;1;9.8956489563;10.8792181015;5;22.0;
11;2;11.6125736237;11.0209560394;2;23.944350481;1;9.94999980927;11.0;5;23.5400009155;
12;2;11.8743057251;11.4571752548;2;25.5985720158;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;14.6125736237;12.2689905167;2;26.9700162411;2;11.9499998093;12.6126422882;5;26.8616695404;
14;2;16.6125736237;12.939125061;2;28.0684044361;2;13.9499998093;12.9308347702;5;27.833294034;
15;2;17.6125736237;13.4724435806;3;28.9239186049;2;15.9499998093;13.3366470337;5;28.6376472712;
16;3;18.6125736237;13.8840417862;2;29.5765529871;2;17.2523422241;13.6469516754;5;29.3136873245;
17;3;19.6125736237;14.1939220428;2;30.0676279068;2;18.2996768951;13.879781723;5;29.7941719294;
18;3;20.6125736237;14.422750473;3;30.2560760975;2;18.9500007629;14.0;5;30.0669906139;
19;3;21.6125736237;14.5;4;30.2905418873;2;19.9500007629;14.0;5;30.375654459;
20;3;22.6125736237;14.5;5;30.3255085945;2;20.2999992371;14.0;5;30.7230784893;
21;3;22.7000007629;14.5;5;30.3609591722;2;20.2999992371;14.0;5;31.1118502617;
22;3;22.7000007629;14.5;5;30.3968753815;2;20.2999992371;14.0;5;31.544028759;
23;3;22.7000007629;14.5;5;30.4332377911;2;20.2999992371;14.0;5;32.0209121704;
24;3;22.7000007629;14.5;5;30.4700255394;2;20.2999992371;14.0;5;32.5427899361;
25;3;22.7000007629;14.5;5;30.5072168112;2;20.2999992371;14.0;5;33.1086950302;
26;3;22.7000007629;14.5;5;30.5447884798;2;20.2999992371;14.0;5;33.7161855698;
27;3;20.7000007629;15.5;5;30.5827163458;2;20.2999992371;14.0;5;34.3611893654;
28;3;19.7000007629;16.5;5;30.6209751368;2;20.2999992371;14.0;5;35.0379443169;
29;3;18.7000007629;17.5;5;30.6595385075;2;20.2999992371;14.0;5;35.7390680313;
30;3;17.7000007629;18.5;5;30.6983793974;2;20.2999992371;14.0;6;36.4557781219;
