Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;4;21.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.6999998093;4;21.0;
4;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;4;21.0;
5;2;10.3000001907;10.0;4;21.0;1;8.14999961853;10.5;4;21.0;
6;2;11.3000001907;10.0;4;21.0900000334;1;9.14999961853;10.5;4;21.0;
7;2;11.3269996643;10.0;4;21.5980186462;1;9.72500038147;10.5;4;21.0;
8;2;11.4794054031;10.1999998093;3;22.0418490171;1;9.72500038147;10.5;4;21.4200000763;
9;2;11.6125545502;10.3632001877;3;22.4332156181;1;9.81949996948;10.7100000381;4;21.758436203;
10;2;11.7299642563;10.4951858521;3;23.6659361124;1;9.8956489563;10.8792181015;4;22.0;
11;2;12.0997810364;11.0209560394;3;24.7393633127;1;9.94999980927;11.0;4;23.5400009155;
12;2;14.0997810364;11.4571752548;3;25.6686143875;1;10.296500206;11.7700004578;4;24.8252849579;
13;2;16.0997810364;11.8107032776;3;26.4751701355;1;11.9499998093;12.4126424789;4;25.8616695404;
14;2;16.9425506592;12.0916318893;3;27.1828548908;1;12.9499998093;12.9308347702;4;26.6732940674;
15;2;17.1548576355;12.3113050461;3;27.8148901463;1;13.9499998093;13.3366470337;5;27.2939033508;
16;2;17.3444671631;12.4808797836;3;28.1711652279;2;14.9499998093;13.6469516754;4;27.759563446;
17;2;19.3381328583;12.5;3;28.5145654678;2;15.9499998093;13.879781723;4;28.0;
18;2;20.4411525726;12.5;3;28.8830828667;2;16.9500007629;14.0;4;28.0;
19;2;21.5517082214;12.5;3;29.2759313583;2;17.9500007629;14.0;4;28.0;
20;2;22.6695632935;12.5;3;29.6917257309;2;18.2999992371;14.0;5;28.0;
21;2;22.9075183868;12.5;5;30.1284441948;2;18.2999992371;14.0;5;28.0;
22;2;23.0385322571;12.5;5;30.5834169388;2;18.2999992371;14.0;5;28.0;
23;2;23.1750259399;12.5;5;31.0533499718;3;18.2999992371;14.0;4;28.0;
24;3;23.3160057068;12.5;4;31.5343885422;3;18.2999992371;14.0;4;28.0;
25;3;23.4603157043;12.5;4;32.0222206116;3;18.2999992371;14.0;5;28.0;
26;3;23.6066665649;12.5;6;32.5122156143;3;18.2999992371;14.0;5;28.0;
27;3;23.7536659241;12.5;6;32.9995918274;3;18.2999992371;14.0;6;28.0;
28;3;23.8998775482;12.5;6;33.4795999527;3;18.2999992371;14.0;6;28.0;
29;3;24.0438804626;12.5;6;33.9477081299;3;18.2999992371;14.0;6;28.0;
30;3;22.0438804626;13.5;6;34.399772644;3;18.2999992371;14.0;6;28.0;
31;3;21.0438804626;13.5;6;34.8321838379;3;18.2999992371;14.0;5;28.0;
32;3;20.5;13.5;6;36.2419710159;3;18.2999992371;14.0;5;28.0;
33;3;20.5;13.5;6;36.7968672514;3;18.2999992371;14.0;5;28.0;
34;3;21.5;13.5;6;37.3522367477;3;18.2999992371;14.0;5;28.0;
35;3;20.9100723267;13.5;8;37.9107682705;3;18.2999992371;14.0;5;28.0;
36;3;20.5;14.2971353531;8;38.4759985209;3;18.2999992371;14.0;5;28.0;
37;3;22.0567474365;14.5;9;39.0521454811;3;18.2999992371;14.0;5;28.0;
38;3;23.1466293335;15.5;9;39.6438853741;3;18.2999992371;14.0;5;28.0;
39;3;24.2490844727;16.5;9;40.2560784817;3;18.2999992371;14.0;6;28.0;
40;3;23.5;18.5;10;40.893443346;3;18.2999992371;14.0;6;28.0;
41;3;23.5;20.1600017548;11;41.5601875782;3;18.2999992371;14.0;6;28.0;
42;4;25.5;21.1600017548;6;52.1649198532;3;18.2999992371;14.0;6;28.0;
43;4;26.5;24.1600017548;6;53.2522168159;3;18.2999992371;14.0;6;28.0;
44;4;29.5;27.1600017548;6;54.2778658867;3;18.2999992371;14.0;6;28.0;
