Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;11.0;10.0;6;20.0;1;9.14999961853;10.5;5;21.0;
7;1;11.0;10.0;6;20.3999996185;1;9.72500038147;10.5;5;21.0;
8;1;11.1199998856;10.1999998093;6;20.7264003754;1;9.72500038147;10.5;5;21.4200000763;
9;1;11.2179203033;10.3632001877;6;20.9903717041;1;9.81949996948;10.7100000381;5;21.758436203;
10;1;11.2971115112;10.4951858521;6;22.0419120789;1;9.8956489563;10.8792181015;5;22.0;
11;2;11.9125738144;11.0209560394;5;23.9143505096;1;9.94999980927;11.0;5;23.5400009155;
12;2;12.1743059158;11.4571752548;4;24.6714065075;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;14.1743059158;11.8107032776;4;25.2852387428;1;11.9499998093;12.4126424789;6;25.8616695404;
14;2;16.1743049622;12.0916318893;4;25.7785600424;1;12.9499998093;12.9308347702;6;26.6732940674;
15;2;16.7335681915;12.3113050461;4;26.1737042665;1;13.9499998093;13.3366470337;6;27.2939033508;
16;2;16.8521099091;12.4808797836;3;26.269973278;1;14.9499998093;13.6469516754;6;27.759563446;
17;2;18.7677764893;12.5;3;26.3300433159;1;15.9499998093;13.879781723;6;28.0;
18;2;19.7857971191;12.5;3;26.3921557665;1;16.9500007629;14.0;6;28.0;
19;2;20.8044300079;12.5;4;26.4563041925;1;17.9500007629;14.0;6;28.0;
20;2;21.8236751556;12.5;4;26.5224741697;1;18.2999992371;14.0;6;28.0;
21;2;21.956741333;12.5;4;26.5906432867;1;18.2999992371;14.0;6;28.0;
22;2;21.977191925;12.5;4;26.6607804298;1;18.2999992371;14.0;6;28.0;
23;2;21.9982337952;12.5;3;26.7328453064;1;18.2999992371;14.0;6;28.0;
24;3;22.0198535919;12.5;3;26.8067884445;1;18.2999992371;14.0;6;28.0;
25;4;22.0420360565;12.5;3;26.8825509548;1;18.2999992371;14.0;8;28.0;
26;4;22.0647659302;12.5;3;26.9600640535;1;18.2999992371;14.0;8;28.0;
27;4;21.5;13.4800319672;3;27.0392494202;1;18.2999992371;14.0;9;28.0;
28;4;22.1117744446;12.5;3;27.120018959;1;18.2999992371;14.0;9;28.0;
29;4;21.5;13.5;3;27.2022752762;1;18.2999992371;14.0;8;28.0;
30;4;20.1606826782;13.5;3;27.2859115601;1;16.2999992371;15.0;8;28.0;
31;4;19.1857738495;14.5;3;27.3708124161;1;15.2999992371;16.0;8;28.0;
32;4;18.2112426758;15.5;3;27.4568536282;1;14.2999992371;17.0;7;28.0;
33;4;17.2370567322;16.5;3;27.5439035892;2;13.2999992371;18.0;4;32.25;
34;4;16.2631721497;17.5;3;27.6318233013;2;13.2999992371;19.0;4;32.3775000572;
35;4;15.2895469666;18.5;3;27.7204678059;2;14.0;20.0;5;32.5032439232;
36;4;14.8161401749;19.5;3;27.8096864223;2;15.0;21.0;5;32.6269369125;
37;4;14.8429059982;20.5;4;27.8993241787;2;16.0;22.0;6;32.7483043671;
38;4;14.8697967529;21.5;4;27.989222765;2;16.1367378235;23.0;6;32.8670926094;
39;4;14.8967666626;22.5;4;28.079221487;2;16.1901912689;24.0;6;32.9830708504;
40;4;15.0;21.5;4;28.1691586971;2;16.2423820496;25.0;7;33.0960335732;
41;4;16.0;21.0845794678;4;28.258872509;4;17.293214798;26.5;5;34.2058005333;
42;4;14.9776620865;20.5;4;29.348202467;4;18.3426094055;27.5;5;34.472217679;
43;4;16.0044612885;21.5;4;30.466989994;4;19.390499115;25.5799999237;4;34.7589007616;
44;4;18.0310974121;22.5;5;30.5959714651;4;18.4368209839;26.6718711853;5;35.0686402321;
45;4;19.3787918091;23.5;5;30.7252907753;4;18.4815330505;27.7770614624;6;35.4043918848;
46;4;19.7175865173;24.5;6;30.8548027277;4;19.5245990753;25.8970851898;6;35.7692058086;
47;5;20.4564399719;25.5;5;30.9843654633;4;19.0310707092;26.0;6;36.1661274433;
48;5;21.1351089478;27.5;5;31.113841176;4;19.1402359009;27.0;6;36.5980651379;
49;5;22.5341510773;29.5;6;31.2430968285;4;19.643743515;26.0;6;37.0676188469;
50;5;22.3879203796;31.5;6;31.3720046282;4;19.3802623749;26.0;6;37.5768785477;
51;5;23.4023017883;33.5;7;31.5004423857;4;19.7147827148;26.0;5;38.1271905899;
52;5;25.0;33.89503479;7;31.6282935143;4;21.6525306702;27.0;5;38.7189073563;
53;5;26.6884880066;33.2000007629;6;31.7554485798;4;22.8013801575;28.0;6;39.3511366844;
54;6;25.5;34.9457626343;4;31.8818029165;4;23.9585552216;29.0;7;39.9661855698;
55;6;25.9631557465;35.2000007629;5;33.0072594881;4;25.0986423492;30.0;7;40.6111893654;
56;6;27.9791622162;34.2000007629;5;33.3417266607;4;26.2437667847;29.0;8;41.2879443169;
57;6;29.3395195007;35.2000007629;4;35.074510932;4;25.1124992371;30.0;9;41.9890680313;
58;6;28.3969669342;36.8460006714;4;36.5917308331;4;26.1124992371;29.0;10;42.7057781219;
59;6;28.7197360992;39.3596000671;4;37.9353234768;4;27.0150489807;29.0;9;43.4282588959;
60;6;28.9740943909;41.758026123;4;40.1544790268;5;28.17760849;30.0;9;45.1461582184;
61;6;30.1723804474;43.520324707;5;41.3478742838;5;27.17760849;31.0;9;46.0091658831;
62;6;31.6893692017;43.7498283386;8;42.2465265989;5;27.1124992371;32.0;9;46.8713451624;
63;6;31.6990203857;44.7905578613;9;43.2002688646;5;27.1124992371;33.0;9;47.7270746231;
64;6;32.0467834473;45.3554878235;11;44.2496501207;5;27.1124992371;34.0;9;48.5724569559;
65;7;30.7000007629;47.6009140015;10;45.3968954086;5;27.1124992371;34.0;18;49.4055049419;
66;7;31.4663982391;48.0383682251;12;46.6402153969;6;27.1124992371;34.0;7;67.4761240482;
67;7;30.7000007629;49.8350906372;12;47.9727594852;6;28.1124992371;35.0;8;69.1483991146;
68;7;30.7000007629;50.324420929;13;49.3818713427;7;30.1124992371;36.0;7;70.6996264458;
69;7;30.7000007629;50.4802017212;14;50.8489137888;7;31.1124992371;37.0;7;72.1362538338;
70;8;30.7000007629;51.6363945007;14;53.8741253614;7;32.1124992371;38.0;7;73.4696102142;
71;8;32.9991455078;49.78383255;14;55.3005520105;7;32.5238685608;39.0;7;74.7136216164;
72;8;31.9612579346;51.7188301086;14;56.7591466904;7;32.5865821838;40.0;7;75.8827486038;
73;8;30.9248809814;54.6259422302;15;58.1982668638;7;32.6407661438;41.0;7;76.9903306961;
74;8;34.404045105;48.6962928772;15;60.5700526237;7;32.687297821;42.0;8;78.6783366203;
75;8;32.4819755554;51.4253005981;15;61.735830307;7;32.7125015259;43.0;8;81.4533023834;
76;8;30.7826385498;54.1359558105;16;62.7796447873;7;32.9982528687;44.4199981689;8;84.8605465889;
77;8;29.7826385498;54.1611328125;17;63.6882500648;7;34.2217292786;46.7314720154;9;86.9989557266;
78;9;29.7826385498;54.7617225647;16;64.4607819915;7;35.3945198059;48.957901001;10;88.6415958405;
79;9;29.4023227692;53.7654418945;16;66.10574615;8;35.4731521606;51.0;12;89.9028398991;
80;9;28.7826385498;55.7762985229;17;66.6574943066;8;35.52293396;53.0;12;91.0098947287;
81;9;29.7826385498;57.4609680176;17;67.1132202148;8;33.8223876953;56.0;14;91.8950051069;
82;9;30.7826385498;58.3688583374;18;67.4901503921;8;32.5538063049;58.6059188843;15;92.7375986576;
83;10;31.039390564;57.368144989;19;67.6321434379;8;31.8314208984;60.0;15;93.5264627934;
84;10;27.7826385498;61.3834495544;19;67.6970739067;8;30.8371658325;61.0;16;94.2536056042;
85;10;27.7826385498;66.3647994995;21;67.7716332674;9;34.539226532;61.0;16;95.9144104719;
86;10;30.0;65.3799362183;22;67.8545334935;10;38.5353012085;64.0;15;96.6874437332;
87;11;29.0;70.3949813843;21;67.9446085095;10;40.7972717285;67.0;16;97.424270153;
88;11;30.0;75.3852233887;21;68.0408078879;10;41.2334632874;70.0;16;98.1325625181;
89;11;32.0;76.7076950073;23;69.1421808004;10;37.2306022644;75.0;18;98.8217478991;
90;12;33.7322883606;80.1879348755;22;69.2878705263;10;34.5231628418;76.8052825928;18;99.5022968054;
91;12;34.7290611267;83.6379699707;22;69.438289091;10;33.5208435059;78.832572937;18;100.185048342;
92;12;33.2000007629;87.7130813599;23;69.5927423239;10;33.4687614441;77.8603363037;19;100.867462873;
93;12;32.2000007629;89.7868041992;23;70.7506030202;10;33.466884613;77.8885498047;22;101.407825828;
94;12;35.2000007629;93.3378753662;23;70.9561279863;10;33.4651947021;78.9171905518;22;102.009764075;
95;13;38.2000007629;96.0335540771;22;71.1328074932;10;33.4636764526;79.9462203979;24;102.675019622;
96;13;37.2000007629;98.0743713379;22;71.2826811895;10;33.462310791;81.9756240845;24;103.403528214;
97;13;35.5467834473;103.114868164;23;71.4382512718;10;33.4610786438;83.0053710938;25;104.192952156;
98;14;36.2000007629;105.623245239;25;71.5991255566;10;33.4599685669;84.6354217529;24;105.038290739;
99;14;36.2000007629;107.298019409;26;71.7649341226;10;33.4589729309;85.6657562256;25;105.931653023;
100;14;36.2000007629;109.367416382;27;71.9353329986;10;33.4580764771;86.6963195801;25;106.862267017;
