Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;4;20.0;2;7.0;11.8999996185;4;22.0;
3;1;9.0;10.0;4;20.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;9.0;10.0;4;20.0;2;8.31349945068;10.5;4;22.1871190071;
5;1;10.0;10.0;4;20.0;2;8.32806777954;10.5;4;22.2917383909;
6;1;11.0;10.0;4;20.0;2;9.44064044952;10.5;4;22.4042263031;
7;1;11.0;10.0;4;20.3999996185;2;10.0409517288;10.5;4;22.5249304771;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;10.0681095123;10.5;4;23.0894187689;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;10.1951189041;10.7100000381;4;23.5836213827;
10;1;11.2971115112;10.4951858521;4;22.0419120789;2;10.3063154221;10.8792181015;4;23.9926425219;
11;1;11.6125736237;11.0209560394;4;22.9143505096;2;10.3983440399;11.0;4;25.8316864967;
12;1;11.8743057251;11.4571752548;4;23.6214065552;2;10.8121290207;11.7700004578;5;27.4540388584;
13;1;13.6125736237;11.8107032776;4;24.1832637787;2;12.541469574;12.4126424789;5;28.8682081699;
14;1;14.6125736237;12.0916318893;4;24.6226100922;2;14.541469574;12.9308347702;5;30.1005516052;
15;1;15.6125736237;12.3113050461;4;24.9617595673;2;16.541469574;13.3366470337;5;31.1863336563;
16;1;16.6125736237;12.4808797836;4;25.0;2;17.8257961273;13.6469516754;5;32.1621966362;
17;1;17.6125736237;12.5;5;25.0;2;18.9405918121;13.879781723;5;32.9572491646;
18;1;18.6125736237;12.5;6;25.0;2;20.0653820038;14.0;5;33.5542383194;
19;2;19.5;12.5;5;25.0;2;21.1997051239;14.0;5;34.1899633408;
20;2;19.5;12.5;5;25.0;2;21.692741394;14.0;5;34.8591008186;
