Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
6;2;11.3000001907;10.0;4;21.0;1;9.14999961853;10.5;5;21.0;
7;2;11.0;10.0;4;21.5699995756;1;9.72500038147;10.5;5;21.0;
8;2;11.1199998856;10.1999998093;4;22.9093112946;1;9.72500038147;10.5;5;21.4200000763;
9;2;11.462720871;10.7712001801;4;24.0969445705;2;9.81949996948;10.9099998474;4;22.758436203;
10;2;11.7508029938;11.2513370514;4;26.1093665361;2;10.1206493378;10.8792181015;4;23.1000000238;
11;2;12.2569313049;12.0948867798;4;27.9003100395;2;10.1975002289;11.0;4;24.8149009943;
12;2;14.2569313049;12.797627449;5;29.4816944599;2;10.5833530426;11.7700004578;5;26.3006643057;
13;2;16.2569313049;13.3613300323;5;30.8883509636;2;12.2819604874;12.4126424789;5;27.5660959482;
14;2;17.2569313049;13.7992258072;5;32.1666846275;2;14.2819604874;12.9308347702;5;28.6384222507;
15;2;19.2569313049;14.1306209564;5;33.364751339;2;16.2819595337;13.3366470337;5;29.5544860363;
16;2;20.6405658722;14.3763179779;5;33.7914376259;2;17.4586315155;13.6469516754;5;30.3533427715;
17;2;21.8811511993;14.1886863708;5;34.3516726494;2;18.5335998535;13.879781723;5;30.9674448967;
18;2;23.1505432129;14.0198173523;6;35.0379400253;2;19.6176757812;14.0;5;31.3838531971;
19;2;24.4476127625;13.8678359985;6;35.8376407623;2;20.7113685608;14.0;5;31.8446035385;
20;2;24.7512931824;13.7310523987;6;36.7325525284;2;21.1650352478;14.0;5;32.350376606;
21;3;25.0197658539;13.6079473495;6;37.6989593506;2;21.2788333893;14.0;5;32.9006829262;
22;3;25.3096885681;13.4971523285;6;38.708656311;2;21.4026527405;14.0;5;33.4936323166;
23;3;25.6125984192;13.3974370956;6;39.7308187485;2;21.5360660553;14.0;6;34.1257500648;
24;3;25.9192447662;13.3076934814;6;40.7345294952;2;21.6782932281;14.0;6;34.7918796539;
25;3;24.268819809;14.3076934814;6;41.6915168762;2;21.8281726837;14.0;6;35.4852027893;
26;3;23.268819809;14.1542320251;6;42.5785598755;2;21.9841690063;14.0;6;36.1974048615;
27;3;22.268819809;14.1542320251;6;43.3790969849;3;23.1444149017;14.3000001907;5;37.9189891815;
28;3;22.268819809;15.1542320251;6;44.0837841034;3;24.3067722321;14.3000001907;5;38.7997332811;
29;3;21.268819809;14.1542320251;7;44.6900405884;3;24.4689388275;14.5799999237;5;39.6929870844;
30;3;21.268819809;14.9292421341;7;45.2008590698;3;24.9309196472;14.0;5;40.5916700363;
31;3;20.268819809;13.9292421341;7;45.6232471466;3;24.7834472656;14.7770614624;5;41.4898267984;
32;3;19.268819809;13.8476867676;7;45.9666404724;3;25.3352108002;14.0;4;42.3830230236;
33;3;18.268819809;13.8476867676;7;46.2415504456;3;25.5361785889;14.0;4;43.2685654163;
34;3;17.9846153259;13.7816257477;7;46.458530426;3;25.7354278564;14.0;4;44.1455123425;
35;3;16.9846153259;13.7816257477;7;46.4562339783;3;25.9327392578;14.0;4;45.014480114;
36;3;16.9846153259;13.7281169891;7;47.410610199;3;26.1282577515;14.0;4;45.8772749901;
37;3;18.9846153259;15.2053050995;7;47.4995487928;3;26.322385788;14.0;4;46.7363910675;
38;3;20.9846153259;16.2497749329;7;47.6080249548;3;26.5156860352;14.0;4;47.5944466591;
39;3;20.3672447205;14.6847743988;7;47.7370595932;3;26.7087497711;14.0;4;48.4536094666;
40;3;20.4159317017;14.6496677399;7;47.8877365589;3;26.9020614624;14.0;4;49.315071106;
41;3;21.4701156616;15.6347007751;8;48.0611740351;3;27.0958919525;14.0;5;50.178633213;
42;3;22.9846153259;18.6347007751;9;48.2584702969;3;27.2901916504;17.0;6;51.0379443169;
43;3;24.9846153259;21.6347007751;9;48.4806575775;3;27.483537674;20.0;6;51.7390680313;
44;3;27.2441978455;23.6347007751;9;48.7286360264;3;27.6412906647;23.0;7;52.4557781219;
45;3;28.3185920715;25.6347007751;9;49.0031030178;3;27.8025493622;26.0;8;53.1782588959;
46;3;29.400932312;27.5795402527;9;49.3044743538;4;28.9651069641;30.0;7;54.8961582184;
47;3;30.4913425446;27.5715866089;9;49.6328017712;4;30.1266365051;31.0;7;55.7591658831;
48;3;30.8898391724;27.5644264221;10;49.9876918793;4;30.2848129272;32.0;7;56.6213451624;
49;3;30.996307373;27.5579833984;10;50.3682341576;4;30.4374599457;33.0;7;57.4770746231;
50;3;29.8313102722;28.5521850586;10;50.7729325294;4;30.5826644897;34.0;8;58.3224569559;
51;3;30.8281803131;27.5469665527;10;51.1996684074;4;28.5826644897;35.8970870972;8;59.1555049419;
52;3;31.3598995209;27.5422706604;11;51.6456875801;4;29.5826644897;35.033493042;8;59.9761240482;
53;4;31.4937057495;27.5380439758;7;52.1076188087;4;31.1171875;34.0;8;60.7858998775;
54;4;31.6322860718;27.5342407227;7;52.5815386772;4;31.0641345978;35.0;8;61.5877223015;
55;4;31.7744598389;27.5308151245;8;53.0630712509;4;31.1570701599;35.5559234619;16;62.3852906227;
56;4;31.9189224243;27.5277347565;7;53.5475239754;5;31.2392845154;35.7720146179;9;73.1825580597;
57;4;32.0642547607;27.5249614716;8;54.0300564766;5;33.2160758972;35.0;10;74.3831601143;
58;4;32.2090148926;27.5224647522;6;54.5058584213;6;34.3962097168;36.0;9;75.5642776489;
59;4;32.3517570496;27.5202178955;6;55.9703407288;6;34.5777206421;37.0;10;76.7261133194;
60;4;33.4911003113;28.518196106;7;56.4893001318;6;34.7609367371;38.0;10;77.8032240868;
61;4;34.6257896423;29.5163764954;7;56.9932206869;6;34.9312667847;39.0;10;78.7726626396;
62;4;34.7547225952;30.5147399902;7;57.4792127609;7;35.0835380554;40.0;12;79.739610672;
63;4;34.8769836426;31.5132656097;8;60.0112130642;8;35.2412910461;41.0;11;82.7710523605;
64;4;35.6043930054;33.0104751587;8;62.1522939205;8;35.842376709;42.4199981689;11;85.4454345703;
65;4;34.0439872742;35.3980636597;8;63.9486427307;8;36.3707046509;43.7314720154;11;87.8054656982;
66;5;35.388092041;34.7915306091;9;65.4518793821;8;36.8356781006;44.957901001;13;89.6495666504;
67;5;36.6531639099;33.9142570496;9;66.5577288866;8;37.1916122437;46.0;13;91.2604494095;
68;5;34.8084869385;36.0;9;67.2390805483;8;37.5016937256;47.0;13;92.6836709976;
69;5;33.8461074829;36.3948059082;10;67.7633769512;8;35.7756843567;49.0;13;94.6439561844;
70;6;33.8461074829;37.5064926147;9;68.2574124336;8;35.9511375427;52.0;13;95.70190835;
71;6;32.8461074829;35.0;8;68.7232363224;8;35.1129264832;53.0;12;97.5918177366;
72;6;31.8461074829;36.0;9;69.1633198261;8;35.1129264832;54.0;11;98.6058447361;
73;6;31.8461074829;37.8807067871;10;70.5803434849;8;37.1129264832;57.0;11;100.621525526;
74;6;34.8461074829;37.018245697;10;71.0670188665;8;38.8499984741;62.0;11;101.750726461;
75;6;37.0665855408;38.1618804932;9;73.3897235394;9;40.8499984741;67.0;10;102.916179657;
76;6;38.2502250671;40.0112991333;8;75.3163160086;9;41.1220016479;72.0;11;104.133180261;
77;6;39.4129486084;41.6953125;8;76.9054920673;9;41.1486320496;77.0;11;105.416764855;
78;6;40.5552597046;43.2421112061;8;78.2226698399;9;41.177520752;82.0;13;106.780482292;
79;7;41.6782722473;43.6822052002;7;79.157874465;10;40.2087783813;84.0;13;108.122685075;
80;7;39.7835159302;44.8500022888;8;79.8373953104;10;38.8499984741;87.0;13;109.514378548;
81;7;38.872756958;46.0208015442;10;80.4819879532;10;38.8499984741;91.0;14;112.033573627;
82;7;37.947845459;47.1938285828;11;81.0613486767;10;41.7999992371;93.0;14;113.701624393;
83;8;38.0;49.3682670593;10;82.4769842625;11;42.7999992371;98.0;15;116.394537926;
84;8;40.0;48.543258667;11;82.9315137863;11;42.8499984741;103.0;15;119.220862627;
85;9;41.0;48.7179336548;11;83.3942143917;11;42.8499984741;107.829322815;16;122.145572662;
86;9;42.0;48.9991416931;13;83.8636879921;11;43.8499984741;109.347412109;16;125.122724175;
87;9;43.0;50.1705818176;14;84.3384737968;11;40.8499984741;114.25428009;18;128.099199414;
88;9;44.0;51.3391571045;14;84.8170644045;11;39.8499984741;119.069107056;18;131.020143509;
89;9;44.2000007629;52.5040969849;14;85.2979201078;11;38.8499984741;123.921859741;19;134.793654203;
90;9;44.2000007629;53.6646957397;15;85.7794849873;11;38.7999992371;127.802230835;20;137.32667613;
91;9;44.2000007629;54.8203163147;15;86.2602005005;11;37.7999992371;134.698364258;21;139.705703259;
92;9;44.2000007629;55.970413208;15;86.7385194302;11;40.0340423584;137.802230835;21;141.910190821;
93;11;44.2000007629;58.5758209229;15;87.2129182816;11;43.0386314392;139.29284668;22;143.930950999;
94;11;44.2000007629;59.7529411316;15;87.6819125414;12;46.043258667;141.70652771;23;145.767754555;
95;11;44.2000007629;60.9215431213;15;88.144068718;12;48.0479278564;143.126281738;24;147.426721454;
96;11;44.2000007629;62.0813903809;15;88.5980184078;12;49.1026306152;145.548660278;25;148.91800344;
97;11;42.2000007629;64.2323455811;14;89.0424704552;12;50.157371521;144.970153809;25;150.169701457;
98;11;41.2000007629;66.3743972778;15;89.4762257338;12;49.1621513367;147.387207031;27;151.143219113;
99;11;40.2000007629;67.5626449585;15;90.8981887102;13;49.1669616699;149.796356201;23;167.039845228;
100;11;40.2000007629;69.7134399414;15;92.3273791075;14;51.1718025208;150.194366455;24;168.911177039;
