Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;2;8.14999961853;10.6999998093;3;22.0;
5;2;10.3000001907;10.0;4;21.0;2;8.29999923706;10.5;3;22.0900000334;
6;2;11.3000001907;10.0;4;21.0299999714;2;9.39524936676;10.5;3;22.1871190071;
7;2;11.3090000153;10.0;4;21.4708906412;2;9.99210166931;10.5;3;22.2917383909;
8;2;11.4412670135;10.1999998093;3;21.8393678665;2;10.0156412125;10.5;3;22.8371437788;
9;2;11.5518102646;10.3632001877;3;22.1466006041;2;10.1383571625;10.7100000381;3;23.3113827705;
10;2;11.6439800262;10.4951858521;3;23.2541460991;2;10.2450618744;10.8792181015;3;23.6996542215;
11;2;11.9762439728;11.0209560394;3;24.1846234798;2;10.3324222565;11.0;3;25.4997080564;
12;2;13.9762439728;11.4571752548;3;24.9517599344;2;10.7374343872;11.7700004578;4;27.0797379017;
13;2;15.9762439728;11.8107032776;4;25.5757399797;2;12.4572515488;12.4126424789;4;28.4485538006;
14;2;17.0303173065;12.0916318893;4;26.0792449713;2;14.4572515488;12.9308347702;4;29.6330289841;
15;2;18.0495643616;12.3113050461;4;26.4845746756;2;16.4572525024;13.3366470337;4;30.669192791;
16;2;19.0694179535;12.4808797836;4;26.5909943581;2;17.7094402313;13.6469516754;4;31.5947263241;
17;2;20.0898723602;12.5;4;26.6611413956;2;18.8129119873;13.879781723;4;32.3400559425;
18;2;21.1109161377;12.5;4;26.7332159281;2;19.9265136719;14.0;4;32.8895044327;
19;2;22.0199642181;12.5;5;26.8071684837;2;21.0501403809;14.0;4;33.4816474915;
20;2;22.0421504974;12.5;5;26.8829400539;2;21.5333709717;14.0;4;34.1130428314;
21;2;22.0648822784;12.5;5;26.9604618549;2;21.6754341125;14.0;4;34.7785673141;
22;2;22.0881385803;12.5;5;27.039655447;2;21.825176239;14.0;4;35.4714341164;
23;2;21.5;13.1118965149;4;27.1204328537;2;21.9810714722;14.0;5;36.1833543777;
24;2;22.1361293793;12.5;4;27.2026965618;2;22.141254425;14.0;5;36.9048519135;
25;3;19.5;14.1608085632;2;27.2863395214;2;20.2999992371;15.0;5;37.6257123947;
26;3;18.5;14.5;3;27.3712463379;2;21.2999992371;14.0;5;38.3355398178;
27;3;18.2113742828;15.5;3;27.4572930336;2;22.2999992371;14.0;5;39.0243473053;
28;3;17.2371883392;16.5;3;27.5443477631;2;22.7804775238;14.0;5;39.6831235886;
29;3;16.2633037567;17.5;3;27.6322715282;2;22.9287014008;14.0;6;40.3043012619;
30;3;15.2896814346;18.5;4;27.7209193707;2;21.0684661865;15.0;6;40.8820743561;
31;4;14.8162755966;19.5;3;27.8101406097;2;20.1984672546;16.0;7;41.4125490189;
32;4;14.8430423737;20.5;3;28.899780035;2;19.3178215027;17.0;7;41.8937177658;
33;4;15.869934082;22.0;4;29.1196795702;2;18.4260864258;18.0;7;42.3252954483;
34;4;16.8969039917;23.0650005341;4;29.3551095724;2;17.523191452;19.0;7;42.7084550858;
35;4;17.3065338135;23.5;4;29.6073391438;3;17.3094024658;20.0;6;43.0455055237;
36;4;17.3822021484;24.5;4;29.8776624203;3;17.3852386475;21.0;6;43.3395690918;
37;4;17.0;24.3091678619;4;30.1673668623;3;17.4514026642;22.0;6;43.5942716599;
38;4;17.0;24.4093551636;4;30.4776937962;3;17.5087108612;23.0;7;43.8134851456;
39;4;17.0312309265;25.5201263428;5;31.8097894192;3;17.5580348969;24.0;8;44.0;
40;5;18.0;25.3421325684;5;32.2646461725;3;17.6000003815;25.0;9;44.0;
41;5;18.0;24.7759418488;6;32.7519338131;3;17.6000003815;26.0;9;44.0;
42;5;20.215877533;24.5;6;33.272690773;3;17.6000003815;27.0;10;44.0;
43;5;21.0836277008;23.4290847778;7;33.8275691271;3;18.6000003815;25.0;11;44.0;
44;5;20.6482696533;23.5;8;34.4167435169;3;17.6000003815;26.0;11;44.0;
45;5;20.8250236511;24.5;9;35.0398257971;3;17.6000003815;27.0;13;44.0;
46;5;21.4885807037;25.5;9;35.6957895756;3;18.6000003815;25.0;13;44.0;
47;6;22.6369304657;27.5;6;46.3829143047;3;19.6000003815;25.0;14;44.0;
48;6;22.0;30.5;7;47.4987547398;3;20.6000003815;25.0;15;44.0;
49;6;26.0;33.5;7;48.6145474911;3;21.6000003815;25.0;15;44.0;
50;6;26.8117408752;36.5;9;49.7251896858;3;22.6000003815;25.0;16;44.0;
51;6;27.0;38.5;9;50.8256652355;3;23.6000003815;25.0;16;44.0;
52;6;28.3441562653;41.5;9;51.9110949039;3;23.8999996185;24.0;17;44.0;
53;6;28.8645801544;42.6911239624;11;52.976801157;4;23.8999996185;24.0;11;61.25;
54;6;28.5;41.8635597229;12;54.0183804035;4;24.8999996185;25.0;11;62.1124992371;
55;6;30.5;40.0437469482;12;55.0317816734;4;25.8999996185;26.0;12;62.8619041443;
56;6;28.9221115112;41.2311210632;13;56.0133786201;4;25.8999996185;27.0;13;63.5009632111;
57;7;29.9400253296;40.424987793;11;76.9600367546;4;25.8999996185;28.0;13;64.0370521545;
58;7;30.5;42.6245117188;11;80.0691576004;4;25.8999996185;29.0;13;64.4804611206;
59;7;34.5;43.828742981;12;81.9022266865;4;25.8999996185;30.0;15;64.8428707123;
60;7;37.174697876;46.0366134644;13;83.4877510071;5;25.8999996185;31.0;13;94.1361560822;
61;7;36.5153198242;49.2469596863;14;84.8543766737;5;26.8999996185;33.0;14;95.9899997711;
62;7;36.5315132141;52.4585571289;14;86.054439187;5;27.8999996185;35.0;15;97.2995223999;
63;7;37.0;54.6701393127;15;87.1092643738;5;28.8999996185;37.0;16;98.245136261;
64;7;38.0;56.515411377;15;88.0243906975;5;29.8999996185;39.0;16;98.9066429138;
65;7;38.625;57.7531814575;17;88.603703618;5;30.8999996185;41.0;16;99.25;
66;7;37.625;56.9882011414;17;89.1543346643;5;31.8999996185;42.0;17;99.25;
67;7;37.625;57.2193450928;18;92.3303889036;5;32.9000015259;43.0;18;99.25;
68;7;36.8499984741;56.5454025269;19;94.9908727407;5;33.9000015259;44.0;18;99.25;
69;7;35.5255012512;58.7575340271;20;97.2043967247;5;34.9000015259;45.0;18;99.25;
70;7;38.1575012207;57.5402946472;20;99.0437116623;5;35.9000015259;46.0;19;99.25;
71;7;36.7593841553;59.1782150269;20;100.251496315;5;36.9000015259;47.0;19;102.386875153;
72;7;36.7999992371;60.4755134583;21;100.921186209;5;36.0889968872;49.4199981689;19;104.769584656;
73;8;34.7999992371;60.761051178;21;101.54188168;5;37.9431838989;49.7314720154;20;106.387163162;
74;9;33.7999992371;62.0335998535;21;102.115363121;5;36.1310577393;51.957901001;20;107.186309814;
75;9;31.7999992371;63.0731964111;23;102.533348083;5;35.5499992371;52.0;20;107.763273239;
76;9;30.2999992371;67.1135787964;23;102.884963036;5;35.5499992371;54.0;20;108.0;
77;9;31.9606819153;68.0535736084;24;103.216150284;5;33.5499992371;57.0;24;108.0;
78;9;32.7999992371;69.5535736084;24;103.527280807;5;32.5499992371;60.0;24;108.0;
79;9;32.7999992371;70.7389755249;25;103.818995237;5;31.5499992371;63.0;24;108.0;
80;10;30.2999992371;75.7819976807;23;105.09214139;5;32.5499992371;62.5999984741;24;108.0;
81;10;31.2999992371;81.8255233765;24;105.547714233;5;33.5499992371;62.5999984741;27;108.0;
82;10;34.2999992371;81.3694839478;25;106.024403691;6;34.5499992371;63.5999984741;27;108.0;
83;10;32.2999992371;86.41381073;25;106.528515458;6;35.5499992371;64.5999984741;27;108.0;
84;10;33.2999992371;89.4584197998;25;106.949563503;6;36.5499992371;66.5999984741;26;109.0;
85;10;33.2999992371;92.5032348633;25;107.427977562;6;35.5499992371;69.5999984741;25;109.179999948;
86;10;33.1967658997;93.5535736084;29;107.970639467;7;34.5499992371;74.5999984741;19;134.390275955;
87;10;33.2999992371;95.5535736084;31;108.584171534;7;34.5499992371;79.5999984741;15;136.385099769;
88;10;34.2999992371;99.5535736084;32;109.274415016;7;34.5499992371;84.5999984741;18;138.073408246;
89;11;36.2776603699;100.553573608;31;110.045763254;9;35.5499992371;86.5999984741;16;139.483909845;
90;11;38.3044586182;100.553573608;31;110.900367975;9;34.7999992371;91.5999984741;17;140.668118477;
91;11;37.2999992371;104.053573608;32;111.837282896;9;35.7999992371;96.5999984741;19;141.685133457;
92;11;39.2999992371;105.053573608;33;112.851649284;9;37.7999992371;97.5999984741;19;142.539678812;
93;11;40.2999992371;105.053573608;34;113.934079885;9;37.7999992371;101.599998474;18;143.086924553;
94;11;40.2999992371;108.053573608;31;115.070420742;9;38.7999992371;105.599998474;17;143.696410656;
95;11;41.6999969482;105.702156067;31;117.242058992;9;40.7999992371;105.599998474;17;145.36816597;
96;11;42.6999969482;106.760856628;32;118.576875091;9;41.7999992371;109.599998474;18;146.279945493;
97;11;42.6999969482;110.818588257;33;119.921582222;9;43.7999992371;113.599998474;19;147.277117729;
98;11;44.6999969482;108.188011169;35;121.25449121;9;45.7999992371;114.599998474;22;148.356155753;
99;12;43.6999969482;109.24356842;33;122.556128979;9;45.7999992371;118.599998474;23;149.510942578;
100;12;42.6999969482;113.297943115;34;123.810992122;9;46.7999992371;122.599998474;26;150.732985735;
101;12;45.6999969482;109.297943115;35;125.008679628;9;48.7999992371;123.599998474;27;152.011898041;
102;13;45.0013809204;107.36631012;35;157.144249678;8;32.7999992371;124.599998474;26;122.336102009;
103;13;45.0230102539;112.36631012;37;158.217815638;8;33.7999992371;126.599998474;26;123.693642855;
104;13;47.6999969482;110.36631012;37;159.233560801;8;34.7999992371;129.600006104;26;125.072953224;
105;14;46.6999969482;109.36631012;32;192.198442221;8;35.7999992371;132.600006104;27;126.463415623;
106;14;49.0842819214;112.36631012;32;196.000816345;8;36.7999992371;135.600006104;28;127.855597496;
107;14;53.6034660339;110.86631012;31;199.023854256;8;38.7999992371;135.600006104;28;129.241132259;
108;14;54.6220169067;111.86631012;32;201.361083031;9;40.7999992371;136.600006104;27;130.612298965;
109;14;56.6399307251;115.86631012;33;203.068042278;9;42.5499992371;137.600006104;30;131.961450577;
110;15;58.6572151184;114.86631012;31;204.257145882;9;41.5499992371;137.199996948;35;133.280475616;
111;16;60.673866272;114.86631012;30;204.923139095;9;41.5499992371;136.199996948;35;134.560475349;
112;16;62.6898880005;118.86631012;32;205.585954666;9;42.5499992371;136.199996948;35;135.791771889;
113;16;66.6999969482;116.86631012;33;206.224240303;9;43.5499992371;136.199996948;35;136.96428299;
114;16;67.6999969482;117.86631012;34;206.863737106;9;44.5999984741;133.199996948;32;139.068192482;
115;16;69.6999969482;119.86631012;34;207.496276855;9;44.5999984741;134.199996948;30;140.166028619;
116;16;70.6999969482;116.86631012;34;209.113888741;9;45.5999984741;135.199996948;30;142.157280922;
117;16;71.3000030518;118.86631012;34;210.739203691;9;47.5999984741;134.199996948;32;143.182531238;
118;16;74.3000030518;122.86631012;35;211.396396399;9;47.5999984741;136.199996948;32;144.183183789;
119;16;78.3000030518;120.86631012;35;212.0232265;9;47.5999984741;138.199996948;35;145.161240697;
120;16;77.3000030518;124.86631012;37;212.615927815;11;49.5999984741;138.199996948;34;147.121683121;
121;16;78.3000030518;128.86630249;38;213.172140002;12;49.5999984741;141.199996948;33;148.251692533;
122;17;81.3000030518;127.0;33;229.69084096;12;50.5999984741;141.199996948;34;149.409978986;
123;17;81.3000030518;133.0;32;230.972202182;12;50.5999984741;142.199996948;36;150.609486461;
124;17;83.3000030518;139.0;33;232.122992277;12;49.5999984741;146.199996948;37;151.862685919;
