Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
6;1;11.0;10.0;5;20.0;1;9.14999961853;10.5;5;21.0;
7;1;11.0;10.0;5;20.3999996185;1;9.72500038147;10.5;5;21.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;9.72500038147;10.5;5;21.4200000763;
9;2;11.5179204941;10.3632001877;4;21.9903717041;2;9.81949996948;10.9099998474;4;22.758436203;
10;2;11.597111702;10.4951858521;4;23.0819120407;2;10.1206493378;10.8792181015;4;23.1000000238;
11;2;11.9245738983;11.0209560394;4;23.99553442;2;10.1975002289;11.0;4;24.8149009943;
12;2;13.9245738983;11.4571752548;4;24.7449600697;2;10.5833530426;11.7700004578;5;26.3006643057;
13;2;15.9245738983;11.8107032776;5;25.3503712416;2;12.2819604874;12.4126424789;5;27.5660959482;
14;2;16.9627056122;12.0916318893;5;25.8344515562;2;14.2819604874;12.9308347702;5;28.6384222507;
15;2;17.9761257172;12.3113050461;5;26.2195074558;2;16.2819595337;13.3366470337;5;29.5544860363;
16;2;18.9898986816;12.4808797836;5;26.3048160076;2;17.4586315155;13.6469516754;5;30.3533427715;
17;2;20.0040187836;12.5;5;26.3530313969;2;18.5335998535;13.879781723;5;30.9674448967;
18;2;21.0184822083;12.5;5;26.4023760557;2;19.6176757812;14.0;5;31.3838531971;
19;2;21.5;12.920712471;5;26.4528282881;2;20.7113685608;14.0;5;31.8446035385;
20;2;21.5;12.9358482361;5;26.5043625832;2;21.1650352478;14.0;5;32.350376606;
21;2;21.5;12.9513092041;7;26.5569496155;2;20.2999992371;15.0;5;32.9006829262;
22;2;21.9670848846;12.5;7;26.6105561256;2;20.2999992371;15.470205307;5;33.4936323166;
23;2;21.9831676483;12.5;7;26.6651450396;2;21.2999992371;14.0;6;34.1257500648;
24;2;21.5;12.99954319;8;26.72067523;2;21.6782932281;14.0;6;34.7918796539;
25;2;19.5;14.0162029266;8;26.7771017551;2;21.8281726837;14.0;6;35.4852027893;
26;3;18.5;15.0331306458;7;33.3888851404;2;21.9841690063;14.0;6;36.1974048615;
27;3;18.5;16.5;7;33.9349697828;2;22.1444149017;14.0;7;36.9189891815;
28;3;18.5;19.4462223053;7;34.4837607145;2;22.3067722321;14.0;7;37.6397333145;
29;4;17.5;21.4756278992;6;35.0304136276;2;22.4689388275;14.0;7;38.3492431641;
30;4;17.1032218933;22.5;6;35.5701227188;2;20.628578186;15.0;7;39.0375461578;
31;4;16.6212539673;24.5;7;36.0983026028;2;19.7834472656;16.0;7;39.6956548691;
32;4;16.6394519806;26.5;6;36.6107616425;2;18.9315223694;17.0;7;40.3160324097;
33;4;16.6577949524;28.0926780701;6;37.1038441658;2;18.071105957;18.0;7;40.8929109573;
34;4;16.6762619019;29.3947467804;7;37.5745353699;2;17.2009048462;19.0;7;41.4224338531;
35;4;16.6948299408;30.6809043884;7;38.0205235481;2;17.0200481415;20.0;7;41.9026298523;
36;4;16.7134780884;31.9495811462;7;39.4402141571;2;17.1280918121;21.0;7;42.3332462311;
37;4;18.0;31.1997203827;8;39.8527112007;2;17.2249794006;22.0;8;42.7154788971;
38;4;18.0;32.6822814941;8;40.2379498482;2;17.3109817505;23.0;8;43.051656723;
39;4;18.0;33.9253120422;9;40.5962225199;2;17.3866233826;24.0;7;43.3449144363;
40;4;19.0;32.1493415833;10;40.9282816648;2;17.4526062012;25.0;7;43.5988855362;
41;5;18.0;33.3549194336;10;41.235243082;2;17.5097503662;26.0;7;43.8174438477;
42;5;18.0;34.5428390503;10;41.5184868574;2;17.5589256287;27.0;8;44.0;
43;5;19.0;32.714099884;11;41.7795665264;2;18.6000003815;25.0;10;44.0;
44;5;20.8627662659;30.431854248;12;42.0201334953;2;17.6000003815;26.0;10;44.0;
45;6;21.0;30.5426292419;9;57.1840612888;2;17.6000003815;27.0;12;44.0;
46;6;23.0;33.5426292419;9;58.0156027079;2;18.6000003815;25.0;12;44.0;
47;6;25.0;36.5426292419;10;58.7660156488;2;19.6000003815;25.0;12;44.0;
48;6;27.0;39.5426292419;11;59.4343936443;2;20.6000003815;25.0;14;44.0;
49;6;29.0;43.5426292419;11;60.0231903791;2;21.6000003815;25.0;14;44.0;
50;7;30.5;47.5426292419;12;60.5373513699;2;22.6000003815;25.0;14;44.0;
51;7;31.5;48.2453613281;13;60.9834433794;2;23.6000003815;25.0;15;44.0;
52;7;31.6217956543;48.2734832764;14;61.3688644171;2;23.8999996185;24.0;15;44.0;
53;7;31.691078186;48.3011474609;15;61.7012103796;2;23.8999996185;24.0;16;44.0;
54;7;32.7486190796;46.5999984741;15;61.8941044807;2;23.8999996185;24.0;16;44.0;
55;7;31.7749996185;47.5999984741;16;61.9687691927;2;23.8999996185;24.0;16;44.0;
56;8;31.7749996185;48.381149292;13;83.042396903;2;23.8999996185;24.0;17;44.0;
57;8;34.7750015259;48.5999984741;14;84.3549478054;2;23.8999996185;24.0;17;44.0;
58;8;36.8740844727;50.5999984741;17;85.4851671457;2;23.8999996185;24.0;17;44.0;
59;8;36.8887710571;52.5999984741;17;86.4381850958;2;23.8999996185;24.0;17;44.0;
60;9;35.7750015259;55.5999984741;17;87.2292288542;2;23.8999996185;24.0;18;44.0;
61;9;37.7750015259;56.5999984741;18;87.8791886568;2;23.8999996185;24.0;18;44.0;
62;10;38.9307250977;56.5999984741;18;88.410836339;2;23.8999996185;24.0;17;44.0;
63;10;40.7904434204;56.5999984741;18;88.8306645155;2;23.8999996185;24.0;18;44.0;
64;10;41.8241996765;56.5999984741;19;88.9430807829;2;23.8999996185;24.0;18;44.0;
65;10;42.857925415;56.5999984741;20;89.0334197283;2;23.8999996185;24.0;18;44.0;
66;10;43.5100250244;56.5999984741;20;92.0842475891;2;23.8999996185;24.0;19;44.0;
67;10;44.2295227051;57.2819976807;23;94.5731770992;2;23.8999996185;24.0;19;44.0;
68;10;44.8128204346;57.8335075378;23;97.5818043947;2;23.8999996185;24.0;20;44.0;
69;10;46.2803535461;59.2732963562;24;99.3753801584;2;23.8999996185;24.0;20;44.0;
70;10;47.6534538269;60.6209411621;25;101.803989768;2;23.8999996185;24.0;20;44.0;
71;11;48.1545600891;61.7999992371;22;103.370144486;2;23.8999996185;24.0;21;44.0;
72;12;44.8143043518;64.8000030518;19;124.684632897;2;23.8999996185;24.0;22;44.0;
73;12;45.8501243591;66.8000030518;20;127.614201784;2;23.8999996185;24.0;22;45.3199996948;
74;12;47.8171272278;66.8000030518;21;130.056121707;2;22.0890007019;25.4200000763;22;46.3582401276;
75;12;47.375629425;69.8000030518;21;132.028807163;2;23.2291622162;24.7314720154;22;47.1666984558;
76;13;48.4074859619;72.8000030518;21;134.794764996;2;21.3310565948;25.9579029083;22;47.5526294708;
77;13;45.7086486816;76.8000030518;21;137.242061377;2;22.3500003815;25.0;23;47.8066806793;
78;13;45.4734954834;79.8000030518;22;139.379529715;2;20.75;25.0;23;48.0;
79;13;44.5075340271;82.7568435669;22;141.25026226;2;20.75;25.0;23;48.0;
80;13;42.7086486816;85.7672348022;23;142.911805987;2;20.75;25.0;22;48.0;
81;14;42.5773696899;86.7775421143;23;144.420363903;3;20.75;25.0;21;48.0;
82;14;41.125;89.7877578735;23;145.569126368;3;18.75;26.0;21;48.0;
83;14;42.0654144287;91.7978744507;24;146.638720989;3;17.75;27.0;21;48.0;
84;14;41.125;95.8000030518;24;146.924896479;3;16.75;28.0;21;48.0;
85;14;41.125;97.8000030518;24;147.296504259;3;15.75;29.0;21;48.0;
86;14;41.125;97.8000030518;23;147.729171038;3;14.75;30.0;22;48.0;
87;15;41.125;98.7956237793;24;149.147764206;3;14.0;31.0;22;48.0;
88;15;42.125;98.8000030518;24;149.616849184;3;14.0;32.0;22;49.0;
89;15;43.125;99.8000030518;24;150.087770224;3;15.0;34.0;22;49.0399999619;
90;15;43.125;101.800003052;25;150.545532465;3;16.0;36.0;23;49.0811839104;
91;15;43.125;103.800003052;26;150.979005694;3;16.2432670593;38.0;19;49.1235535145;
92;15;45.125;106.0;26;151.380849719;3;16.2527999878;40.0;19;49.1671074629;
93;15;46.4282531738;107.0;27;152.747130632;3;16.2625999451;42.0;19;49.211841464;
94;16;45.4628677368;111.0;27;153.136720896;3;16.2726631165;43.0;19;49.2577478886;
95;17;47.4968528748;112.199996948;27;153.493587255;3;16.2829933167;44.0;19;49.3048160076;
96;19;46.8670425415;114.199996948;23;153.820267916;3;16.2935829163;45.0;17;49.3530313969;
97;19;47.5626983643;115.199996948;24;154.12016809;3;16.3044319153;46.0;15;49.4023760557;
98;20;48.9718513489;118.199996948;25;154.397087216;4;17.3155345917;48.0;14;50.4528282881;
99;20;48.125;121.199996948;26;154.546121955;4;18.0;50.7264137268;11;50.6843625307;
100;20;50.125;123.199996948;27;154.686991692;4;19.6039810181;50.0;15;50.9472255707;
