Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;5;20.0;1;8.14999961853;10.5;4;21.0;
6;1;11.0;10.0;5;20.0;2;9.14999961853;10.6999998093;3;22.0;
7;1;11.0;10.0;5;20.3999996185;2;9.95000076294;10.5;3;22.0900000334;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;9.9702501297;10.5;3;22.618019104;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;10.0890541077;10.7100000381;3;23.0738848448;
10;2;11.597111702;10.4951858521;3;23.0419120789;2;10.1916246414;10.8792181015;3;23.442843914;
11;2;11.9125738144;11.0209560394;3;23.944350481;2;10.2746400833;11.0;3;25.2073103189;
12;2;12.1833057404;11.4571752548;3;24.6819975376;2;10.6716451645;11.7700004578;4;26.7482377291;
13;2;14.9215736389;11.8107032776;4;25.2750298977;2;12.3826637268;12.4126424789;4;28.074546814;
14;2;16.9215736389;12.0916318893;4;25.746127367;2;14.3826637268;12.9308347702;4;29.2133922577;
15;2;17.94962883;12.3113050461;4;26.1175945997;2;16.3826637268;13.3366470337;4;30.2012972832;
16;2;18.9593238831;12.4808797836;4;26.1887089014;2;17.6041641235;13.6469516754;4;31.0766849518;
17;2;19.9691867828;12.5;4;26.2221269608;2;18.696352005;13.879781723;4;31.7709991932;
18;2;20.9792118073;12.5;4;26.2560760975;2;19.7984752655;14.0;4;32.2698645592;
19;2;21.8768234253;12.5;5;26.2905418873;2;20.9107208252;14.0;4;32.8134241104;
20;2;21.8871631622;12.5;6;26.3255085945;2;21.383020401;14.0;4;33.400015831;
21;2;21.8976516724;12.5;7;26.3609591722;2;21.5150032043;14.0;4;34.0264167786;
22;2;21.9082870483;12.5;7;26.3968753815;2;21.6559429169;14.0;4;34.6877307892;
23;3;21.9190635681;12.5;6;26.4332377911;2;21.8047389984;14.0;5;35.3773875237;
24;3;21.5;12.5;6;26.4700255394;2;21.9599113464;14.0;5;36.0872850418;
25;3;19.5;13.9410076141;6;26.5072168112;2;22.119638443;14.0;6;36.8080816269;
26;3;18.5;14.95216465;6;26.5447884798;2;22.2818183899;14.0;6;37.5296325684;
27;3;17.9634361267;15.5;6;26.5827163458;2;22.4441661835;14.0;6;38.2415313721;
28;3;16.9748153687;16.5;6;26.6209751368;2;22.6043434143;14.0;6;38.9337024689;
29;3;15.9862928391;17.5;6;26.6595385075;2;22.7600822449;14.0;6;39.5969734192;
30;3;14.9978618622;18.5;6;26.6983793974;3;23.9093170166;14.5;5;41.2235612869;
31;3;14.509513855;19.5;6;26.7374696732;3;23.0503005981;15.0;5;41.9674121141;
32;3;14.521241188;20.5;6;26.7767804861;3;22.1816673279;16.0;6;42.6881176233;
33;3;14.5330343246;21.5;7;26.8162822723;3;21.302482605;17.0;6;43.3863182068;
34;3;14.5448846817;22.5;7;26.8559447527;3;20.4122428894;18.0;6;44.0645433664;
35;3;14.5567836761;23.5;7;26.8957372904;3;19.5108337402;19.0;6;44.7268903255;
36;3;14.5687217712;24.5;7;26.9356285334;3;19.2984771729;20.0;6;45.3786108494;
37;3;16.5806884766;22.5;6;27.9755871296;3;19.3756656647;21.0;6;46.0256507397;
38;3;16.0;23.5;6;28.0555810928;3;19.4430789948;22.0;7;46.6741728783;
39;3;16.9166755676;24.5;6;28.136762619;3;19.5015220642;23.0;7;47.3300871849;
40;3;17.0;24.0405921936;6;28.219101429;3;19.5518627167;24.0;7;47.9986038208;
41;3;16.9657306671;23.5;6;28.3025640249;3;19.5949802399;25.0;7;48.5427899361;
42;3;16.9907684326;24.5;6;28.3871146441;3;19.6000003815;26.0;8;49.1086950302;
43;3;17.0;24.1059207916;7;28.4727139473;3;19.6000003815;27.0;9;49.7161855698;
44;3;17.0418128967;23.5;8;28.559319973;3;20.6000003815;25.0;9;50.3611893654;
45;3;16.6763515472;25.1524085999;8;28.6468875408;3;19.6000003815;28.0;9;51.0379443169;
46;3;17.0;24.1765155792;8;28.7353686094;3;19.6000003815;31.0;9;51.7390680313;
47;3;16.6998977661;24.2011871338;9;28.8247119188;3;19.6000003815;34.0;9;52.4557781219;
48;3;17.0;24.2011871338;9;28.914863348;3;19.6000003815;37.0;10;53.1782588959;
49;3;19.1744594574;25.2011871338;10;29.0057651997;3;19.6000003815;40.0;10;53.8961582184;
50;3;19.7346439362;26.2011871338;11;29.0973572731;3;19.6000003815;41.0;10;54.5991659164;
51;3;20.4831676483;27.2011871338;12;29.1895765066;3;19.6000003815;42.0;11;55.2776012421;
52;3;21.7573299408;28.2011871338;12;29.2823565006;3;20.6000003815;40.0;11;55.9229507446;
53;3;22.0;29.3603382111;12;29.375628233;3;19.6000003815;41.0;10;56.5282850266;
54;3;24.3126888275;27.5;13;29.469320178;3;19.6000003815;42.0;11;57.088514328;
55;3;24.2904834747;28.4171886444;14;29.5633581877;3;20.6000003815;40.0;12;57.6004695892;
56;3;24.0677337646;28.5;14;29.6576658487;3;19.6000003815;41.0;12;58.0628213882;
57;3;24.8973007202;27.5;15;29.7521646023;3;19.6000003815;42.0;12;58.4758720398;
58;3;23.5;29.5;13;29.8467738628;3;20.6000003815;40.0;13;58.8412618637;
59;4;24.1212539673;28.8879623413;12;29.9414114952;3;19.6000003815;41.0;14;59.1616458893;
60;4;23.5;28.5;12;30.0359942913;4;19.6000003815;42.0;13;59.4403705597;
61;4;23.5;29.5963249207;12;30.1304373741;4;20.6000003815;40.0;13;59.6811828613;
62;4;24.3628692627;28.6271018982;12;30.2246553898;4;19.6000003815;41.0;15;59.8879890442;
63;4;24.1948299408;28.5;13;30.3185625076;4;19.6000003815;42.0;15;60.0;
64;4;23.5;29.9701499939;12;30.4120726585;4;20.6000003815;40.0;15;60.0;
65;4;23.5;30.206035614;12;31.5030794144;4;19.6000003815;41.0;16;60.0;
66;4;26.1509227753;28.5;13;31.6055793762;4;19.6000003815;42.0;18;60.0;
67;5;26.3999996185;30.5;12;31.7092204094;4;20.6000003815;40.0;18;60.0;
68;5;26.3999996185;30.5;12;31.8139259815;4;19.6000003815;41.0;19;60.0;
69;5;26.3999996185;32.5;12;31.9196175337;4;19.6000003815;42.0;20;60.0;
70;5;26.3999996185;33.8762550354;12;32.0262140036;4;20.6000003815;40.0;20;60.0;
71;5;26.3999996185;34.5131072998;12;32.1336321831;4;19.6000003815;41.0;21;60.0;
72;5;27.2627658844;33.1288757324;12;32.2417874336;4;19.6000003815;42.0;21;60.0;
73;5;26.3999996185;34.1524085999;13;32.3505933285;4;20.6000003815;40.0;21;60.4799995422;
74;5;26.3999996185;34.6752967834;13;34.6069741249;4;19.6000003815;41.0;21;62.2152957916;
75;5;28.6532592773;34.714717865;14;35.6770037413;4;18.6000003815;40.0;22;63.6091327667;
76;5;28.0340003967;38.14453125;14;36.5654537678;4;20.6000003815;38.0;22;64.7193279266;
77;5;28.2123565674;40.7524337769;15;37.3078967333;4;19.6000003815;38.0;22;65.3593101501;
78;5;30.3166236877;38.748752594;16;37.7890481949;4;21.6000003815;36.0;22;66.8066806793;
79;5;30.4694633484;39.8836593628;16;38.0924447775;4;22.0;37.0;24;67.0399999619;
80;5;30.5230426788;40.738986969;16;38.398186326;5;23.0;38.0;23;67.0811839104;
81;5;28.3999996185;42.8097953796;17;38.7058429718;5;24.0;40.0;24;67.1235535145;
82;5;26.3999996185;43.867931366;17;39.014973402;5;25.2527999878;42.0;24;67.1671074629;
83;5;25.3999996185;41.8792533875;17;39.3251273632;5;26.2625999451;44.0;24;67.211841464;
84;5;24.3999996185;42.9033813477;16;39.6358470917;5;22.0;47.6059188843;24;67.2577478886;
85;5;23.3999996185;43.9278564453;16;39.9466711283;5;20.0;50.6288757324;26;67.3048160076;
86;5;22.3999996185;44.952671051;16;40.2571353912;5;18.0;53.6524085999;26;67.3530313969;
87;5;21.3999996185;45.9778137207;17;40.5667765141;5;19.0;55.6288757324;27;67.4023760557;
88;5;20.3999996185;47.0032653809;18;40.8751337528;5;20.0;57.6288757324;23;67.4528282881;
89;5;20.0;49.0290184021;19;41.1817518473;5;21.0;59.6288757324;24;67.5043625832;
90;5;20.0;50.9821624756;19;41.4861825705;5;22.0;61.6288757324;24;68.5569496155;
91;5;20.0;52.0305404663;20;41.7879887819;5;24.0;63.7784729004;24;68.6905561686;
92;5;20.0;53.0785636902;21;42.0867446661;6;26.0;65.8052825928;24;68.8306810856;
93;5;20.0;54.1262054443;21;42.3584830761;6;26.75;67.832572937;26;68.9775247574;
94;5;20.0;55.1616783142;21;42.6106325388;6;26.75;69.8603363037;26;69.1312710047;
95;4;19.0;46.1888656616;21;38.8597612381;7;26.75;71.8885498047;20;73.2920826674;
96;4;18.0;46.0;19;39.1055053473;7;27.75;74.9171905518;17;73.4600965977;
97;4;18.0;48.0;19;39.3475203514;8;30.75;71.9462203979;16;73.6354186535;
98;4;19.0;46.271396637;20;39.5854822397;8;29.75;75.9756317139;16;74.8181182146;
99;4;18.0;47.2991600037;21;39.8190914392;8;28.9500007629;82.0053710938;17;75.0982222557;
100;5;18.0;48.3270149231;21;44.0480710268;8;27.75;77.0354232788;16;71.5117409229;
