Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;3;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;3;20.0;2;8.14999961853;10.6999998093;4;22.0;
5;1;10.0;10.0;3;20.0;2;8.29999923706;10.5;4;22.0900000334;
6;1;11.0;10.0;3;20.0;2;9.39524936676;10.5;4;22.1871190071;
7;1;11.0;10.0;3;20.3999996185;2;9.99210166931;10.5;4;22.2917383909;
8;2;11.4200000763;10.1999998093;2;21.7264003754;2;10.0156412125;10.5;4;22.8371437788;
9;2;11.5179204941;10.3632001877;2;22.0803717375;2;10.1383571625;10.7100000381;4;23.3113827705;
10;2;11.6241111755;10.4951858521;2;23.229031086;2;10.2450618744;10.8792181015;4;23.6996542215;
11;2;11.968708992;11.0209560394;2;24.2060889006;2;10.3324222565;11.0;4;25.4997080564;
12;2;13.968708992;11.4571752548;2;25.0256328583;2;10.7374343872;11.7700004578;5;27.0797379017;
13;2;15.9687099457;11.8107032776;3;25.7081942558;2;12.4572515488;12.4126424789;4;28.4485538006;
14;2;17.0700531006;12.0916318893;2;26.2767795324;2;14.4572515488;12.9308347702;4;29.6330289841;
15;2;18.1088237762;12.3113050461;2;26.75398314;2;16.4572525024;13.3366470337;4;30.669192791;
16;2;19.1502399445;12.4808797836;2;26.9393253326;2;17.7094402313;13.6469516754;4;31.5947263241;
17;2;20.1943702698;12.5;2;27.0956480503;2;18.8129119873;13.879781723;4;32.3400559425;
18;2;21.241268158;12.5;2;27.261295557;2;19.9265136719;14.0;4;32.8895044327;
19;2;21.5;13.1783885956;5;27.4362905025;2;21.0501403809;14.0;4;33.4816474915;
20;3;22.2308864594;12.5;2;56.3705644608;2;21.5333709717;14.0;4;34.1130428314;
21;3;22.5;13.2861690521;2;58.5764482021;2;21.6754341125;14.0;4;34.7785673141;
22;3;23.5;13.3441839218;2;60.3129389286;2;21.825176239;14.0;4;35.4714341164;
23;3;25.4048480988;12.5;2;61.6388628483;2;21.9810714722;14.0;5;36.1833543777;
24;3;26.4680404663;12.5;3;62.6385753155;2;22.141254425;14.0;5;36.9048519135;
25;3;27.5336074829;12.5;4;63.3967206478;2;22.3035907745;14.0;6;37.6257123947;
26;3;27.5;13.5;4;63.6535346508;2;22.4657840729;14.0;6;38.3355398178;
27;3;27.5;13.5;4;63.891512394;2;22.6254959106;14.0;6;39.0243473053;
28;3;26.5;15.5;4;64.1341423988;2;22.7804775238;14.0;6;39.6831235886;
29;3;27.5;15.5;5;64.3803496361;2;22.9287014008;14.0;6;40.3043012619;
30;3;26.5;17.5;6;64.6289830208;2;21.0684661865;15.0;6;40.8820743561;
31;3;26.5;15.5;6;64.8788366318;2;20.1984672546;16.0;6;41.4125490189;
32;3;24.5;16.5;6;65.1286706924;3;20.3178215027;17.5;5;42.8937177658;
33;3;24.5;18.5;6;65.3772368431;3;20.4260864258;18.0;5;43.4852954149;
34;3;25.0;20.3136177063;8;65.6233024597;3;19.523191452;19.0;5;44.0521990061;
35;3;26.0;21.4366512299;8;65.8656759262;3;19.3094024658;20.0;5;44.5996294022;
36;3;26.0;18.4366512299;9;66.103228569;3;19.3852386475;21.0;6;45.1337410212;
37;3;26.9059677124;17.5;9;66.3349161148;3;19.4514026642;22.0;6;45.6612622738;
38;3;24.0;17.5;9;66.5597963333;3;19.5087108612;23.0;6;46.1891396046;
39;3;26.0;20.5;9;66.7770428658;3;19.5580348969;24.0;6;46.7230784893;
40;3;28.0;23.5;9;66.9859538078;3;19.6000003815;25.0;6;47.1118502617;
41;3;27.4249992371;24.5;9;67.1859588623;3;19.6000003815;26.0;6;47.544028759;
42;3;27.4249992371;27.5;9;67.3766198158;3;19.6000003815;27.0;6;48.0209121704;
43;3;28.4249992371;29.5;9;67.5576286316;3;20.6000003815;25.0;6;48.5427899361;
44;3;27.4249992371;28.5;10;67.7288007736;3;19.6000003815;26.0;8;49.1086950302;
45;4;27.4249992371;28.5;10;67.8900680542;3;20.6000003815;26.0;8;49.7161855698;
46;4;28.4249992371;29.5;10;68.0414676666;3;21.6000003815;27.0;9;50.3611893654;
47;4;27.4249992371;28.5;10;68.1831302643;3;22.6000003815;28.0;10;51.0379443169;
48;4;27.4249992371;28.5;12;68.3152666092;3;23.6000003815;29.0;10;51.7390680313;
49;4;28.4249992371;29.5;12;68.4381551743;3;24.6000003815;30.0;10;52.4557781219;
50;4;27.4249992371;28.5;12;68.5521306992;3;25.6000003815;29.0;13;53.1782588959;
51;4;29.4249992371;30.5;12;69.6575689316;3;25.8999996185;29.0;14;53.8961582184;
52;4;31.4249992371;32.5;12;69.8799999952;3;25.8999996185;29.0;14;54.5991659164;
53;4;32.4249992371;34.5;14;70.0254310369;3;25.8999996185;29.0;16;55.2776012421;
54;4;33.8076286316;36.0;14;70.1877241135;3;25.8999996185;29.0;16;55.9229507446;
55;4;34.8563156128;37.0;14;70.3683350086;3;25.8999996185;29.0;16;56.5282850266;
56;4;35.9104995728;37.0;15;70.5687118769;4;25.8999996185;29.0;14;67.088514328;
57;4;35.9249992371;37.9093551636;16;70.7902543545;4;26.8999996185;30.0;15;68.0004692078;
58;4;35.9249992371;38.0201263428;16;71.0342636108;4;27.8999996185;31.0;15;68.8372211456;
59;4;35.9249992371;37.0;16;71.3018820286;4;27.8999996185;32.0;16;69.5978107452;
60;4;35.9249992371;37.0;16;71.5940244198;4;27.8999996185;33.0;16;70.2832965851;
61;4;35.9249992371;37.0;16;75.3200588226;4;27.8999996185;34.0;17;70.896364212;
62;4;35.5765609741;36.0;16;78.1842000484;4;27.8999996185;34.0;17;71.4409132004;
63;4;33.5765609741;34.8899993896;16;80.3707203865;4;27.8999996185;34.0;17;71.9216709137;
64;4;34.5765609741;35.6872596741;16;82.0281701088;5;27.8999996185;34.0;17;72.3438501358;
65;5;33.5765609741;36.6872596741;15;83.861451149;5;27.8999996185;34.0;17;72.6481971741;
66;5;34.5765609741;39.6872596741;15;84.5663464069;5;27.8999996185;34.0;17;72.8191757202;
67;5;35.5765609741;39.6872596741;15;87.0578577518;5;27.8999996185;34.0;18;72.9705476761;
68;5;34.5;42.6872596741;15;89.2390220165;5;27.8999996185;34.0;18;73.0;
69;5;34.5;41.6872596741;16;91.1580984592;5;27.8999996185;34.0;17;75.0599994659;
70;6;32.5;42.6872596741;15;92.8657644987;5;26.0890007019;35.4199981689;15;77.744260788;
71;6;32.5;44.6872596741;16;94.2340341806;6;28.2291622162;35.7314720154;12;94.151927948;
72;6;32.5;42.0;15;95.3692026138;6;28.3310565948;38.957901001;12;96.1095805168;
73;6;31.5;43.0;15;96.4715034962;6;28.75;40.0;14;97.7418892384;
74;6;31.5;44.0;16;97.5264370441;6;29.0027999878;42.0;14;99.0214852095;
75;6;31.5;45.0;17;98.5212779045;6;29.0125999451;44.0;15;99.8063944578;
76;6;31.5;46.0;18;99.4117518663;6;28.75;45.6059188843;16;100.485529184;
77;6;31.5;47.0;18;100.143071175;8;27.75;47.6288757324;14;102.065632582;
78;6;31.5;48.0;18;100.806708097;8;27.75;49.6524085999;14;102.736328006;
79;6;31.5;49.0;20;101.401019573;8;26.75;51.6765136719;15;103.358941913;
80;6;31.5;50.0;21;101.927134871;8;25.75;53.7011871338;15;103.949078798;
81;7;30.6000003815;51.0;21;102.388353467;8;24.75;55.7264137268;16;104.423395753;
82;7;29.6000003815;52.0;21;102.789501548;8;24.0;56.7521820068;17;104.803772211;
83;7;29.6000003815;53.0;22;103.136314034;9;24.0;57.7784729004;16;105.233792782;
84;7;29.6000003815;54.0;22;103.434921503;9;24.0;58.8052787781;17;105.717982888;
85;7;29.6000003815;55.0;22;103.69144237;9;24.0;59.832572937;17;106.260354042;
86;7;29.6000003815;57.0;23;103.737469673;9;24.0;60.8603363037;17;106.864026308;
87;7;29.6000003815;59.0;23;103.776780486;9;25.0;60.832572937;17;107.530786633;
88;7;29.6000003815;61.0;24;103.816282272;9;26.0;60.832572937;18;108.260611415;
89;7;29.6000003815;63.0;25;103.855944753;10;27.0;60.832572937;17;110.051199794;
90;7;29.6000003815;65.0;25;103.89573729;10;29.0;61.832572937;17;111.077584863;
91;7;30.6000003815;64.0;26;103.935628533;10;31.0;62.0053710938;17;112.182181358;
92;7;29.6000003815;66.0;28;103.97558713;10;32.0;62.0354232788;18;113.358516812;
93;7;28.6000003815;66.0;28;104.015581131;10;32.75;62.0657539368;15;114.59784615;
94;7;28.6000003815;67.0;27;104.055578709;10;36.1097831726;64.0963287354;16;115.889689207;
95;8;28.6000003815;68.0;27;104.095547915;11;38.2389678955;67.0963287354;15;117.222601891;
96;8;29.6000003815;65.0;26;103.835457325;11;37.7222595215;70.0963287354;13;119.585064888;
97;8;30.6000003815;64.0;26;103.605273485;11;38.858505249;74.0963287354;14;121.066322207;
98;9;31.6000003815;63.0;25;104.501966357;10;37.9966316223;77.0963287354;14;121.357008934;
99;9;30.6000003815;65.0;24;104.962003946;10;38.1357002258;79.0963287354;15;122.749421597;
100;9;32.5999984741;64.0;24;105.406622648;10;38.2749404907;81.2827911377;15;124.137389183;
101;9;34.0;64.0;22;106.796158791;10;38.413734436;83.3140182495;16;125.515775204;
102;9;34.0;67.0;22;107.024764538;11;38.551574707;85.3451843262;16;126.879746437;
103;9;34.0;69.0;23;107.246152163;11;38.6879692078;87.3762512207;17;128.223994732;
104;10;34.0;71.0;23;107.479390383;12;38.8223991394;89.4071884155;16;129.542105913;
105;10;34.0;73.0;24;108.763582468;12;38.9542121887;91.4379425049;17;130.82624507;
106;10;36.0;76.0;24;109.390643239;12;39.0826225281;94.4684906006;18;132.067242146;
107;10;38.0;78.0;23;110.067541361;12;39.2067222595;97.4987792969;18;133.255078793;
108;10;38.0;80.0;24;110.796663523;12;39.3255081177;100.528793335;18;134.270941257;
109;10;38.0;82.0;27;111.580193877;12;39.4270935059;103.558486938;20;135.161699295;
110;10;38.0;84.0;27;112.420029402;12;39.516166687;106.587837219;20;136.000610352;
111;10;38.0;86.0;29;113.317680955;12;40.6000595093;106.500305176;21;136.778155088;
112;10;38.0;88.0;31;114.274158597;12;39.6778106689;108.889076233;23;137.488157749;
113;10;40.2274169922;90.5999984741;31;115.28984046;12;39.7488136292;113.226379395;23;138.127754688;
114;10;41.5289802551;90.5999984741;32;116.532034397;12;39.8127708435;116.265106201;24;138.697050571;
115;10;41.4532051086;93.0;30;117.674031496;12;39.8697013855;119.303161621;26;139.198570251;
116;10;42.5674057007;90.0;30;118.870633125;12;40.875038147;119.340499878;27;139.636615276;
117;10;39.8870658875;93.0;31;120.11796546;12;39.9636611938;122.377113342;27;140.016628742;
118;10;40.0117988586;93.0;32;122.410805702;12;41.0016593933;123.412963867;28;140.344637871;
119;10;40.141078949;94.0;31;123.862529635;12;40.0344619751;125.448028564;28;140.626807451;
120;10;40.2742538452;98.0;31;125.358187675;13;42.0393562317;122.482299805;27;140.7603755;
121;10;41.5358200073;99.0;33;126.889583349;14;40.0760345459;125.515762329;24;140.806990147;
122;10;41.6889572144;100.0;33;128.447459579;14;40.080696106;128.548400879;26;140.852407932;
123;10;40.844745636;104.0;33;131.021778584;14;42.0852394104;125.580184937;27;141.050714016;
124;10;43.0021820068;105.0;32;132.722083211;14;40.1050682068;128.718994141;28;141.251195431;
125;10;44.1602058411;106.0;33;134.430966377;14;41.1251182556;128.859344482;28;141.453076363;
126;10;43.4430961609;110.0;34;136.139462948;14;42.1453056335;126.000656128;28;141.655554295;
127;11;44.6139450073;111.0;29;137.839421153;14;40.1655540466;129.14239502;23;142.857812405;
128;11;44.7839431763;110.0;30;139.22379446;14;42.1857795715;130.283966064;23;144.089031935;
129;11;45.952381134;111.0;31;140.616820812;14;45.2059020996;129.424819946;24;145.378997564;
130;11;48.118686676;109.0;32;142.011080027;14;46.3318977356;132.56439209;24;146.729884863;
131;11;48.282409668;110.0;31;143.400727987;14;50.4669876099;134.702102661;21;147.143973947;
132;11;46.4432449341;113.0;32;144.781279325;14;52.6083984375;136.837463379;23;147.563652277;
133;11;46.600982666;113.0;32;146.149346352;14;53.756362915;138.969985962;24;147.988452554;
134;11;44.7555007935;116.0;33;147.502309799;14;55.7988510132;141.099212646;23;148.417943478;
135;11;45.9067420959;116.0;33;148.838007212;14;55.8417892456;142.224731445;24;148.851732492;
136;11;45.8838043213;116.0;34;150.154452562;14;56.1851730347;142.346221924;34;149.289465189;
137;11;45.0154457092;119.0;34;151.449596882;14;57.2289428711;143.463348389;36;149.730824351;
138;11;45.1449623108;122.0;35;153.269109726;14;56.2730827332;143.575881958;36;150.175525546;
139;12;46.3269119263;124.0;34;154.443554878;14;56.3175544739;146.683654785;29;150.623311043;
140;12;46.444355011;126.0;35;155.798913479;14;58.3623275757;148.786499023;29;151.073944569;
141;12;46.5448417664;129.0;36;157.095685005;14;61.4073982239;148.884353638;30;151.527202249;
142;12;48.6447982788;130.0;37;159.642529488;14;62.4527206421;151.977172852;31;151.982864738;
