Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
6;1;11.0;10.0;4;20.0;1;9.14999961853;10.5;5;21.0;
7;1;11.0;10.0;4;20.3999996185;1;9.72500038147;10.5;5;21.0;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;9.72500038147;10.5;5;21.4200000763;
9;1;11.2179203033;10.3632001877;4;20.9903717041;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;11.597111702;10.4951858521;3;23.0419120789;1;9.8956489563;10.8792181015;5;22.0;
11;2;11.9125738144;11.0209560394;3;23.9543504715;2;9.94999980927;11.1999998093;4;24.5400009155;
12;2;12.1863059998;11.4571752548;3;24.7025904655;2;10.5215005875;11.7700004578;5;25.9852849245;
13;2;14.9245738983;11.8107032776;4;25.3068172932;2;12.2109994888;12.4126424789;5;27.2054134607;
14;2;16.9245738983;12.0916318893;4;25.789717555;2;14.2109994888;12.9308347702;5;28.2274179459;
15;2;17.9627056122;12.3113050461;4;26.1736010313;2;16.2110004425;13.3366470337;5;29.0880752802;
16;2;18.9761257172;12.4808797836;4;26.2577478886;2;17.3536891937;13.6469516754;5;29.82655406;
17;2;19.9898986816;12.5;4;26.3048160076;2;18.4150733948;13.879781723;5;30.375654459;
18;2;21.0040187836;12.5;4;26.3530313969;2;19.4845237732;14.0;5;30.7230784893;
19;2;21.9059104919;12.5;4;26.4023760557;2;20.5626926422;14.0;5;31.1118502617;
20;2;21.9207134247;12.5;4;26.4528282881;2;21.0001659393;14.0;5;31.544028759;
21;2;21.9358482361;12.5;6;26.5043625832;2;21.0974063873;14.0;5;32.0209121704;
22;2;21.9513092041;12.5;6;26.5569496155;2;21.2047042847;14.0;5;32.5427899361;
23;2;21.9670848846;12.5;6;26.6105561256;2;21.3221263885;14.0;6;33.1086950302;
24;2;21.9831676483;12.5;6;26.6651450396;2;21.4494552612;14.0;6;33.7161855698;
25;2;21.5;12.99954319;6;26.72067523;2;21.5861415863;14.0;6;34.3611893654;
26;2;21.5;13.0162029266;8;26.7771017551;2;21.7312660217;14.0;6;35.0379443169;
27;2;22.0331306458;12.5;8;26.8343759775;2;21.8835372925;14.0;6;35.7390680313;
28;2;21.5;13.4171876907;8;26.8924454451;2;22.0412902832;14.0;6;36.4557781219;
29;2;22.0677337646;12.5;8;26.9512542486;2;22.2025489807;14.0;6;37.1782588959;
30;2;21.5;13.4756269455;9;27.0107431412;2;22.36510849;14.0;7;37.8961582184;
31;2;21.5;13.5053710938;9;27.0708494186;2;22.5266342163;14.0;7;38.5991659164;
32;2;22.1212539673;12.5;9;27.1315076351;2;22.6848106384;14.0;7;39.2776012421;
33;2;21.5;13.5;9;27.1926498413;2;22.8374595642;14.0;7;39.9229507446;
34;2;22.1577949524;12.5;9;27.2542052269;3;23.9826622009;14.5;6;41.5282850266;
35;2;21.5;13.5;9;27.3161010742;3;25.1188621521;14.5;6;42.2485142946;
36;3;22.1948299408;12.5;5;42.3782629967;3;25.2449150085;14.5799999237;6;42.9442135096;
37;3;22.5;13.5;5;43.1906147003;3;25.3601055145;14.0;6;43.6169452667;
38;3;24.2321853638;14.5;5;43.9224538803;3;25.4641342163;14.0;6;44.2700439692;
39;3;24.2509231567;15.5;5;44.5728693008;3;25.5570697784;14.0;7;44.9082524776;
40;3;24.2696743011;16.5;5;45.1443061829;3;25.6392822266;14.0;7;45.5373003483;
41;3;24.2884101868;17.5;5;45.6416988373;3;25.7113685608;14.0;7;46.163449049;
42;3;25.3071117401;19.5;5;46.0715999603;3;25.7740821838;14.0;8;46.793033123;
43;3;26.3257522583;21.5;6;46.4413905144;3;25.8282661438;17.0;8;47.4320178032;
44;3;27.3443107605;23.5;7;46.7586472034;3;25.874797821;20.0;8;48.0209121704;
45;3;28.3627662659;25.5;7;46.936971426;3;23.8999996185;23.0;8;48.5427899361;
46;3;28.6560916901;27.5;7;46.9975619316;3;22.8999996185;26.0;8;49.1086950302;
47;4;29.6742687225;28.5;7;48.0575861931;3;21.8999996185;29.0;8;49.7161855698;
48;4;30.692276001;29.5;7;48.24697721;3;20.8999996185;30.0;8;50.3611893654;
49;4;31.0490932465;30.5;7;48.4511016607;3;19.8999996185;31.0;8;51.0379443169;
50;4;31.1103305817;31.5;7;48.6713294983;3;19.6000003815;32.0;10;51.7390680313;
51;5;31.176399231;32.5;6;48.9090585709;3;19.6000003815;33.0;10;52.4557781219;
52;5;30.2604999542;32.5;6;49.1656829119;3;19.6000003815;34.0;11;53.1782588959;
53;5;30.3206138611;32.5;6;49.4425518513;3;19.6000003815;35.0;12;53.8961582184;
54;5;30.3870754242;32.5;7;49.74091959;3;19.6000003815;36.0;12;54.5991659164;
55;5;30.4602794647;32.5;7;50.0618860722;4;20.6000003815;38.0;14;56.2776012421;
56;5;30.5405635834;32.5;7;50.406327486;5;22.6000003815;37.0;11;78.8329507113;
57;5;27.7749996185;35.5;8;50.7748212814;5;22.6000003815;40.0;11;80.7095285654;
58;6;27.7233905792;32.5;7;51.167566061;6;24.6000003815;40.0;6;97.3736543655;
59;6;27.650270462;32.5;6;51.584302187;6;26.6000003815;42.0;6;99.5920940638;
60;7;27.6137733459;35.5;5;53.0242376328;6;28.6000003815;43.0;6;101.559552908;
61;7;28.628112793;38.5;5;54.6159876585;6;27.6000003815;46.0;7;103.304271936;
62;7;30.6420974731;39.5;5;55.2629660368;6;27.6000003815;48.0;12;104.830610037;
63;7;32.5728912354;42.5;4;55.9696462154;6;28.6000003815;50.0;11;105.974822521;
64;7;32.3398666382;42.5;4;58.4745969772;6;29.6000003815;52.0;12;107.053489208;
65;7;33.3532028198;45.0;8;61.7163969278;7;31.6000003815;51.0;12;108.079113007;
66;8;34.3021087646;49.3479995728;4;89.5462603569;6;25.6000003815;46.0;14;83.3135418892;
67;8;33.2392539978;55.3311347961;5;92.028760314;7;26.6000003815;46.0;13;84.1086950302;
68;8;32.9586982727;60.248664856;6;94.0705553293;7;27.6000003815;46.0;14;84.7161855698;
69;9;33.0595474243;65.5029449463;5;95.5121576786;8;28.6000003815;46.0;13;87.8455119133;
70;9;33.1711730957;70.5699310303;5;96.7486778498;8;29.7080001831;46.4199981689;14;90.5856251717;
71;9;33.2123565674;74.2037658691;7;98.0036158562;8;30.4306030273;47.7314720154;13;92.994966507;
72;9;33.2123565674;75.6482315063;8;99.2696954012;8;30.6125068665;48.957901001;13;94.8860082626;
73;9;33.2123565674;77.6555786133;9;100.539756179;8;30.6993408203;50.0;14;97.53764534;
74;9;32.2123565674;81.95652771;11;101.806814313;8;31.7565040588;52.0;15;98.8649835587;
75;10;33.0;83.9990768433;12;103.064063907;8;30.7999992371;55.0;13;99.7911114693;
76;10;35.0;84.1256484985;13;104.304839134;8;29.7999992371;58.0;12;100.687143564;
77;11;35.0999984741;85.2178421021;12;105.522584319;8;28.7999992371;61.0;12;102.539341807;
78;11;34.0999984741;89.309967041;14;106.710856557;8;28.7999992371;63.0;15;103.516633511;
79;11;35.0999984741;90.4019546509;11;107.863394976;8;29.7999992371;65.0;16;104.461428881;
80;11;35.0999984741;92.4937667847;13;108.974253774;8;29.7999992371;68.0;18;105.373498082;
81;11;34.0999984741;97.2538986206;14;111.037988067;9;30.75;71.0;18;106.256073356;
82;11;36.0999984741;99.6562042236;14;112.249881744;9;30.75;74.0;20;107.115284085;
83;11;39.0999984741;96.7470779419;14;114.443753481;9;30.75;76.0;18;107.959386706;
84;11;37.0999984741;103.837516785;16;115.647209764;9;30.75;78.0;18;108.797886848;
85;11;39.0999984741;107.927436829;17;116.855118752;9;30.75;80.0;18;109.640632868;
86;11;40.0999984741;114.773353577;18;118.042500377;9;30.75;82.0;19;110.496924877;
87;13;41.0999984741;119.855506897;15;119.280019641;9;29.75;82.0;19;112.361555696;
88;13;42.0999984741;124.938743591;16;120.57649684;10;28.75;86.0;18;113.128841162;
89;13;42.0999984741;126.022880554;18;121.940979838;10;28.75;90.0;18;113.958231211;
90;13;41.0999984741;130.107711792;20;123.381759644;10;28.75;91.0;19;114.844771266;
91;13;42.0999984741;134.334793091;19;124.905229211;10;27.75;92.0;19;115.780608892;
92;13;45.0999984741;132.436080933;20;126.514671922;10;26.0;96.0;20;116.755005121;
93;14;44.0999984741;136.537414551;21;129.209102273;10;27.0;96.0;21;117.754654169;
94;14;47.0999984741;138.638580322;21;131.132322907;10;27.0;96.0;19;118.764326811;
95;14;50.0999984741;137.739379883;20;133.00741601;10;26.0;99.0;21;119.767803192;
96;14;48.5;142.839553833;23;134.95981288;10;28.0;98.0;21;120.74898994;
97;15;49.5;144.938949585;24;136.983332396;10;29.0;96.0;21;121.693062186;
98;16;50.5;144.350067139;23;139.052078605;10;29.0;98.0;22;122.587468624;
99;16;50.5;147.447235107;23;142.138935208;10;31.0;97.0;21;123.422644138;
100;16;55.1777610779;146.543029785;25;144.367665887;10;32.0;96.0;21;124.19235754;
