Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;2;8.0;10.8999996185;4;22.0;
4;1;9.0;10.0;5;20.0;2;8.29999923706;10.5;4;22.0900000334;
5;1;10.0;10.0;5;20.0;2;8.31349945068;10.5;4;22.1871190071;
6;1;11.0;10.0;5;20.0;2;9.41710090637;10.5;3;22.2917383909;
7;1;11.0;10.0;5;20.3999996185;2;10.0156412125;10.5;3;22.4042263031;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;10.0409517288;10.5;3;22.9589728117;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;10.1657686234;10.7100000381;3;23.4430115223;
10;1;11.2971115112;10.4951858521;4;22.0419120789;2;10.2746782303;10.8792181015;3;23.8415006399;
11;2;11.9125738144;11.0209560394;3;23.9143505096;2;10.3643379211;11.0;3;25.6606454849;
12;2;12.1743059158;11.4571752548;3;24.6514065266;2;10.773645401;11.7700004578;4;27.2614676952;
13;2;14.9125738144;11.8107032776;4;25.2438547611;2;12.4981412888;12.4126424789;4;28.6526534557;
14;2;16.9125728607;12.0916318893;4;25.7143762112;2;14.4981412888;12.9308347702;4;29.8608493805;
15;2;17.9401035309;12.3113050461;4;26.0852768421;2;16.4981403351;13.3366470337;4;30.9217379093;
16;2;18.94962883;12.4808797836;4;26.1558350325;2;17.7662620544;13.6469516754;4;31.8725180626;
17;2;19.9593238831;12.5;4;26.1887089014;2;18.8754138947;13.879781723;4;32.6429929733;
18;2;20.9691867828;12.5;4;26.2221269608;2;19.9946746826;14.0;4;33.2167277336;
19;2;21.8666381836;12.5;5;26.2560760975;2;21.1237640381;14.0;4;33.8314290047;
20;2;21.8768234253;12.5;5;26.2905418873;2;21.6120700836;14.0;4;34.4827160835;
21;2;21.8871631622;12.5;5;26.3255085945;2;21.7586097717;14.0;4;35.1645216942;
22;2;21.8976516724;12.5;5;26.3609591722;2;21.9120159149;14.0;4;35.8691868782;
23;2;21.9082870483;12.5;6;26.3968753815;2;22.0705661774;14.0;5;36.5877075195;
24;2;21.9190635681;12.5;6;26.4332377911;2;22.2322330475;14.0;5;37.3101301193;
25;2;21.5;12.9299716949;7;26.4700255394;2;22.3947792053;14.0;5;38.0260667801;
26;2;21.5;12.9410076141;7;26.5072168112;2;22.5558643341;14.0;5;38.7252779007;
27;2;21.9521656036;12.5;7;26.5447884798;2;22.713186264;14.0;6;39.3982591629;
28;2;21.9634361267;12.5;7;26.5827163458;2;22.8646087646;14.0;6;40.0367603302;
29;2;21.5;13.2913579941;7;26.6209751368;2;23.0082702637;14.0;6;40.6341733932;
30;2;21.9862918854;12.5;7;26.6595385075;2;21.1426887512;15.0;6;41.1857595444;
31;2;21.9978618622;12.5;7;26.6983793974;2;20.2667961121;16.0;6;41.6886959076;
32;2;22.009513855;12.5;7;26.7374696732;2;19.3799552917;17.0;6;42.1419706345;
33;2;22.0212402344;12.5;7;26.7767804861;2;18.4819431305;18.0;6;42.5461521149;
34;2;21.5;13.3883905411;7;26.8162822723;2;17.572883606;19.0;6;42.9030923843;
35;2;21.5;13.4081411362;7;26.8559447527;2;17.3531951904;20.0;7;43.215596199;
36;2;22.0567836761;12.5;8;26.8957372904;2;17.4235095978;21.0;7;43.4871034622;
37;2;22.0687217712;12.5;8;26.9356285334;2;17.4845981598;22.0;7;43.7214069366;
38;2;21.5;13.4678144455;8;26.9755871296;2;17.5373153687;23.0;7;43.922419548;
39;2;22.0926761627;12.5;8;27.015581131;2;17.5825443268;24.0;7;44.0;
40;2;21.5;13.5;10;27.0555787086;2;17.6000003815;25.0;8;44.0;
41;2;21.5;13.5277891159;10;27.0955479145;2;17.6000003815;26.0;10;44.0;
42;2;22.1286640167;12.5;10;27.135456562;2;17.6000003815;27.0;11;44.0;
43;2;22.1406364441;14.5;11;27.17527318;2;18.6000003815;25.0;11;44.0;
44;2;22.1525821686;16.5;11;27.2149660587;2;17.6000003815;26.0;12;44.0;
45;2;22.1644897461;18.5;11;27.2545039654;2;17.6000003815;27.0;12;44.0;
46;2;22.1763515472;20.5;12;27.293856144;2;18.6000003815;25.0;13;44.0;
47;2;22.1881561279;22.5;12;27.3329925537;2;19.6000003815;25.0;13;44.0;
48;2;22.1998977661;22.5;13;27.3718836308;2;20.6000003815;25.0;13;44.0;
49;2;22.2115650177;22.5;13;27.4105007648;2;21.6000003815;25.0;15;44.0;
50;2;22.2231502533;22.5;14;27.4488155842;2;22.6000003815;25.0;15;44.0;
51;2;22.2346439362;22.5;14;27.4868011475;2;23.6000003815;25.0;15;44.0;
52;2;21.5;23.5;15;27.5244314671;2;23.8999996185;24.0;16;44.0;
53;2;22.2573299408;22.5;15;27.5616812706;2;23.8999996185;24.0;16;44.0;
54;2;21.5;23.5;15;27.5985264778;2;23.8999996185;24.0;16;44.0;
55;2;22.2795581818;22.5;16;27.6349442005;2;23.8999996185;24.0;17;44.0;
56;3;22.2904834747;22.5;16;27.6709127426;2;23.8999996185;24.0;17;44.0;
57;3;21.5;23.5;16;27.7064116001;2;23.8999996185;24.0;17;44.0;
58;3;22.3119239807;22.5;17;27.7414214611;2;23.8999996185;24.0;18;44.0;
59;3;21.5;23.5;17;27.7759244442;2;23.8999996185;24.0;18;44.0;
60;4;21.5;23.8879623413;12;42.8099038601;2;23.8999996185;24.0;17;44.0;
61;4;22.5;23.5;12;43.59334445;2;23.8999996185;24.0;18;44.0;
62;4;23.5;25.5;12;44.2956066132;3;23.8999996185;24.0;18;44.0;
63;4;25.3628692627;25.5;12;44.915844202;3;23.8999996185;24.0;17;44.0;
64;4;25.5;27.5;10;45.4565691948;3;23.8999996185;24.0;17;44.0;
65;4;26.5;28.9701499939;11;45.9227843285;3;23.8999996185;24.0;18;44.0;
66;4;24.5;29.9857292175;11;46.3190898895;4;24.8999996185;25.0;17;45.0;
67;4;26.3999996185;27.5;11;46.6270179749;4;25.8999996185;26.0;17;45.1599999666;
68;4;24.3999996185;28.5;9;46.8827629089;4;25.8999996185;27.0;18;45.3437439203;
69;4;24.3999996185;29.5;9;49.5313839912;4;25.8999996185;28.0;18;45.5541238785;
70;4;23.5;29.5;8;50.9031059742;4;25.8999996185;29.0;18;45.7941719294;
71;4;24.5;31.3899993896;9;52.003983736;4;25.8999996185;29.0;19;46.0669906139;
72;4;25.5;34.6872596741;9;52.8812069893;5;25.8999996185;29.0;19;47.7369940281;
73;4;27.3458442688;32.9097442627;10;53.4310256243;5;24.0890007019;30.4200000763;20;49.1760447025;
74;4;28.3999996185;34.0;12;53.561067462;5;25.2291622162;29.7314720154;20;50.4404857159;
75;5;26.3999996185;35.6059188843;11;53.6622619629;5;23.3310565948;30.9579029083;20;51.3412594795;
76;5;26.3999996185;36.6288757324;11;53.76364851;5;24.3500003815;30.0;21;52.1716132164;
77;4;24.3999996185;32.0;12;52.5121388435;6;22.75;31.0;18;54.3085591793;
78;4;24.3999996185;33.0;12;52.564394474;6;24.75;31.0;18;55.0571115017;
79;4;24.3999996185;34.0;12;52.6155650616;6;26.75;32.0;18;56.8648661375;
80;4;24.3999996185;35.0;12;52.6656200886;6;23.75;36.0;18;57.785553813;
81;4;24.3999996185;36.0;12;52.714533329;6;23.75;41.0;18;58.7529444695;
82;4;24.3999996185;37.0;13;53.7622823715;6;23.75;46.0;18;59.7551392317;
83;4;25.3999996185;39.0;13;53.9888488054;6;25.75;47.0;19;60.7779278755;
84;4;26.3999996185;41.0;13;56.5606706142;6;27.75;49.0;20;61.8055779934;
85;4;25.3999996185;41.0;13;58.6746848822;8;28.75;52.0;16;77.8218666315;
86;5;25.3999996185;43.2291984558;14;60.4086748362;8;30.75;56.0;20;79.8612306118;
87;5;26.3999996185;45.6162643433;14;61.848231554;8;31.75;60.0;20;81.7648398876;
88;5;27.3999996185;46.8922767639;14;62.9026288986;8;32.75;64.0;20;83.5109788179;
89;5;28.6000003815;45.0;15;63.5719442368;8;33.75;68.0;20;85.0880053043;
90;5;27.6000003815;45.0;14;64.1708996296;8;34.75;72.0;24;86.4935644865;
91;5;27.6000003815;45.0;15;64.8278489113;8;35.75;75.0;24;87.7329325676;
92;6;27.6000003815;45.0;14;66.5444359779;8;36.75;78.0;24;88.8169751167;
93;6;25.6000003815;48.0;15;67.5005193949;9;37.75;81.0;23;89.7600848675;
94;6;24.6000003815;51.0;15;68.5439815521;9;36.9198875427;82.0;24;90.5783863068;
95;6;22.6000003815;54.0;17;69.6740597486;9;37.0083465576;84.0;24;91.1896095276;
96;7;22.6000003815;58.0;16;71.8874121904;9;38.0499992371;86.1670608521;24;91.6168603897;
97;7;22.6000003815;62.0;17;73.2680236101;9;37.0499992371;86.2215118408;25;91.9949717522;
98;7;23.0;62.0;17;74.7344777584;9;36.0499992371;86.2771759033;25;92.1709940434;
99;7;23.0;66.0;17;76.985296607;9;36.0499992371;86.3339538574;25;92.3490703106;
100;7;22.0;68.5149993896;19;77.4471165538;9;35.0499992371;86.391746521;25;92.5288934708;
101;7;24.0;68.5149993896;18;79.7876152396;9;34.0499992371;86.4504241943;26;92.7101397514;
102;7;24.0;71.5149993896;19;81.4571512341;9;34.0499992371;86.5098876953;27;92.8924710751;
103;7;24.0;74.5149993896;20;83.1442002058;9;33.0499992371;86.5699768066;28;93.0755372047;
104;7;24.0;72.5149993896;20;83.623496294;9;32.2999992371;86.6305847168;28;93.2589786053;
105;7;25.0;72.5149993896;23;86.0088698864;9;32.2999992371;86.6915435791;30;93.4424290657;
106;8;24.0;75.5149993896;22;87.6833888292;9;32.2999992371;86.7527313232;29;93.6255192757;
107;8;25.0;76.4849014282;23;89.3380995989;9;33.2999992371;88.53956604;30;93.8078799248;
108;8;25.0;76.4995956421;23;90.963612318;9;32.2999992371;88.6252059937;30;93.9891445637;
109;8;25.0;76.5145874023;23;92.5499103069;9;33.2999992371;90.7105178833;30;94.1689529419;
110;8;26.0;77.529876709;24;94.0864835978;9;34.2999992371;92.7952957153;32;94.3469543457;
111;8;27.3272743225;78.0;25;95.5627963543;9;36.2999992371;91.8793487549;32;94.5228106976;
112;8;28.0;79.7858505249;24;97.9689821005;9;36.2999992371;93.9624633789;30;94.6961984634;
113;8;28.3464851379;80.0;25;99.2678780556;9;37.2999992371;96.0444641113;30;94.8668131828;
114;8;29.3563423157;81.0;25;100.384345531;9;39.0499992371;95.1251602173;31;95.0343689919;
115;8;30.0;83.8548431396;26;101.439016938;9;39.0499992371;94.2043991089;31;95.1986021996;
116;8;30.0;84.8548431396;25;100.933021665;9;38.0499992371;96.2820205688;31;95.3592734337;
117;8;33.0;84.7907409668;23;102.688619256;9;39.0499992371;95.3578796387;31;95.5161671638;
118;10;33.3486175537;85.0;22;103.680709124;9;39.0499992371;94.431854248;32;95.8136343956;
119;11;33.2000007629;87.8365249634;21;104.6102494;9;38.0499992371;96.5038299561;32;96.411511898;
120;11;33.5685653687;89.0;22;105.420941114;9;39.0499992371;95.7839508057;33;97.0220942497;
121;11;34.5787811279;88.0;24;106.1782161;9;39.0499992371;95.0713119507;33;97.6415534019;
122;11;34.2000007629;87.9080200195;25;106.887704015;9;38.0499992371;97.3637924194;33;98.2657604218;
123;11;32.2000007629;88.9080200195;25;105.979713798;9;39.0499992371;96.6590423584;33;99.8903970718;
124;11;32.1100006104;86.9080200195;25;105.203065157;9;40.0499992371;96.9546279907;34;101.571080208;
125;11;33.1100006104;85.9080200195;26;105.638069153;9;41.0499992371;101.248039246;34;103.306459427;
126;11;33.1100006104;87.8000946045;27;106.207058668;9;44.0499992371;103.536827087;36;104.055451751;
127;11;33.1100006104;88.8469543457;27;106.89642179;9;45.0499992371;105.818664551;37;104.794587016;
128;11;34.1100006104;86.8959960938;27;107.692047119;9;44.0499992371;111.091423035;38;105.520593405;
129;11;33.1100006104;87.9472503662;28;109.579378486;9;45.0499992371;113.353225708;39;106.230676055;
130;11;34.1100006104;90.0007400513;29;110.603502035;9;45.0499992371;115.602523804;39;106.922564149;
131;11;37.0;89.0564880371;29;111.692243934;9;44.0499992371;120.838088989;42;107.594527245;
132;11;37.3425445557;90.0;30;112.83043766;9;45.0499992371;123.059051514;42;108.245366931;
133;11;35.864906311;92.0;30;114.002951741;9;45.0499992371;125.26486969;45;108.874387622;
134;11;35.864906311;93.2372817993;31;115.19486165;9;44.0499992371;130.455322266;47;109.481344223;
135;11;34.864906311;93.3020172119;31;116.391656995;9;45.0499992371;132.630493164;48;110.066382408;
136;11;34.864906311;93.3689422607;32;117.57949543;9;45.0499992371;134.636291504;48;110.629972816;
137;11;33.864906311;93.43800354;33;118.745508075;10;44.0499992371;138.797164917;50;111.172836065;
