Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.3999996185;16.0;4;32.0;1;11.8999996185;8.625;4;17.25;
2;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;5;17.25;
3;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;5;17.25;
4;1;11.3999996185;16.0;6;31.7439994812;1;11.8999996185;8.625;6;17.25;
5;1;12.3999996185;15.8719997406;6;31.5135993958;1;12.8999996185;8.625;6;17.25;
6;1;13.3999996185;15.7567996979;6;31.1014404297;1;13.8999996185;8.625;6;17.25;
7;1;14.3304319382;15.5507202148;6;30.8160972595;1;14.8999996185;8.625;6;17.5949993134;
8;1;14.2448291779;15.4080486298;6;30.5592880249;1;15.5569992065;8.79749965668;5;17.8861961365;
9;1;14.1677865982;15.2796440125;6;31.2049179077;2;16.3317184448;8.94309806824;4;19.6667137146;
10;1;16.2448291779;15.6024589539;6;31.6627197266;2;16.8000278473;9.3333568573;4;20.3755960464;
11;1;17.2448291779;15.8313598633;6;31.672000885;2;18.8000278473;9.6677980423;4;20.9802966118;
12;1;18.2448291779;15.8360004425;6;31.672000885;2;20.8000278473;9.94955635071;4;21.4904720783;
13;1;19.2448291779;15.8360004425;7;31.672000885;2;21.8741588593;10.1834592819;4;21.9175518751;
14;2;21.2448291779;15.8360004425;6;32.672000885;2;22.1505317688;10.3752222061;4;22.2734507322;
15;2;23.2448291779;15.8360004425;6;32.8400456905;2;22.3640708923;10.5308046341;4;22.5077478886;
16;2;23.8520126343;15.8360004425;6;33.0343667269;2;22.5046482086;10.625;4;22.5548160076;
17;2;23.9103107452;15.8360004425;6;33.2583684921;2;22.5328903198;10.625;4;22.6030313969;
18;3;23.5016002655;16.3119106293;6;33.5156474113;2;22.5618190765;10.625;4;22.6523760557;
19;3;23.5016002655;15.8360004425;6;33.7859854698;2;22.591424942;10.625;4;22.7028282881;
20;3;23.5016002655;16.4701957703;6;34.0902488232;2;22.6216964722;10.625;4;22.7543625832;
21;3;24.2270736694;15.8360004425;6;34.4309465885;2;24.6526184082;10.625;4;22.8069496155;
22;3;23.5016002655;16.663684845;6;34.8102443218;2;24.75;11.0920848846;4;22.8605561256;
23;3;23.5016002655;16.7774734497;6;35.2297842503;2;25.75;11.4302778244;4;22.9151450396;
24;3;24.5016002655;15.8360004425;6;35.6904845238;2;26.75;11.457572937;5;22.97067523;
25;3;23.5016002655;16.8360004425;7;36.1923279762;2;26.75;11.4853372574;6;23.0271017551;
26;3;24.5016002655;15.8360004425;8;36.7341589928;2;26.75;11.5135507584;6;23.0843759775;
27;3;23.5016002655;16.8360004425;8;37.3135085106;2;26.75;11.5421876907;6;23.1424454451;
28;3;24.5016002655;15.8360004425;9;37.9264783859;2;26.75;11.5712223053;6;23.2012542486;
29;3;23.5016002655;16.8360004425;9;38.5677118301;2;26.75;11.6006269455;6;23.2607431412;
30;3;23.5016002655;17.8360004425;9;39.2304692268;3;26.75;11.6303710938;5;23.3208494186;
31;3;23.5016002655;18.8360004425;9;39.9068307877;3;26.75;10.625;5;23.3815076351;
32;3;23.5016002655;19.8360004425;9;40.588019371;3;26.75;11.625;6;23.4426498413;
33;3;22.5016002655;18.8360004425;9;41.2648210526;3;26.75;11.7213249207;6;23.5042052269;
34;3;22.5016002655;18.8360004425;9;41.9280729294;3;26.75;11.7521028519;6;23.5661010742;
35;3;23.5016002655;19.8360004425;8;42.5691585541;3;26.75;11.7830505371;6;23.6282629967;
36;3;23.5016002655;20.8360004425;7;43.1804571152;3;26.75;11.8141317368;6;23.6906147003;
37;3;21.5016002655;19.8360004425;7;43.7556972504;3;27.75;13.8141317368;6;23.7530794144;
38;4;22.5016002655;21.8360004425;5;59.2901802063;3;26.75;15.8141317368;5;23.8155794144;
39;4;23.5514411926;24.8360004425;6;60.5308618546;3;27.75;17.8141326904;6;24.878036499;
40;4;24.5514411926;26.8360004425;6;61.6456766129;3;29.3268222809;20.625;6;24.9703724384;
41;4;24.5514411926;28.8360004425;7;62.5712556839;3;30.3642234802;22.625;7;25.0631010532;
42;4;24.5514411926;29.8360004425;7;63.3794031143;3;30.401506424;23.625;10;25.1561386585;
43;4;24.5514411926;30.8360004425;8;64.0776147842;4;30.4386234283;24.625;7;53.9994015694;
44;4;24.5514411926;31.8360004425;8;64.6753759384;4;31.4755306244;26.625;7;56.1053072214;
45;4;24.5514411926;32.8359985352;7;65.1831874847;4;30.75;28.625;7;59.2711745501;
46;4;24.5514411926;33.8359985352;7;65.6002578735;4;30.75;30.1237812042;8;61.7043347359;
47;4;24.5514411926;34.8359985352;8;65.7174949646;4;30.75;31.153793335;8;63.4527995586;
48;4;24.5514411926;35.8359985352;8;65.7174949646;4;30.75;32.1834869385;8;64.6506836414;
49;4;24.5514411926;36.8359985352;9;65.7174949646;4;30.75;32.2128372192;9;65.4504523277;
50;4;24.5514411926;37.8359985352;10;65.7174949646;4;31.75;31.625;10;65.6516827345;
51;4;24.5514411926;38.8359985352;10;65.7174949646;5;32.7244338989;32.625;9;65.7438464165;
52;4;24.5514411926;39.8359985352;12;65.7174949646;5;32.7581825256;33.625;9;65.8355352879;
53;4;24.5514411926;40.8359985352;13;65.7174949646;5;32.7913780212;34.625;11;65.9266815186;
54;4;24.5514411926;41.8359985352;15;65.7174949646;5;32.8239936829;35.625;11;66.0172208548;
55;4;24.5514411926;42.236000061;17;65.7174949646;5;32.8560028076;36.625;12;66.1070915461;
56;4;24.5514411926;42.236000061;17;65.7174949646;5;32.8873825073;37.625;12;66.1962345839;
57;5;24.5514411926;42.236000061;16;65.7174949646;5;32.9181098938;38.625;13;69.6889564991;
58;5;24.5514411926;42.236000061;16;65.7174949646;6;33.4859199524;40.0234375;12;73.1438566446;
59;5;24.5514411926;42.236000061;17;65.7174949646;6;34.9665794373;42.3489723206;12;74.8945792913;
60;5;24.5514411926;42.236000061;17;65.7174949646;7;36.370174408;44.6102333069;7;85.8085815907;
61;5;24.5514411926;42.236000061;17;65.7174949646;7;35.6181030273;48.8168411255;7;86.9138300419;
62;5;24.5514411926;42.236000061;19;65.7174949646;7;36.3739547729;52.9782943726;8;87.7151196003;
63;5;24.5514411926;42.236000061;19;67.7737960815;7;36.4000015259;56.2548828125;9;88.4450165033;
64;5;24.8565559387;43.1430282593;19;69.3588523865;8;36.4000015259;58.9930915833;8;89.144417882;
65;5;25.072473526;43.8282089233;21;70.568479538;8;36.4000015259;60.399974823;8;89.811809063;
66;5;25.2211036682;44.3385162354;21;71.2048110962;8;36.4000015259;62.2129516602;11;91.4465843439;
67;5;25.2448005676;44.5740203857;21;71.6434440613;8;37.4000015259;64.3232803345;11;92.0789244175;
68;5;26.2448005676;44.7200012207;22;71.6532669067;8;39.4000015259;64.3658294678;12;92.6802436113;
69;6;25.2448005676;45.7200012207;21;71.6532669067;8;40.4000015259;65.8698272705;12;93.2518481016;
70;6;25.2448005676;46.7200012207;21;71.6532669067;8;39.4000015259;68.9155807495;12;93.7953884602;
71;6;25.2448005676;47.7200012207;22;71.6532669067;8;36.4000015259;72.9629058838;14;94.3127251863;
72;6;25.2448005676;48.7200012207;22;71.6532669067;9;35.4000015259;73.820854187;13;94.8058217764;
73;6;24.2448005676;47.7200012207;22;71.6532669067;9;34.4000015259;73.8942108154;14;95.1809792519;
74;6;24.2448005676;47.7200012207;23;71.6532669067;9;34.4000015259;75.9693908691;15;95.5039932728;
75;6;24.2448005676;47.7200012207;23;71.6532669067;10;32.4000015259;73.0;12;95.8254516125;
76;6;24.2448005676;48.7200012207;20;71.6532669067;10;30.4000015259;75.0;13;96.1450321674;
77;6;23.6763820648;49.7200012207;16;71.6532669067;11;29.4000015259;77.0;11;95.9624215364;
78;6;22.6763820648;50.7200012207;16;71.6532669067;11;29.4000015259;76.0;11;95.8273134232;
79;6;21.6763820648;51.7200012207;16;71.6532669067;11;27.4000015259;80.9778137207;11;95.7344117165;
80;6;20.6763820648;52.7200012207;16;71.6532669067;11;27.4000015259;81.4536972046;13;95.6789221764;
81;6;20.4315814972;53.7200012207;16;71.6532669067;11;25.4000015259;84.5389022827;14;96.656506896;
82;6;20.4315814972;54.7200012207;18;71.6532669067;11;26.4000015259;85.6250305176;15;96.7024294138;
83;6;20.4315814972;55.7200012207;18;71.6130008698;11;27.0;86.7119369507;15;96.7084857225;
84;6;20.42070961;56.7200012207;18;71.5767631531;11;26.0;90.799446106;16;96.7420262098;
85;6;20.4109268188;57.7200012207;19;71.5441474915;11;27.0;91.8874130249;17;98.7999843359;
86;6;20.4021186829;58.7200012207;21;71.514793396;11;29.0;94.9756546021;17;98.9220607281;
87;6;20.3941936493;59.7200012207;21;71.430393219;11;32.0;98.6699295044;18;99.0695335269;
88;6;20.3714065552;60.7200012207;21;71.3544330597;11;34.0;98.7811889648;20;99.2399339676;
89;6;20.3508968353;61.7200012207;22;71.28606987;11;34.0;101.892791748;21;99.4310111403;
90;6;20.3324394226;62.7200012207;21;71.2245426178;11;35.0;105.004585266;22;99.6407114863;
91;6;20.315826416;63.7200012207;21;71.1691675186;11;33.0;110.242805481;21;99.8671571016;
92;6;20.3008747101;64.7200012207;19;71.1193304062;11;33.0;110.385604858;20;100.108625472;
93;6;20.2874183655;65.7200012207;20;71.0744762421;11;31.0;110.125160217;20;100.363542855;
94;6;20.275308609;66.7200012207;15;71.0341081619;11;30.0;113.204399109;20;100.630458713;
95;6;20.2644081116;67.7200012207;15;70.9977769852;11;31.0;113.282020569;21;100.908037305;
96;7;21.2546005249;69.7200012207;19;71.9650783539;12;31.0;115.943901062;21;101.195041895;
97;7;22.2457714081;71.7200012207;19;71.9742268324;12;30.0;114.735794067;22;101.490328312;
98;7;23.5493984222;70.7200012207;19;71.9874058962;12;31.0;119.0782547;23;101.792824149;
99;7;22.5541477203;72.7200012207;20;72.0043205023;12;32.0;111.57371521;25;102.101530075;
100;7;22.5599346161;74.7200012207;22;72.0247035027;12;30.0;117.206459045;25;102.400368452;
