Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;11.8999996185;8.625;4;17.25;
2;1;10.8880004883;14.720000267;6;29.0713596344;1;11.8999996185;8.625;5;17.25;
3;2;11.0142717361;14.5356798172;5;29.7395839691;1;11.8999996185;8.625;5;17.25;
4;2;10.9479169846;14.3697919846;5;29.4651287794;1;11.8999996185;8.625;5;17.25;
5;2;12.0551605225;14.220492363;5;29.2208706141;1;12.8999996185;8.625;5;17.25;
6;2;13.0625038147;14.0861234665;4;29.0038135052;1;13.8999996185;8.625;5;17.25;
7;2;13.7011432648;13.9651908875;4;28.7552576065;1;14.8999996185;8.625;5;17.5949993134;
8;2;13.6265773773;13.8290081024;4;28.5342055559;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;13.5602617264;13.7064437866;4;29.0911517143;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;13.7273454666;13.9599018097;4;29.4851036072;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;16.5752716064;14.1310396194;4;29.5384277105;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;18.5752696991;14.1310396194;3;29.5933960676;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;19.623260498;14.1310396194;3;29.6499999762;1;19.2000274658;10.1834592819;5;20.7504444122;
14;2;20.6402416229;14.1310396194;3;29.7082248926;1;20.2000274658;10.3752222061;5;21.0616092682;
15;2;21.6577091217;14.1310396194;4;29.7680504322;1;21.2000274658;10.5308046341;6;21.25;
16;2;22.6756572723;14.1310396194;5;29.829449892;1;22.2000274658;10.625;6;21.25;
17;2;22.9488334656;14.1310396194;6;29.8923903704;1;23.2000274658;10.625;6;21.25;
18;2;22.967716217;14.1310396194;6;29.9568321705;1;24.2000274658;10.625;6;21.25;
19;2;22.9870491028;14.1310396194;6;30.0227290392;1;24.75;10.625;6;21.25;
20;2;23.006816864;14.1310396194;7;30.0900279284;1;24.75;10.625;6;21.25;
21;3;23.0270080566;14.1310396194;6;30.1586691141;1;24.75;10.625;7;21.25;
22;3;23.0475997925;14.1310396194;6;30.2285859585;1;24.75;10.625;7;21.25;
23;3;23.0685749054;14.1310396194;6;30.299705267;1;24.75;10.625;7;21.25;
24;3;23.0899105072;14.1310396194;6;30.3719475269;1;24.75;10.625;7;21.25;
25;3;21.1115837097;15.1310396194;6;30.4452269077;1;24.75;10.625;7;21.25;
26;3;20.1335678101;16.1310386658;6;30.5194516182;1;24.75;10.625;7;21.25;
27;3;19.155834198;17.1310386658;7;30.5945243835;1;24.75;10.625;7;21.25;
28;3;18.1783561707;18.1310386658;7;30.6703426838;1;24.75;10.625;7;21.25;
29;3;17.2011013031;19.1310386658;7;30.7467997074;1;24.75;10.625;7;21.25;
30;3;16.2240390778;20.1310386658;7;30.8237843513;1;24.75;10.625;7;21.25;
31;3;15.2471342087;21.1310386658;6;30.9011819363;1;24.75;10.625;7;21.25;
32;3;14.7917308807;22.1310386658;6;30.9788753986;1;24.75;10.625;7;21.25;
33;3;14.815038681;23.1310386658;6;32.0567452908;1;24.75;10.625;7;21.25;
34;3;15.8383998871;24.1310386658;6;32.1499477625;1;24.75;10.625;8;21.25;
35;3;16.8617782593;25.1310386658;7;32.2431629896;1;24.75;10.625;8;21.25;
36;3;17.1943244934;26.1310386658;7;32.3362652063;1;24.75;10.625;8;21.25;
37;3;17.2222557068;27.1310386658;8;32.4291299582;1;24.75;10.625;8;21.25;
38;3;17.2501144409;28.1310386658;8;32.5216337442;1;24.75;11.625;8;21.25;
39;3;18.2778663635;26.1310386658;9;32.6136556864;1;24.75;12.625;9;21.25;
