Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.3999996185;16.0;4;32.0;1;11.8999996185;8.625;4;17.25;
2;1;11.3999996185;16.0;6;31.5391998291;1;11.8999996185;8.625;4;17.25;
3;1;11.3078403473;15.7695999146;6;31.1244792938;1;11.8999996185;8.625;4;17.25;
4;2;11.4248952866;15.5622396469;5;31.7512321472;1;11.8999996185;8.625;5;17.25;
5;2;12.524895668;15.3756160736;5;31.4324299097;1;12.8999996185;8.625;5;17.25;
6;2;13.5300312042;15.207654953;5;31.1473388672;1;13.8999996185;8.625;5;17.25;
7;2;14.344201088;15.0564899445;5;30.9781930447;1;14.8999996185;8.625;5;17.5949993134;
8;2;14.2934579849;14.9632406235;5;30.8278058767;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;14.2483415604;14.87931633;5;31.7306524515;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;16.3094577789;15.3128051758;5;32.39404881;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;18.3094558716;15.62616539;5;32.8511933088;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;20.3094558716;15.8360004425;5;32.8894557953;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;21.3431797028;15.8360004425;5;32.9284940958;1;19.2000274658;10.1834592819;5;20.7504444122;
14;2;22.3548908234;15.8360004425;4;32.9682935476;1;19.4502677917;10.3752222061;5;21.0616092682;
15;2;23.3668308258;15.8360004425;4;33.0088378191;1;19.6369667053;10.5308046341;4;21.25;
16;2;23.9026508331;15.8360004425;4;33.0501081944;1;19.75;10.625;4;21.25;
17;2;23.9150314331;15.8360004425;4;33.0920838118;1;19.75;10.625;4;21.25;
18;3;23.9276256561;15.8360004425;3;33.1347419024;1;19.75;10.625;4;21.25;
19;3;23.5016002655;15.8360004425;3;33.1780574322;1;19.75;10.625;4;21.25;
20;4;23.9534168243;15.8360004425;2;33.2220033407;1;19.75;10.625;4;21.25;
21;4;23.9666004181;15.8360004425;3;33.2665504217;1;21.75;10.625;5;21.25;
22;4;23.97996521;15.8360004425;3;33.3116674423;1;22.75;10.625;5;21.25;
23;4;23.5016002655;16.655834198;3;33.3573212624;1;23.75;10.625;6;21.25;
24;4;24.0071964264;15.8360004425;4;33.4034768343;1;24.75;10.625;7;21.25;
25;4;24.0210437775;15.8360004425;4;33.4500972033;1;24.75;10.625;7;21.25;
26;4;24.0350284576;15.8360004425;4;33.4971438646;1;24.75;10.625;7;21.25;
27;4;23.5016002655;16.7485713959;4;34.5445767641;1;24.75;10.625;7;21.25;
28;4;25.0633735657;16.3360004425;4;34.6437140703;1;24.75;10.625;7;21.25;
29;4;26.0777053833;16.3616809845;5;34.7452508211;1;24.75;10.625;7;21.25;
30;4;24.423576355;16.8360004425;5;34.8491723537;1;24.75;10.625;7;21.25;
31;4;23.4547519684;17.8360004425;5;34.9554575682;1;24.75;10.625;7;21.25;
32;4;22.4866371155;18.8360004425;5;35.0640782118;1;24.75;10.625;7;21.25;
33;4;22.8850135803;17.8360004425;6;35.1749985218;1;24.75;10.625;7;21.25;
34;4;21.5524997711;17.8360004425;7;35.2881748676;1;24.75;10.625;7;21.25;
35;4;20.5864524841;18.8360004425;5;35.4035550356;1;24.75;10.625;7;21.25;
36;4;19.6210670471;19.8360004425;4;35.521078229;1;24.75;10.625;7;21.25;
37;4;18.6563224792;20.8360004425;4;35.6406745911;1;24.75;10.625;8;21.25;
38;4;18.984670639;19.8360004425;5;35.7622652054;1;24.75;10.625;8;21.25;
39;4;19.5016002655;22.8360004425;5;35.8857610226;1;24.75;11.625;7;21.25;
40;4;21.0290184021;25.8360004425;5;36.0110633373;1;24.75;12.625;7;21.25;
41;4;22.2528114319;27.8360004425;6;36.1380639076;2;25.75;14.625;7;22.25;
42;4;22.5016002655;29.8360004425;6;36.2666444778;2;26.75;16.625;7;22.375;
43;4;24.2815666199;30.8360004425;5;36.3966770172;2;26.75;18.625;7;23.3642191887;
44;4;25.1248092651;31.8360004425;5;36.5280241966;2;27.2600002289;20.0499992371;8;24.2150560617;
45;4;26.1501026154;32.1831741333;6;36.6605391502;2;27.6776885986;21.3980751038;8;24.9458588362;
46;4;26.1758766174;32.2064743042;6;36.7940661907;3;28.0133209229;21.6777667999;8;25.5777243376;
47;4;27.0382194519;30.8360004425;8;36.9284417629;3;28.2787971497;21.8989982605;9;26.1318619251;
48;4;26.2287216187;31.8360004425;6;37.0634939671;3;28.486125946;22.0717735291;8;26.4672055244;
49;4;26.2557144165;32.2748908997;6;37.1990447044;4;28.5499992371;22.125;7;50.7173683643;
50;4;27.1597137451;30.8360004425;7;37.3349096775;4;29.5499992371;23.125;7;52.4295845032;
51;4;26.3106250763;31.8360004425;7;37.4708993435;4;30.5499992371;24.125;8;53.8844399452;
52;4;26.3384494781;32.3407020569;6;37.6068208218;4;31.5499992371;25.125;8;55.1063909531;
53;5;26.1538410187;30.8360004425;3;47.7424781322;4;32.5499992371;26.125;8;57.1329360008;
54;5;27.1904697418;31.8360004425;4;48.2776734829;4;34.5499992371;28.125;10;58.1875706911;
55;5;28.2269744873;32.8359985352;4;48.7866098881;4;36.5499992371;29.125;10;59.0833163261;
56;5;29.2632980347;33.8359985352;4;49.2678291798;4;38.3876876831;30.125;10;59.7347155809;
57;5;30.2993907928;34.7238082886;5;49.7205555439;4;39.5372467041;31.125;11;60.4435014725;
58;6;30.9096603394;34.6917953491;5;50.1446287632;5;40.7110481262;32.125;9;76.2119362354;
59;6;31.0109882355;34.6625289917;5;50.5404167175;6;42.9120826721;33.125;9;77.7918300629;
60;6;31.1058883667;34.6359481812;5;50.9087202549;7;45.1433639526;34.125;8;81.903191328;
61;6;31.1945343018;34.6119537354;7;51.2506742477;7;46.997215271;35.5796890259;8;85.5081720352;
62;6;31.2771682739;34.5904159546;9;51.555535078;7;48.7841072083;36.9370269775;9;88.694299221;
63;6;31.3508262634;34.571182251;10;53.2623887062;7;50.5261764526;38.2120628357;9;91.4861159325;
64;6;31.7982902527;35.106464386;10;55.608287096;7;52.2448272705;39.4202690125;10;93.6398882866;
65;6;33.1497154236;36.4797172546;10;56.8253656626;7;53.8670425415;40.5;10;96.209880352;
66;6;34.427192688;37.7313308716;12;57.256841898;7;52.4496688843;42.5;11;99.6856222153;
67;6;34.4881896973;38.6124458313;13;57.7033134699;7;53.0836029053;45.5;12;102.095458984;
68;6;30.1932811737;42.5242347717;14;58.1663153172;7;53.7605018616;48.5;12;105.391146183;
69;7;30.1504096985;44.4448432922;14;58.5095080137;7;54.4684906006;52.5;11;107.623027563;
70;7;30.0390892029;45.3733940125;15;58.893050909;7;52.4684906006;55.5;12;109.723143458;
71;7;29.0043640137;48.5414237976;16;59.3172376156;7;50.4684906006;59.5;13;111.62238574;
72;7;29.0043640137;47.8508682251;16;59.7822878361;8;46.4684906006;65.1059188843;12;113.198148012;
73;7;28.0043640137;51.554649353;17;60.2882034779;8;45.4684906006;68.1288757324;14;114.664541602;
74;8;28.919670105;55.5077667236;16;60.8345882893;9;44.4684906006;72.8175506592;15;131.006226659;
75;8;28.8968868256;59.1397094727;16;61.420466423;9;42.2000007629;76.8793716431;15;132.151422858;
76;8;29.8763809204;60.1017379761;17;62.0440993309;9;43.2000007629;78.6433639526;16;134.851231575;
77;8;28.8579292297;64.067565918;17;62.7028207779;9;43.2000007629;82.0095214844;16;137.225084066;
78;8;29.8413200378;65.3626785278;18;63.3929038048;9;40.2000007629;86.0778427124;17;140.334466815;
79;8;30.5402565002;68.3349914551;18;64.1094970703;10;42.2000007629;86.1483001709;17;142.120135307;
80;8;30.5592918396;70.4521865845;18;64.846637249;11;43.2000007629;90.2208557129;16;143.607696056;
81;8;30.5781860352;72.4548797607;16;65.5973405838;11;42.2000007629;92.2954788208;17;144.872049689;
82;9;30.5967960358;74.4589157104;14;66.3538279533;11;42.2000007629;95.3721008301;17;145.93855238;
83;9;30.6150150299;76.4640884399;15;67.0730719566;11;41.2000007629;101.706878662;17;146.634667277;
84;9;30.6327438354;78.4542236328;16;67.7691855431;11;41.918586731;105.74697113;19;147.221475482;
85;9;30.6499099731;80.4395065308;17;68.4480724335;13;42.2000007629;111.655754089;18;147.677999139;
86;9;30.6664543152;82.1390838623;16;69.1022033691;13;43.9702301025;115.62878418;18;147.893313408;
87;9;31.6823329926;80.4843521118;17;69.725051403;13;44.2000007629;120.60017395;19;148.112425923;
88;9;30.6975212097;81.8135910034;18;70.246234417;14;48.6738777161;121.712501526;19;148.335039854;
89;9;30.6944141388;83.123550415;17;70.7238154411;14;52.2275314331;124.35496521;20;148.560834885;
90;9;31.6897220612;81.4118423462;20;71.1629824638;14;54.0832138062;126.397766113;20;148.789468169;
91;9;30.6854991913;82.676902771;21;71.5625004768;14;55.139793396;126.440849304;20;150.020576477;
92;9;30.6816997528;83.9180221558;21;71.9223561287;14;55.3972167969;130.484176636;22;151.293779373;
93;9;32.6782836914;79.9116897583;21;72.2435584068;14;58.4554252625;131.847595215;23;151.659865141;
94;9;30.6752033234;81.9059906006;21;72.5279135704;14;58.622467041;135.976593018;23;152.207475662;
95;9;30.6724338531;83.9008636475;20;72.7777943611;14;58.8221817017;140.211181641;25;152.775316;
96;9;30.6699409485;86.7654266357;20;72.995947361;15;58.677532196;142.452056885;24;153.362713099;
97;9;30.6676979065;88.7612762451;21;73.1852898598;15;58.7310028076;145.698486328;25;153.968833327;
98;9;30.6656780243;90.7575302124;21;73.3245787621;15;59.1090126038;148.949615479;28;154.592686534;
99;9;30.663860321;92.7541656494;24;73.3185210228;15;60.2091293335;150.204544067;31;155.233134508;
100;10;31.6622238159;91.7511367798;23;73.3130698204;15;58.4233169556;155.462310791;31;155.888900995;
