Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;11.8999996185;8.625;4;17.25;
2;1;10.8880004883;14.720000267;6;29.235200882;1;11.8999996185;8.625;5;17.25;
3;1;10.8470401764;14.617600441;6;29.0508804321;1;11.8999996185;8.625;5;17.25;
4;1;10.8101758957;14.5254402161;6;28.7211532593;1;11.8999996185;8.625;6;17.25;
5;1;11.8101758957;14.3605766296;6;28.1884689331;1;12.8999996185;8.625;6;17.25;
6;1;12.8101758957;14.0942344666;6;27.7090530396;1;13.8999996185;8.625;6;17.25;
7;1;13.3127155304;13.8545265198;6;27.3506851196;1;14.8999996185;8.625;6;17.5949993134;
8;1;13.2052059174;13.6753425598;6;27.0281543732;2;16.156999588;8.79749965668;5;18.8861961365;
9;2;13.408446312;13.5140771866;5;28.0496635437;2;16.3317184448;8.94309806824;5;19.696713686;
10;2;13.4148988724;13.5248317719;5;28.2001185417;2;16.8180274963;9.3333568573;5;20.396187067;
11;2;16.4084453583;13.5248317719;5;28.3611181974;2;18.8180274963;9.6677980423;5;20.9908788204;
12;2;18.4084453583;13.5248317719;5;28.5425374508;2;20.8180274963;9.94955635071;5;21.4904358387;
13;2;19.5563087463;13.5248317719;5;28.7435237169;2;21.8741378784;10.1834592819;5;21.9062794447;
14;2;20.6166038513;13.5248317719;5;28.9681643248;2;22.1437683105;10.3752222061;5;22.2503181696;
15;2;21.6839962006;13.5248317719;5;29.2182872295;2;22.3501930237;10.5308046341;5;22.4721269608;
16;2;22.7590332031;13.5248317719;5;29.4955954552;2;21.75;10.8694257736;5;22.5060760975;
17;2;22.1148986816;14.2586116791;7;29.8015811443;2;22.5036449432;10.625;5;22.5405418873;
18;2;22.9404735565;13.5248317719;7;30.1374251842;2;22.5243244171;10.625;5;22.5755085945;
