Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.3999996185;16.0;4;32.0;1;11.8999996185;8.625;4;17.25;
2;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;5;17.25;
3;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;5;17.25;
4;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;4;17.25;
5;1;12.3999996185;16.0;6;31.7439994812;2;13.5;8.625;3;18.25;
6;1;13.3999996185;15.8719997406;6;31.5135993958;2;14.5;8.625;3;18.3999999762;
7;1;14.3999996185;15.7567996979;6;31.3982391357;2;15.5899991989;8.625;3;18.9272742271;
8;1;14.4194717407;15.6991195679;6;31.0832157135;2;16.3563632965;8.79749965668;3;19.4272081852;
9;2;14.6249647141;15.5416078568;5;32.5770606995;2;16.6563243866;8.94309806824;3;20.5075911283;
10;2;16.7194709778;15.7885303497;5;32.8603209257;2;17.3045539856;9.3333568573;3;21.5291695595;
11;2;18.7194709778;15.8360004425;5;33.0818675756;2;19.3045539856;9.6677980423;3;22.5052189827;
12;2;20.7194709778;15.8360004425;5;33.3415950537;2;21.3045539856;9.94955635071;3;23.4523892403;
13;2;21.9203491211;15.8360004425;5;33.6448335648;2;23.0513095856;10.1834592819;3;24.3886625767;
14;2;23.0113220215;15.8360004425;6;33.9971649647;2;24.3829574585;10.3752222061;3;25.331486702;
15;2;24.1170215607;15.8360004425;7;34.4042277336;2;25.7619533539;10.5308046341;4;26.2342333794;
16;2;24.3212680817;15.8360004425;7;34.8714323044;2;27.1905670166;10.625;4;27.0324964523;
17;2;24.4614295959;15.8360004425;8;35.4035799503;2;28.6695251465;10.625;4;27.9124479294;
18;2;24.6210746765;15.8360004425;8;36.0043797493;2;30.1974964142;10.625;4;28.8676800728;
19;2;24.8013134003;15.8360004425;8;36.6758818626;2;31.320608139;10.625;4;29.8871021271;
20;2;25.0027656555;15.8360004425;9;37.417863369;2;31.9322624207;10.625;4;30.9548978806;
21;2;25.225358963;15.8360004425;9;38.2272334099;2;32.5729370117;10.625;5;32.0510759354;
22;3;25.468170166;15.8360004425;8;39.097556591;2;33.2306442261;10.625;5;33.1526699066;
23;3;25.7292671204;15.8360004425;8;40.0188045502;2;33.8916015625;10.625;5;34.2354946136;
24;3;26.0056419373;15.8360004425;8;40.9774513245;2;34.5412979126;10.625;5;35.2762174606;
25;3;24.2932357788;16.8360004425;8;41.9569940567;3;35.1657295227;10.625;4;36.2543754578;
26;3;23.587097168;17.8360004425;8;42.9389028549;3;35.7526245117;10.625;4;37.1539812088;
27;4;22.5436630249;18.8360004425;6;66.9039239883;3;36.292388916;10.625;4;37.9644508362;
28;4;22.5436630249;18.8360004425;6;69.2135591507;3;36.7786712646;10.625;4;38.6807575226;
29;4;25.5436630249;17.8360004425;6;71.2178497314;3;37.2084541321;10.625;4;39.302904129;
30;4;27.5436630249;18.8360004425;7;72.9221906662;3;37.581741333;10.625;4;39.8349399567;
31;4;25.5935058594;20.8360004425;7;74.3487539291;3;37.9009628296;12.625;5;40.2837772369;
32;4;24.5935058594;22.8360004425;7;75.528635025;4;38.1702651978;14.625;3;40.6580238342;
33;4;24.5514411926;24.8360004425;7;76.4958267212;4;38.3948135376;16.625;3;40.9669952393;
34;4;24.5514411926;26.8360004425;6;77.0115528107;4;38.5801963806;18.625;3;41.2199649811;
35;4;24.5514411926;28.8360004425;6;77.4437332153;4;38.7319793701;20.625;4;41.25;
36;4;24.5514411926;30.8360004425;7;78.809879303;5;38.75;20.625;3;41.25;
37;4;26.5514411926;32.8359985352;7;79.1513969898;5;38.75;20.625;3;41.25;
38;4;28.5514411926;35.8359985352;8;79.442261219;5;38.75;20.625;3;41.25;
39;4;29.8401527405;38.8359985352;9;79.609171629;5;38.75;20.625;3;41.25;
40;4;30.8498382568;41.8359985352;10;79.6458503008;5;38.75;20.625;3;41.25;
41;4;31.5514411926;44.8359985352;10;79.6833275557;5;38.75;20.625;3;41.25;
42;4;31.6360816956;46.378490448;11;79.7215927839;5;38.75;20.625;3;42.25;
43;6;31.9648303986;46.8359985352;9;79.760633707;4;39.75;21.625;3;42.2899999619;
44;6;31.9753723145;47.8359985352;11;79.8004359007;4;40.75;22.625;3;43.3311839104;
45;6;31.9861183167;48.8359985352;12;79.8409827948;4;41.75;24.625;3;43.4235534668;
46;6;31.6360816956;50.4510116577;12;79.8822556734;4;42.75;26.625;3;43.519082427;
47;6;31.6360816956;51.469997406;11;79.9242337942;4;42.75;28.625;4;45.4820876122;
48;6;31.6360816956;52.4893074036;12;79.966894269;4;43.828125;30.0234375;4;47.1499676704;
49;6;32.6360816956;50.5089302063;13;81.0102120638;4;44.7227668762;31.3489723206;4;48.550526619;
50;6;32.6360816956;52.5288581848;12;82.1055201292;4;45.4503631592;31.6102333069;5;49.7195671797;
51;6;35.0546264648;54.8359985352;13;82.2610270977;4;46.0321731567;31.8168411255;5;50.6953823566;
52;6;37.0666503906;54.8359985352;13;82.309289217;4;47.4909591675;31.9782962799;3;51.3082933426;
53;6;36.3617324829;57.8359985352;13;82.374258399;4;47.8110427856;32.0;3;51.6692398787;
54;7;35.5782966614;61.6113204956;12;82.4548386335;4;47.9752426147;32.0;4;51.9172239304;
55;7;37.0212059021;60.2992591858;16;82.550029397;4;48.0697479248;32.0;4;52.1776967049;
56;7;36.0116233826;61.3209609985;16;82.6589148045;4;48.1698532104;32.0;4;52.4506075382;
57;7;35.8907241821;62.5369949341;16;85.8052159548;4;48.2755622864;32.0;5;52.735793829;
58;7;35.9131011963;64.8236236572;17;88.2306602001;4;48.3868293762;32.0;6;53.0329694748;
59;9;36.2092781067;66.3023147583;16;114.081885815;3;30.1035442352;28.0;6;29.3417170048;
60;10;36.3579101562;66.6596984863;16;118.101070046;2;27.4000015259;22.0;7;26.4072487354;
61;10;36.9623947144;69.7995300293;17;118.831457615;2;25.4000015259;23.0;7;26.5178077221;
62;10;37.3816070557;74.8488006592;17;119.365074754;2;26.4000015259;22.0;7;26.6306607723;
63;11;35.3816070557;79.9696273804;16;122.547137976;1;25.4000015259;17.0;7;24.0;
64;11;37.2448005676;83.0646972656;17;123.230179071;1;23.4000015259;18.0;7;24.0;
65;12;37.2448005676;88.1628112793;14;124.930494308;1;24.4000015259;17.0;8;24.0;
66;13;38.2448005676;90.8466339111;15;125.688656569;1;25.4000015259;17.0;6;24.0;
67;14;40.2448005676;92.5261230469;14;126.461808443;1;23.4000015259;18.0;6;24.0;
68;14;40.2448005676;94.6078796387;14;127.247865438;1;24.4000015259;17.0;7;24.0;
69;14;41.2448005676;99.4546890259;15;128.044589877;1;25.4000015259;17.0;7;24.0;
70;14;44.2448005676;100.418388367;16;128.849617958;1;23.4000015259;18.0;8;24.0;
71;15;46.2448005676;102.40688324;15;130.660492063;1;24.4000015259;17.0;9;24.0;
72;15;50.2448005676;106.395187378;16;132.424694002;1;25.4000015259;17.0;9;24.0;
73;16;57.2448005676;105.383331299;15;133.028486371;1;23.4000015259;18.0;9;24.0;
74;16;61.7877998352;109.268943787;17;133.68924731;1;24.4000015259;17.0;9;24.0;
75;17;66.0238265991;113.164680481;16;134.325667739;1;25.4000015259;17.0;9;24.0;
76;17;68.3784103394;120.986763;16;135.022206247;1;23.4000015259;18.0;9;24.0;
77;17;69.9399795532;127.903167725;18;135.776546001;1;22.4000015259;19.0;9;24.0;
78;18;71.6593933105;133.142562866;16;136.586855114;1;21.4000015259;20.0;9;24.0;
79;18;72.7722091675;137.186172485;17;137.451624513;1;20.4000015259;21.0;10;24.0;
80;19;72.1923904419;140.288604736;22;138.369447231;1;19.4000015259;22.0;10;24.0;
81;19;71.987159729;144.753982544;23;140.338777542;1;18.4000015259;23.0;10;24.0;
82;20;74.9391555786;149.335998535;22;141.332648337;1;17.4000015259;24.0;10;24.0;
83;20;76.054107666;153.390686035;23;142.100119412;1;16.4000015259;25.0;10;24.0;
84;22;75.1606063843;160.351364136;21;143.932138622;1;15.4000015259;26.0;11;24.0;
85;22;76.1816253662;168.321380615;23;144.796268284;1;14.4000015259;27.0;11;24.0;
86;22;78.2134246826;172.616699219;24;145.61470449;1;13.4000015259;28.0;12;24.0;
87;23;77.3411407471;179.58543396;23;146.476925611;1;12.4000015259;29.0;13;24.0;
88;23;78.3798294067;185.536193848;26;147.371816218;1;12.0;30.0;13;24.0;
89;23;79.4255371094;190.352203369;27;148.262556255;1;12.0;31.0;13;24.0;
90;23;80.4745025635;194.404129028;27;149.127320886;2;12.0;32.0;13;24.0;
91;23;81.5242385864;198.445541382;29;149.918324053;2;12.0;33.0;13;24.0;
92;23;82.5695571899;202.488296509;31;150.70320636;2;13.0;31.0;14;24.0;
93;23;83.6170043945;206.531860352;32;151.471077979;2;12.0;32.0;14;24.0;
94;23;85.6716156006;207.491790771;32;154.242869198;2;12.0;33.0;13;24.0;
95;24;83.8122558594;211.092605591;33;157.004650235;2;13.0;31.0;13;24.0;
96;24;83.9594345093;215.696960449;34;159.724542737;2;12.0;32.0;14;24.0;
97;24;85.110168457;216.901168823;34;162.3728531;2;12.0;33.0;14;24.0;
98;24;84.2495880127;220.53918457;34;165.923691392;2;13.0;31.0;14;24.0;
99;24;85.3904953003;225.169403076;34;169.329355001;2;12.0;32.0;14;24.0;
100;24;88.530960083;227.787887573;34;172.664472461;2;12.0;33.0;15;24.0;
