Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.3999996185;16.0;4;32.0;1;11.8999996185;8.625;4;17.25;
2;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;5;17.25;
3;1;11.3999996185;16.0;6;31.7439994812;1;11.8999996185;8.625;5;17.25;
4;1;11.3487997055;15.8719997406;6;31.3087997437;1;11.8999996185;8.625;4;17.25;
5;1;12.3487997055;15.6543998718;5;30.9171199799;1;12.8999996185;8.625;4;17.25;
6;1;13.3487997055;15.4585599899;5;30.5646076202;2;14.5;8.625;3;18.25;
7;1;14.1693820953;15.2823038101;5;30.3329467773;2;15.5;8.625;3;18.7174992561;
8;1;14.0998840332;15.1664733887;5;30.1244525909;2;16.2304992676;8.79749965668;3;19.1448272467;
9;1;14.0373353958;15.0622262955;5;30.8918876648;2;16.4868965149;8.94309806824;2;20.114030838;
10;1;16.0998840332;15.4459438324;5;31.4417991638;2;17.0684185028;9.3333568573;2;20.9971549511;
11;1;17.0998840332;15.7208995819;5;31.672000885;2;19.0684185028;9.6677980423;2;21.8030670881;
12;1;18.0998840332;15.8360004425;5;31.672000885;2;21.0684185028;9.94955635071;2;22.5440151691;
13;1;19.0998840332;15.8360004425;6;31.672000885;2;22.5062847137;10.1834592819;2;23.2339217663;
14;1;20.0998840332;15.8360004425;6;31.672000885;2;23.6901130676;10.3752222061;2;23.88697505;
15;1;21.0998840332;15.8360004425;7;31.672000885;2;24.8952465057;10.5308046341;3;24.4546608925;
16;1;21.5016002655;15.8360004425;7;31.672000885;2;26.1228237152;10.625;3;24.8727197647;
17;1;21.5016002655;15.8360004425;8;31.672000885;2;27.3736591339;10.625;3;25.3301706314;
18;1;21.5016002655;15.8360004425;8;31.672000885;2;28.6481304169;10.625;3;25.8267202377;
19;1;21.5016002655;15.8360004425;8;31.672000885;2;29.4960327148;10.625;3;26.3609733582;
20;1;21.5016002655;15.8360004425;9;31.672000885;2;29.8165836334;10.625;3;26.9302859306;
21;1;21.5016002655;15.8360004425;9;31.672000885;2;30.1581726074;10.625;4;27.5306758881;
22;1;21.5016002655;15.8360004425;9;31.672000885;2;30.5184059143;10.625;4;28.1568169594;
23;1;21.5016002655;15.8360004425;8;31.672000885;2;30.8940906525;10.625;4;28.8021335602;
24;1;21.5016002655;15.8360004425;8;31.672000885;2;31.2812805176;10.625;4;29.4590082169;
25;1;21.5016002655;15.8360004425;8;31.672000885;2;31.6754055023;10.625;4;30.119093895;
26;1;21.5016002655;15.8360004425;8;31.672000885;2;32.0714569092;10.625;4;30.7737131119;
27;1;21.5016002655;15.8360004425;8;31.672000885;2;32.464225769;10.625;4;31.414305687;
28;1;21.5016002655;15.8360004425;8;31.672000885;2;32.8485832214;10.625;4;32.0328741074;
29;1;21.5016002655;15.8360004425;8;31.672000885;2;33.2197265625;10.625;4;32.622387886;
30;1;21.5016002655;15.8360004425;8;31.672000885;2;31.2197246552;11.625;4;33.1770887375;
31;1;21.5016002655;15.8360004425;8;31.672000885;2;30.2197246552;12.625;4;33.6926860809;
32;1;21.5016002655;15.8360004425;9;31.672000885;2;29.2197246552;13.625;4;34.1664180756;
33;1;21.5016002655;15.8360004425;9;31.672000885;2;30.2197246552;15.625;5;34.596997261;
34;1;21.5016002655;15.8360004425;9;31.672000885;2;31.2197246552;17.625;5;34.9844608307;
35;1;21.5016002655;15.8360004425;9;31.672000885;2;32.2197265625;18.625;5;35.3299570084;
36;1;21.5016002655;15.8360004425;9;31.672000885;2;33.2197265625;19.625;6;35.6354980469;
37;1;21.5016002655;15.8360004425;9;31.672000885;2;34.2197265625;20.625;6;35.9037160873;
38;1;21.5016002655;15.8360004425;9;31.672000885;2;35.2197265625;20.625;6;36.1376314163;
39;1;21.5016002655;15.8360004425;9;31.672000885;2;35.6825790405;20.625;6;36.3404560089;
40;1;21.5016002655;16.8360004425;9;31.672000885;2;35.8042755127;20.625;6;36.5;
41;1;21.5016002655;17.8360004425;9;31.672000885;2;35.9000015259;20.625;6;36.5;
42;2;22.5016002655;19.8360004425;8;32.672000885;2;35.9000015259;20.625;7;36.5;
43;2;23.5016002655;21.8360004425;11;32.8004008532;2;35.9000015259;20.625;7;36.5;
44;2;23.8401203156;23.8360004425;11;32.9438385963;2;35.9000015259;20.625;7;36.5;
45;2;23.8831520081;24.8360004425;11;33.0861033201;2;35.9000015259;20.625;7;36.5;
46;2;23.9258308411;25.8360004425;13;33.2422696352;2;35.9000015259;20.625;9;36.5;
47;2;23.9726810455;25.8360004425;13;33.4055118561;2;33.9000015259;21.625;9;36.5;
48;2;24.021654129;25.8360004425;13;33.5828945637;2;32.9000015259;22.625;9;36.5;
49;2;24.0748691559;25.8360004425;14;33.7750384808;2;31.8999996185;23.625;9;36.5;
50;2;24.1325111389;25.8360004425;14;33.9824619293;2;30.8999996185;24.625;9;37.8687496185;
51;3;24.1947383881;25.8360004425;14;34.2055511475;2;30.3781261444;26.0234375;9;39.0226593018;
52;3;23.5016002655;25.8360004425;14;34.4445290565;2;29.7687664032;27.3489723206;10;39.9819107056;
53;3;24.3333587646;25.8360004425;15;34.6994228363;2;29.082277298;28.6102333069;10;40.7703399658;
54;3;23.5016002655;26.8360004425;15;34.9700336456;3;29.3302078247;30.8168411255;10;42.4125671387;
55;3;23.5016002655;25.8360004425;15;35.2429401875;3;30.3739547729;32.7062835693;10;42.8455001116;
56;3;23.5016002655;25.8360004425;16;35.5286841393;3;30.4000015259;33.8627510071;11;43.2044682503;
57;3;23.5016002655;25.8360004425;16;35.8262729645;4;30.4000015259;34.9757080078;10;43.4002518654;
58;3;23.5016002655;25.8360004425;16;36.1344614029;5;30.4000015259;36.0;9;43.5626775026;
59;3;23.5016002655;25.8360004425;15;36.4517602921;5;30.4000015259;36.0;10;43.7414059639;
60;3;23.5016002655;25.8360004425;16;36.7764544487;5;30.4000015259;36.0;10;43.9374637604;
61;3;23.5016002655;25.8360004425;17;37.106631279;5;30.4000015259;38.0;11;44.1517963409;
62;3;23.5016002655;25.8360004425;17;37.4402217865;5;30.4000015259;39.0;12;44.3852276802;
63;3;23.5016002655;25.8360004425;18;37.7750463486;5;30.4000015259;40.0;12;44.6384141445;
64;3;23.5016002655;25.8360004425;19;38.1088719368;5;30.4000015259;41.0;13;45.9117956161;
65;3;23.5016002655;25.8360004425;19;38.4394693375;6;31.4000015259;43.0;12;46.2055435181;
66;4;22.5514411926;25.8360004425;15;59.9197244644;6;32.4000015259;45.0;12;46.5195090771;
67;4;23.8565559387;27.4010295868;16;62.8628101349;6;32.4000015259;47.0;12;46.8531758785;
68;4;25.072473526;28.8008766174;16;65.3172297478;6;32.4000015259;49.0;18;47.2056193352;
69;4;25.2211036682;29.739156723;16;68.0440578461;7;32.4000015259;51.0;11;62.5754776001;
70;4;26.2448005676;31.7830410004;17;69.4634171724;7;33.4000015259;52.5;11;64.0109391212;
71;4;27.2448005676;33.7830429077;17;70.6416374445;7;34.4000015259;53.5;11;65.3647270203;
72;4;27.2448005676;35.7830429077;17;71.6106162071;7;34.4000015259;54.5;12;66.6236286163;
73;4;27.2448005676;37.7830429077;19;72.4056347609;8;34.4000015259;56.5;12;67.7809638977;
74;4;27.2448005676;39.7830429077;19;72.9920641184;8;34.4000015259;58.5;12;68.8357086182;
75;4;27.2448005676;40.7830429077;19;73.2740385532;9;34.4000015259;60.5;12;69.7911272049;
76;4;27.2448005676;41.7830429077;20;73.5405820608;9;34.4000015259;62.5;12;70.6532950401;
77;4;27.2448005676;42.7830429077;21;73.7919690609;9;34.4000015259;64.5;11;71.4297633171;
78;4;27.2448005676;43.7830429077;21;74.0286625624;9;34.4000015259;65.5;12;72.1285333633;
79;4;27.2448005676;44.7830429077;22;74.2512739897;9;34.4000015259;64.5;12;72.6586465836;
80;5;27.2448005676;45.7830429077;21;74.4605265856;9;34.4000015259;64.5;12;73.0345487595;
81;5;27.2448005676;46.7830429077;21;74.6572240591;9;34.4000015259;64.5;13;74.3928089142;
82;5;27.2448005676;47.7830429077;20;74.8422150612;9;35.4000015259;65.5;14;74.8516255617;
83;5;27.2448005676;48.7830429077;21;74.6726750135;9;36.4000015259;68.0;14;75.3027472496;
84;5;27.1895046234;49.6806411743;22;74.5271357298;9;36.4000015259;71.0;14;75.7464404106;
85;7;27.1397380829;50.5884819031;18;75.4032469988;8;34.4000015259;69.0;15;75.1834346056;
86;8;28.0949478149;52.5055389404;17;75.2988911867;8;34.4000015259;70.0;14;75.6148562431;
87;8;29.0546379089;54.4308853149;17;75.2121473551;8;34.4000015259;69.0;14;76.0421438217;
88;8;28.0546379089;54.4308853149;17;75.1412751675;8;34.4000015259;68.4000015259;15;76.4669456482;
89;8;28.0546379089;55.303237915;17;75.0847027302;8;35.4000015259;65.4000015259;16;76.891020298;
90;8;28.956319809;57.1488189697;18;75.0409975052;8;34.4000015259;66.4000015259;17;77.3161275387;
91;8;27.956319809;56.1488189697;19;75.0088591576;9;34.4000015259;67.4000015259;16;77.7439222336;
92;8;27.956319809;56.0557632446;19;75.9871151447;9;35.4000015259;65.4000015259;17;79.1758546829;
93;8;29.8846473694;58.0160903931;20;76.0146861076;10;35.4000015259;68.4000015259;16;79.4945091009;
94;8;29.8846473694;58.0160903931;21;75.7128062248;10;36.4000015259;71.4000015259;16;79.8056759238;
95;8;29.8846473694;58.8007965088;21;75.4527647495;10;37.4000015259;71.4000015259;17;80.1378693581;
96;8;30.6811065674;60.6391639709;22;75.2304245234;10;36.4000015259;74.4000015259;18;80.5712860823;
97;9;29.6811065674;60.5224533081;21;75.0420540571;10;36.4000015259;77.4000015259;18;81.0240072012;
98;9;27.6811065674;62.5179786682;21;74.8842833042;10;37.4000015259;76.4000015259;18;81.4939066172;
99;9;26.6811065674;64.5133895874;21;74.754067421;10;36.4000015259;78.4000015259;18;81.978438735;
100;9;26.6811065674;63.508682251;21;74.648655653;10;36.4000015259;80.4000015259;19;83.4746894836;
101;9;24.6811065674;65.5038604736;22;74.5655606985;10;38.4000015259;80.4000015259;20;85.0394507647;
102;9;23.6811065674;67.4989318848;22;74.5025309324;10;39.4000015259;84.4000015259;20;87.8855828047;
103;9;23.6811065674;66.4938812256;22;74.4575293064;10;40.9759979248;88.8799972534;21;90.413769722;
104;9;23.6811065674;65.4887237549;20;74.4287126064;10;41.4312705994;93.2593917847;23;92.655845046;
105;9;24.6811065674;65.4834747314;20;74.414409399;10;42.783290863;94.5527420044;24;94.64859128;
106;9;23.6811065674;64.4781036377;20;74.4131034613;10;42.050743103;97.7756195068;24;96.3432869911;
