Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;2;11.5999994278;16.0;3;33.0;1;11.8999996185;8.625;4;17.25;
2;2;11.5999994278;16.0;3;33.2000000477;1;11.8999996185;8.625;4;17.25;
3;2;11.6399993896;16.0;3;33.4376000166;1;11.8999996185;8.625;4;17.25;
4;2;11.6875200272;16.0;3;33.7188290358;1;11.8999996185;8.625;4;17.25;
5;2;12.9156484604;16.0;3;34.0502393246;1;12.8999996185;8.625;4;17.25;
6;2;14.0150718689;16.0;3;34.438754797;1;13.8999996185;8.625;4;17.25;
7;2;15.1316261292;16.0;2;35.5558049679;1;14.8999996185;8.625;4;17.5949993134;
8;2;15.6667413712;16.3199996948;2;36.4722635746;1;15.5569992065;8.79749965668;4;17.8861961365;
9;2;15.9416790009;16.5;2;38.9044876099;1;15.7317180634;8.94309806824;4;18.6667137146;
10;2;18.0683460236;17.3250007629;3;39.6835570335;1;16.2000274658;9.3333568573;4;19.3355960846;
11;3;20.0683460236;17.294500351;1;40.5918045044;1;17.2000274658;9.6677980423;4;19.8991127014;
12;3;22.0683460236;17.2670497894;2;41.629283905;1;18.2000274658;9.94955635071;4;20.3669185638;
13;3;23.9353790283;17.2423439026;2;42.7890663147;1;19.2000274658;10.1834592819;4;20.7504444122;
14;3;25.2966537476;17.2201099396;2;44.0557374954;1;20.2000274658;10.3752222061;3;21.0616092682;
15;3;26.6886615753;17.2000999451;3;45.404753685;1;21.2000274658;10.5308046341;3;21.25;
16;4;27.6214256287;17.1820907593;3;46.8031311035;1;22.2000274658;10.625;2;21.25;
17;4;28.0409393311;17.1658821106;3;48.2117347717;1;23.2000274658;10.625;3;21.25;
18;4;28.46352005;17.1512947083;4;49.5890264511;2;24.2000274658;10.625;2;21.25;
19;4;28.876707077;17.1381645203;4;50.8956546783;2;24.75;10.625;3;21.25;
20;4;29.2686977386;17.1263484955;4;52.0988140106;2;24.75;10.625;3;21.25;
21;4;29.6296443939;17.1157131195;4;53.175409317;2;24.75;10.625;4;21.25;
22;4;29.9526233673;17.1061420441;5;54.1133308411;2;24.75;10.625;4;21.25;
23;5;30.2340011597;17.0975284576;5;54.9108333588;2;24.75;10.625;5;21.25;
24;5;30.4732494354;17.0897750854;6;55.5745258331;2;24.75;10.625;5;21.25;
25;5;28.4690647125;18.0827980042;6;56.1166877747;2;24.75;10.625;5;21.25;
26;5;27.4652957916;19.0765190125;6;56.5526409149;3;25.75;10.625;4;22.25;
