Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.3999996185;16.0;4;32.0;1;11.8999996185;8.625;4;17.25;
2;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;4;17.25;
3;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;4;17.25;
4;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;4;17.25;
5;1;12.3999996185;16.0;6;32.0;1;12.8999996185;8.625;4;17.25;
6;2;13.6999998093;16.0;5;33.0;1;13.8999996185;8.625;4;17.25;
7;2;14.6999998093;16.0;5;33.6599993706;1;14.8999996185;8.625;4;17.5949993134;
8;2;15.0979995728;16.3199996948;5;34.0401959419;1;15.5569992065;8.79749965668;4;17.8861961365;
9;2;15.2120580673;16.5;5;35.7313871384;1;15.7317180634;8.94309806824;3;18.6667137146;
10;2;17.1164150238;17.3250007629;5;36.9345366955;1;16.2000274658;9.3333568573;3;19.3355960846;
11;2;19.1164150238;17.9053878784;5;37.758477807;1;17.2000274658;9.6677980423;3;19.8991127014;
12;2;21.1164150238;18.2973766327;5;38.2046443224;1;18.2000274658;9.94955635071;3;20.3669185638;
13;2;22.1533927917;18.5;6;38.2465100288;1;19.2000274658;10.1834592819;3;20.7504444122;
14;2;23.1659526825;18.5;6;38.2893087864;1;20.2000274658;10.3752222061;3;21.0616092682;
15;2;24.1787929535;18.5;6;38.3330252171;1;21.2000274658;10.5308046341;3;21.25;
16;2;25.1919078827;18.5;6;38.377641201;1;22.2000274658;10.625;3;21.25;
17;2;25.5132923126;18.5;7;38.4231358767;1;23.2000274658;10.625;4;21.25;
18;2;25.5269412994;18.5;7;38.4694855213;2;24.2000274658;10.625;3;21.25;
19;2;25.540845871;18.5;8;38.5166635513;2;24.75;10.625;4;21.25;
20;3;25.5550003052;18.5;7;38.5646407604;2;24.75;10.625;5;21.25;
21;3;25.1000003815;18.5;7;38.6133849621;2;24.75;10.625;6;21.25;
22;3;25.5840148926;18.5;7;38.662861228;2;24.75;10.625;6;21.25;
23;3;25.5988578796;18.5;7;38.7130320072;2;24.75;10.625;7;21.25;
24;4;25.613910675;18.5;6;38.7638571262;2;24.75;10.625;7;21.25;
25;4;25.1000003815;18.5;6;38.8152936697;2;24.75;10.625;7;21.25;
26;4;25.1000003815;19.5;6;38.8672964573;2;24.75;10.625;7;21.25;
27;4;25.1000003815;19.8071079254;6;38.9198179245;2;24.75;10.625;7;21.25;
28;4;25.1000003815;19.8438720703;6;38.9728083611;2;24.75;10.625;7;21.25;
29;4;25.1000003815;19.8809661865;7;39.0262160301;2;24.75;10.625;7;21.25;
30;4;25.1000003815;19.9183502197;7;39.0799875259;2;24.75;10.625;7;21.25;
31;4;25.1000003815;19.955991745;7;39.1340675354;2;24.75;10.625;7;21.25;
32;4;25.1000003815;19.9938468933;7;39.1883995533;2;24.75;10.625;7;21.25;
33;4;25.1000003815;20.031879425;7;39.2429256439;2;24.75;10.625;7;21.25;
34;4;25.1000003815;20.0700473785;7;39.2975873947;2;24.75;10.625;7;21.25;
35;4;25.1000003815;20.1083106995;7;40.3523254395;2;24.75;10.625;7;21.25;
36;4;27.8056983948;24.1083106995;6;41.4622799158;2;24.75;10.625;7;21.25;
37;4;29.1000003815;28.1083106995;6;41.7126555443;2;24.75;10.625;8;21.25;
38;4;30.51379776;32.1083106995;8;41.9829108715;2;24.75;11.625;9;21.25;
39;4;29.1000003815;36.1083106995;8;42.2747809887;2;24.75;12.625;9;21.25;
40;4;29.4707298279;40.1083106995;9;42.5900393724;2;24.75;13.625;9;21.25;
41;4;29.1000003815;41.8200340271;9;42.9304572344;2;24.75;14.625;10;21.25;
42;4;29.6647453308;41.0597915649;9;43.297749877;2;24.75;15.625;10;21.25;
43;4;29.1000003815;42.1325721741;9;43.6935101748;3;24.75;15.625;10;36.25;
44;4;29.5537834167;41.6476135254;9;44.1191272736;4;27.75;17.625;9;38.0;
45;4;29.9076538086;41.2811965942;9;44.5364820957;4;30.75;19.625;9;38.6893744469;
46;4;30.4958648682;40.5185203552;10;44.9798145294;4;33.5660018921;21.625;9;39.2974858284;
47;5;29.9955596924;41.2305526733;8;62.4563015699;3;31.582157135;19.625;9;22.3105818033;
48;5;30.1000003815;43.2945823669;8;63.4597437382;3;31.8484649658;20.625;10;22.3311508894;
49;5;31.1000003815;45.2169952393;9;64.4133787155;3;31.8649215698;20.625;10;22.3518965244;
50;5;32.0999984741;46.4640388489;9;65.3220901489;3;31.8815174103;20.625;10;22.3728116751;
51;5;33.0999984741;46.8893203735;10;66.1909689903;3;31.8982486725;20.625;11;22.3938889503;
52;6;34.0999984741;47.1247749329;9;67.0246884823;3;31.9151115417;20.625;11;22.4151208401;
53;6;35.0999984741;47.373134613;10;67.7333717346;4;31.9320964813;20.625;11;22.4364993572;
54;6;36.0999984741;47.6413803101;10;68.3342423439;4;31.9491996765;20.625;11;22.4580165148;
55;7;36.7999992371;47.9255332947;10;68.9401099682;4;31.9664134979;20.625;12;22.4796639681;
56;7;36.7999992371;47.0682411194;10;70.116310358;4;31.9837303162;20.625;12;22.5014331341;
57;7;36.9710006714;48.2557907104;12;72.8622703552;4;32.0011482239;20.625;12;22.5233153105;
58;8;37.5576629639;49.5158309937;11;75.012922287;4;32.0186538696;20.625;12;22.5453014374;
59;8;37.9661064148;50.3430900574;11;76.6643753052;4;32.036239624;20.625;12;23.367495656;
60;8;38.2270126343;50.9643363953;13;77.676248312;4;32.6939964294;21.0234375;13;25.044046998;
61;8;38.2999992371;51.3117866516;13;78.4263656139;4;34.2352371216;22.3489723206;13;25.6596935987;
62;8;38.2999992371;51.6748580933;13;79.153503418;4;35.6737556458;23.6102333069;13;26.1700097322;
63;8;38.2999992371;52.0271148682;16;79.8539776802;4;36.9360084534;24.8168411255;14;26.5941009521;
64;8;38.2999992371;52.3668289185;17;80.5249853134;4;37.2752799988;25.9782962799;14;26.742861867;
65;9;37.2999992371;51.5092010498;16;81.1645970345;4;34.3247795105;27.9782962799;14;26.8524733782;
66;9;37.2999992371;51.6513252258;16;81.771695137;4;35.3456573486;27.688495636;14;26.9664119482;
67;9;38.2999992371;52.7928009033;16;82.3458800316;4;33.3666038513;28.7323741913;15;27.0847293139;
68;9;39.2999992371;50.9332466125;15;82.8873505592;5;34.3876075745;27.7784061432;14;27.2074576616;
69;9;38.2999992371;52.0722618103;16;83.3967838287;5;35.408657074;28.7784061432;13;27.334607482;
70;9;36.2999992371;54.2094726562;16;83.8752121925;5;33.4297409058;28.0;13;27.4661648273;
71;8;28.0;50.8297271729;16;64.3239135742;6;34.4508514404;27.0;11;48.6020892859;
72;8;29.0;51.9724960327;17;64.8271199465;6;36.4719734192;28.0;11;48.7423119545;
73;8;30.0;50.0218048096;17;65.2510633469;6;38.4930992126;30.0;11;48.8867328167;
74;8;28.3514671326;51.0695648193;17;65.5849052668;6;36.514213562;33.0;11;49.0352203846;
75;8;29.0;50.4757118225;18;65.9182448387;6;37.5353088379;34.0;12;49.1876093149;
76;8;29.7936878204;52.4126663208;18;66.2508785725;6;35.5563735962;34.0;13;49.3436998129;
77;8;29.8425674438;54.1938362122;19;66.5826513767;6;36.5773925781;33.0;13;49.5032581091;
78;8;27.5862464905;55.4971351624;19;66.9134528637;6;37.598361969;34.0;14;49.6660157442;
79;9;27.9143104553;57.3348922729;18;69.0606960058;5;32.1652755737;31.0;14;47.9881470203;
80;9;30.9752578735;57.3710136414;18;69.3912699223;5;31.1652736664;33.0;14;48.1304380894;
81;9;33.3680114746;57.4879150391;19;69.6943782568;6;30.1652736664;35.0;13;48.2750506401;
82;9;35.4359588623;57.548915863;19;69.9983506203;6;30.4000015259;31.0;14;48.4216074944;
83;9;37.023639679;57.6069259644;21;70.3031026125;6;28.4000015259;31.0;14;48.5697081089;
84;9;38.1191253662;57.4698524475;21;70.6085281372;6;27.4000015259;33.0;14;48.7189323902;
85;9;39.2179260254;56.5193443298;22;70.9144886732;6;26.4000015259;35.0;14;48.868844986;
