Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.3999996185;16.0;4;32.0;1;11.8999996185;8.625;4;17.25;
2;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;5;17.25;
3;1;11.3999996185;16.0;5;32.0;1;11.8999996185;8.625;5;17.25;
4;1;11.3999996185;16.0;5;32.0;1;11.8999996185;8.625;5;17.25;
5;1;12.3999996185;16.0;4;32.0;2;13.5;8.625;4;18.25;
6;1;13.3999996185;16.0;4;32.0;2;14.5;8.625;3;18.3999999762;
7;1;14.3999996185;16.0;4;32.6399993896;2;15.5899991989;8.625;3;18.9272742271;
8;1;14.7919998169;16.3199996948;4;33.0;2;16.3563632965;8.79749965668;3;19.4272081852;
9;1;14.8999996185;16.5;4;34.6500015259;2;16.6563243866;8.94309806824;3;20.5075911283;
10;1;16.7919998169;17.3250007629;4;35.8107757568;2;17.3045539856;9.3333568573;3;21.5291695595;
11;1;17.7919998169;17.9053878784;4;36.5947532654;2;19.3045539856;9.6677980423;3;22.5052189827;
12;1;18.7919998169;18.2973766327;4;37.0;2;21.3045539856;9.94955635071;3;23.4523892403;
13;1;19.7919998169;18.5;5;37.0;2;23.0513095856;10.1834592819;3;24.3886625767;
14;1;20.7919998169;18.5;6;37.0;2;23.6331977844;10.3752222061;3;25.331486702;
15;1;21.7919998169;18.5;6;37.0;2;24.1988925934;10.5308046341;3;26.2342333794;
16;1;22.7919998169;18.5;6;37.0;2;24.7405395508;10.625;3;27.0324964523;
17;1;23.1000003815;18.5;6;37.0;2;25.2194976807;10.625;3;27.9124479294;
18;1;23.1000003815;18.5;6;37.0;2;25.7474689484;10.625;3;28.8676800728;
19;1;23.1000003815;18.5;6;37.0;2;26.320608139;10.625;3;29.8871021271;
20;1;23.1000003815;18.5;6;37.0;2;26.9322624207;10.625;3;30.9548978806;
21;1;23.1000003815;18.5;7;37.0;2;29.5729389191;10.625;4;32.0510759354;
22;1;23.1000003815;18.5;7;37.0;2;31.2306461334;10.625;4;33.1526699066;
23;1;23.1000003815;18.5;7;37.0;2;32.8916015625;10.625;4;34.2354946136;
24;1;23.1000003815;18.5;7;37.0;2;34.5412979126;10.625;4;35.2762174606;
25;1;23.1000003815;18.5;7;37.0;2;35.1657295227;10.625;4;36.2543754578;
26;1;23.1000003815;18.5;7;37.0;2;35.7526245117;10.625;4;37.1539812088;
27;1;23.1000003815;18.5;7;37.0;2;36.292388916;10.625;4;37.9644508362;
28;1;23.1000003815;18.5;7;37.0;2;36.7786712646;10.625;4;38.6807575226;
29;1;23.1000003815;18.5;7;37.0;2;37.2084541321;10.625;4;39.302904129;
30;1;23.1000003815;18.5;8;37.0;2;37.581741333;10.625;4;39.8349399567;
31;1;23.1000003815;18.5;8;37.0;2;37.9009628296;10.625;4;40.2837772369;
32;1;23.1000003815;18.5;8;37.0;2;38.1702651978;12.625;4;40.6580238342;
33;1;23.1000003815;18.5;8;37.0;2;38.3948135376;14.625;4;40.9669952393;
34;1;23.1000003815;18.5;8;37.0;2;38.5801963806;16.625;4;41.2199649811;
35;1;23.1000003815;18.5;8;37.0;2;38.7319793701;18.625;5;41.25;
36;1;23.1000003815;18.5;7;37.0;2;38.75;20.625;5;41.25;
37;1;23.1000003815;18.5;8;37.0;2;38.75;20.625;6;41.25;
38;1;23.1000003815;19.5;8;37.0;2;38.75;20.625;7;41.25;
39;1;23.1000003815;20.5;9;37.0;2;38.75;20.625;6;41.25;
40;1;23.1000003815;21.5;9;37.0;2;38.75;20.625;5;41.25;
41;1;23.1000003815;22.5;10;37.0;2;38.75;20.625;4;41.25;
42;1;23.1000003815;23.5;11;37.0;2;38.75;20.625;5;41.25;
43;1;23.1000003815;23.5;11;37.0;2;38.75;20.625;5;41.25;
44;1;23.1000003815;23.5;12;37.0;2;38.75;20.625;6;41.25;
45;1;23.1000003815;23.5;12;37.0;3;38.75;20.625;5;41.25;
46;1;23.1000003815;23.5;11;37.0;3;38.75;20.625;5;41.25;
47;1;23.1000003815;23.5;12;37.0;3;38.75;20.625;5;41.25;
48;1;23.1000003815;23.5;12;37.0;3;38.75;20.625;5;43.046875;
49;1;23.1000003815;23.5;13;37.0;3;39.828125;21.0234375;5;44.537946701;
50;1;23.1000003815;23.5;13;37.0;3;40.7227668762;21.3489723206;5;45.7506084442;
51;1;23.1000003815;23.5;14;37.0;3;41.4503631592;21.6102333069;5;46.7202854156;
52;1;23.1000003815;23.5;15;37.0;3;42.0321731567;21.8168411255;6;47.4849357605;
53;1;23.1000003815;23.5;15;37.0;3;42.4909591675;21.9782962799;6;47.8745994568;
54;1;23.1000003815;23.5;16;37.0;3;42.7247619629;22.0;6;48.0;
55;1;23.1000003815;23.5;16;37.0;3;42.8000030518;22.0;6;48.0;
56;1;23.1000003815;23.5;16;37.0;3;42.8000030518;22.0;6;48.0;
57;1;23.1000003815;23.5;17;37.0;3;42.8000030518;22.0;7;48.0;
58;1;23.1000003815;23.5;17;37.0;3;42.8000030518;22.0;7;48.0;
59;1;23.1000003815;23.5;17;37.0;4;43.8000030518;23.0;6;49.0;
60;1;23.1000003815;23.5;18;37.0;4;44.8000030518;24.0;6;49.2400000095;
61;1;23.1000003815;23.5;19;37.0;4;45.544002533;25.0;6;49.5346239805;
62;1;23.1000003815;23.5;19;37.0;4;45.7207794189;26.0;6;49.8947292566;
63;2;23.1000003815;23.5;18;38.4799995422;4;45.9368400574;27.0;3;51.3325116634;
64;2;24.5439987183;25.2399997711;17;40.4496955872;4;47.199508667;28.0;3;51.9012334347;
65;2;25.8349075317;26.7248477936;17;41.3200000525;4;48.5167427063;29.0;3;52.0758590698;
66;2;26.0;28.0;18;41.7381761074;4;48.5968093872;30.0;3;52.7772166729;
67;2;26.0;29.0;18;42.2815616131;4;48.9922027588;31.0;4;53.6006940603;
68;2;26.0;30.0;19;42.9824216366;4;49.4601554871;32.0;4;54.0572580099;
69;3;26.0;31.0;18;43.8776724339;4;49.7072525024;32.6059188843;4;54.5797379017;
70;4;28.0;31.0;17;46.0069408417;4;47.9931983948;33.6288757324;4;55.6740677357;
71;4;29.5020828247;32.0;18;47.4685368538;4;47.6215553284;34.6524085999;4;56.9089224339;
72;4;30.240562439;33.0;18;49.2356243134;4;47.3335380554;35.6765136719;5;58.2763251066;
73;4;30.7706871033;34.0;17;51.3206471205;4;47.1243743896;36.7011871338;4;59.2577952147;
74;4;31.396194458;35.0;17;53.700977087;4;46.6829833984;37.7264137268;4;60.7991976738;
75;4;32.110294342;35.0;19;56.3253102303;4;46.5769042969;38.7521820068;5;61.8997602463;
76;4;32.8975944519;35.0;20;59.094093442;4;43.5769042969;38.7784729004;4;63.5156197548;
77;4;33.7282295227;35.0;19;61.8732098341;4;44.5769042969;37.8052787781;4;64.6129666567;
78;4;34.5619621277;35.0;19;64.5162342787;4;41.5769042969;38.1656036377;6;66.1710784435;
79;4;35.3548698425;35.0;20;66.8887965679;4;37.5769042969;41.2044715881;7;67.6339476109;
80;4;36.0666389465;35.0;20;68.9119381905;4;34.5769042969;44.2439727783;8;68.9667631388;
81;4;36.6735801697;35.0;20;70.5563561916;5;31.5769042969;47.2840652466;6;70.1474465132;
82;4;37.1669082642;35.0;20;71.8410885334;5;29.2258033752;49.0;6;71.243052721;
83;4;35.1899299622;36.0;20;72.8158710003;5;27.256067276;52.0;6;72.1871883869;
84;4;33.6419715881;37.9526252747;21;73.5423170328;5;25.2878684998;55.0;6;72.99172616;
85;5;32.6419715881;38.9929275513;20;74.068271637;4;23.3211975098;58.0;5;73.6736781597;
86;6;31.6419715881;39.9514045715;16;97.3548378944;3;19.4000015259;49.0;5;50.6325850487;
87;6;29.6419715881;42.9901046753;16;97.8576591015;3;18.4000015259;51.8428115845;5;50.8002126217;
88;6;28.6419715881;46.029548645;17;98.2709639072;3;17.4000015259;53.9601478577;6;50.9738197327;
89;6;27.6419715881;48.6751213074;18;98.4139978886;3;16.4000015259;56.0816726685;7;51.1530275345;
90;6;27.0;50.7104377747;19;98.5038468838;3;16.0;58.207118988;8;51.3373842239;
91;6;29.0;49.7517700195;20;98.5947904587;3;17.0;57.3361701965;8;51.5263674259;
92;6;28.0;51.7936019897;20;98.6866774559;3;16.7934322357;57.3361701965;11;51.7193877697;
93;6;28.0;53.8358688354;20;98.7793495655;3;16.8368625641;59.0;10;51.9157941341;
94;6;28.0;55.8784980774;20;98.8726425171;3;18.0;56.0;10;52.1148810387;
95;6;28.0;57.9214134216;21;98.9663870335;3;16.9258480072;57.0;9;52.3158979416;
96;6;28.0;59.9645385742;23;99.0604100227;3;16.9710769653;59.0;8;52.5180587769;
97;6;28.0;62.0077857971;23;99.1545357704;3;18.0;56.0;9;52.7205553055;
98;6;28.0;64.0510864258;23;99.2485871315;3;17.0;57.0;9;52.9225687981;
99;6;29.0;66.0943527222;23;99.3324077129;3;17.1075782776;59.0;9;53.1232833862;
100;6;30.0;68.1329040527;24;99.4155976772;3;18.0;56.0;9;53.3218984604;
101;6;31.0;70.7859802246;25;99.4980230331;3;16.0;59.0;9;53.5176434517;
102;6;32.0;72.8387374878;25;99.579554081;3;16.0;62.0;10;53.7097873688;
103;6;32.4000015259;74.890914917;25;99.6600670815;3;18.0;58.9968490601;11;53.8976516724;
104;6;32.4000015259;76.9424362183;27;99.7394442558;3;16.0;61.1283569336;12;54.0806174278;
105;6;32.4000015259;78.9932479858;28;99.817574501;3;16.0;63.2564315796;13;54.2581338882;
106;6;32.4000015259;81.0432510376;28;99.8943545818;3;18.0;59.3806915283;15;54.4297237396;
107;7;32.4000015259;83.0923843384;27;99.9696886539;4;16.0;61.5008087158;13;59.5949854851;
108;7;32.4000015259;85.1406021118;28;100.043489456;4;17.0;64.6164855957;13;59.9035959244;
109;7;32.4000015259;87.187828064;28;100.11567831;4;20.0;61.7275161743;14;60.2020835876;
110;7;33.4000015259;86.2340316772;28;100.186184883;4;18.0;64.8337173462;15;60.4899120331;
111;7;32.4000015259;88.2791519165;29;100.254947662;4;18.0;67.934967041;16;60.7666544914;
112;7;32.4000015259;90.3231658936;30;100.321914196;4;20.0;65.0312042236;18;61.0319919586;
113;7;33.4000015259;89.3660202026;31;101.387040615;4;18.0;68.1223983765;19;61.2857093811;
114;7;33.4000015259;92.4077072144;32;101.719918847;4;18.0;71.2085723877;19;61.5276894569;
115;7;34.4000015259;95.5385665894;32;102.067976952;4;20.0;68.2897796631;20;61.7579045296;
116;7;35.4000015259;95.6695327759;32;102.431748748;4;18.0;71.3661193848;20;61.9764108658;
117;7;35.4000015259;95.8000411987;33;102.81179595;4;18.0;74.0939025879;21;62.1833381653;
118;8;34.4000015259;98.9295730591;33;104.208690763;4;20.0;70.2443084717;21;62.378882885;
