Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;10.3999996185;14.0;4;25.7535991669;1;11.8999996185;8.625;4;17.25;
2;1;10.1507196426;13.0;6;25.6225280762;1;11.8999996185;8.625;5;17.25;
3;1;10.1245059967;12.8112640381;6;25.5045623779;1;11.8999996185;8.625;5;17.25;
4;1;10.1009120941;12.752281189;6;25.398393631;1;11.8999996185;8.625;6;17.25;
5;1;11.1009120941;12.6991968155;6;25.3028430939;1;12.8999996185;8.625;6;17.25;
6;1;12.1009120941;12.6514215469;6;25.111989975;2;14.5;8.625;5;18.25;
7;1;12.5335969925;12.5559949875;6;24.926820755;2;15.5;8.625;5;18.5949993134;
8;1;12.4780464172;12.4634103775;6;24.7601680756;2;16.156999588;8.79749965668;5;18.8861961365;
9;1;12.4280509949;12.3800840378;6;25.3344955444;2;16.3317184448;8.94309806824;5;19.696713686;
10;1;12.6003494263;12.6672477722;6;25.7766418457;2;16.8180274963;9.3333568573;5;20.396187067;
11;1;14.4280509949;12.8883209229;6;26.0797309875;2;18.8180274963;9.6677980423;5;20.9908788204;
12;2;16.4280509949;13.0398654938;5;27.0797309875;2;20.8180274963;9.94955635071;5;21.4904358387;
13;2;18.4280509949;13.0398654938;5;27.2347996235;2;21.2000274658;10.4081630707;5;21.9062794447;
14;2;19.7745723724;13.0398654938;5;27.4121234417;2;21.4502677917;10.6063890457;5;22.2503181696;
15;2;20.8277683258;13.0398654938;4;27.5993075371;2;21.6369667053;10.7685461044;5;22.4721269608;
16;2;21.8839244843;13.0398654938;4;27.809944272;2;21.75;10.8694257736;5;22.5060760975;
17;2;21.8239192963;13.5589294434;4;28.0461339951;2;22.5036449432;10.625;4;22.5405418873;
18;2;22.4138412476;13.0398654938;6;28.3099212646;2;22.5243244171;10.625;4;22.5755085945;
19;2;22.4929771423;13.0398654938;6;28.6032118797;2;22.5453052521;10.625;4;22.6109591722;
20;2;22.5809631348;13.0398654938;6;28.9276719093;2;22.566576004;10.625;4;22.6468753815;
21;2;22.6783008575;13.0398654938;6;29.2846093178;2;23.75;11.0440626144;5;22.6832377911;
22;2;21.8239192963;14.001329422;6;29.6748428345;2;24.75;11.0549716949;5;22.7200255394;
23;2;22.8239192963;13.0398654938;8;30.0985627174;2;25.75;11.3600130081;6;22.7572168112;
24;2;21.8239192963;14.0398654938;8;30.5551939011;2;26.75;11.3786087036;6;22.7947884798;
25;2;20.8239192963;14.0398654938;9;31.0432724953;2;26.75;11.3973941803;6;22.8327163458;
26;2;20.3129806519;15.0398654938;9;31.5603532791;2;26.75;11.4163579941;6;22.8709751368;
27;2;19.4681053162;16.0398654938;8;32.1029620171;2;26.75;11.4354877472;6;22.9095385075;
28;2;18.6308879852;17.0398654938;9;32.6666088104;2;26.75;11.4547691345;6;22.9483793974;
29;3;17.6023769379;18.0398654938;7;48.2458744049;2;26.75;11.4741897583;6;22.9874696732;
30;3;15.8239192963;20.0398654938;7;49.5845708847;2;26.75;11.4937343597;6;23.0267804861;
31;3;16.0;22.0398654938;8;50.8453512192;3;26.75;11.5133905411;5;23.0662822723;
32;3;17.0;24.0398654938;8;52.0204143524;3;26.75;11.5331411362;5;23.1059447527;
33;3;18.0;26.0398654938;8;53.1053943634;3;26.75;11.5529727936;5;23.1457372904;
