Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.3999996185;16.0;4;32.0;1;11.8999996185;8.625;4;17.25;
2;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;5;17.25;
3;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;5;17.25;
4;2;11.5999994278;16.0;5;32.7439994812;1;11.8999996185;8.625;5;17.25;
5;2;12.6999998093;15.8719997406;5;32.6239993572;2;13.5;8.625;4;18.25;
6;2;13.7331199646;15.7567996979;5;32.5380023718;2;13.8999996185;8.625;4;18.2799999714;
7;2;14.7614011765;15.6531200409;5;32.5878428221;2;14.8999996185;8.625;4;19.1833902597;
8;2;14.7763528824;15.6058082581;5;32.6621005535;2;15.8674993515;9.05624961853;3;19.9748716354;
9;2;14.7986297607;15.5632276535;5;34.0839431286;2;16.3171424866;9.43095207214;3;21.2564380169;
10;2;16.8852863312;16.1723022461;5;35.1829270124;2;17.0400924683;10.0334100723;3;22.3775556087;
11;2;18.8852863312;16.60820961;5;36.0410268307;2;19.0400924683;10.5534601212;3;23.3375387192;
12;2;20.8852863312;16.9110736847;5;36.5380403996;2;21.0400924683;10.9906988144;3;24.1461236477;
13;2;22.1128978729;17.0200004578;5;36.8453481197;2;22.0400924683;11.3499412537;3;24.8197814226;
14;2;23.2050895691;17.0200004578;6;37.1818397045;2;23.0400924683;11.6393785477;4;25.3781971931;
15;2;24.3060379028;17.0200004578;7;37.5481202602;2;24.0400924683;11.8688192368;4;25.841526866;
16;2;25.2644348145;17.0200004578;7;37.9442529678;2;25.0400924683;12.0483188629;4;26.104033947;
17;2;25.3832759857;17.0200004578;8;38.0953683853;2;26.0400924683;12.125;4;26.2179822922;
18;2;25.4286117554;16.901599884;8;38.292057991;2;27.0400924683;12.125;4;26.3366913795;
19;3;25.4876174927;16.7950401306;8;38.5299191475;2;28.0400924683;12.125;4;26.4600839615;
20;3;25.5589752197;16.699136734;9;38.8041744232;2;28.5499992371;12.125;5;26.5880460739;
21;3;25.6412506104;16.6128234863;9;39.1096777916;2;28.5499992371;12.125;5;26.7204251289;
22;3;25.7329044342;16.5351409912;10;39.4409594536;2;28.5499992371;12.125;6;26.8570291996;
23;3;25.8322868347;16.4652271271;10;39.7922997475;2;28.5499992371;12.125;6;26.9976255894;
24;4;24.7658119202;16.4023036957;7;49.8186368942;3;28.5499992371;12.125;5;27.1419410706;
25;4;25.8426208496;17.3456726074;7;50.6117806435;3;29.5499992371;12.125;5;27.2896630764;
26;4;26.9435844421;18.2947044373;7;51.3835887909;3;30.373796463;12.125;5;27.1404414177;
27;4;27.0452880859;19.24883461;8;52.1268978119;3;30.2842636108;11.9750003815;5;27.0238871574;
28;4;27.1462879181;20.2075519562;8;53.835735321;3;30.2143325806;11.8400001526;5;26.9365823269;
29;4;28.2452754974;21.1703968048;9;54.6937235594;3;30.1619491577;11.7185001373;5;26.875377655;
30;4;29.3411102295;22.1369571686;9;55.5423539877;3;28.0307312012;12.6091499329;5;26.8373708725;
31;4;29.8134937286;23.1068611145;9;56.3844121695;3;27.8128814697;13.4186859131;5;26.8198850155;
32;4;29.9704647064;23.3093910217;10;57.2242116928;3;27.7065925598;13.409942627;5;26.8204474449;
33;4;30.1337490082;23.4260368347;10;58.0673429966;3;27.6109352112;13.4102239609;5;26.8367738724;
34;4;30.3044891357;23.5305480957;10;58.9203276634;3;28.5248413086;15.4102239609;6;26.8667607307;
35;4;31.4840278625;24.5305480957;10;59.7901611328;3;29.4473571777;17.4102249146;6;26.9084687233;
36;4;32.673789978;26.5305480957;11;60.6837780476;3;30.1450805664;19.3424453735;6;26.9601149559;
37;4;33.7997131348;28.7336616516;12;61.4792103767;3;30.1760673523;20.3424453735;6;27.0200634003;
38;5;34.0143890381;31.7334575653;12;62.3232178688;3;30.2120380402;21.0486450195;6;27.0868201256;
39;5;34.2422676086;34.65259552;12;63.2188878059;3;30.2520904541;21.0062789917;6;27.1590237617;
40;5;32.4841003418;35.6409378052;12;64.1645159721;3;30.2954139709;20.9681510925;6;28.2354431152;
41;5;31.8144187927;36.630443573;12;65.1075549126;3;29.2542381287;21.9338378906;6;28.4674676657;
42;5;32.0690383911;37.6209983826;12;66.0118026733;3;29.21717453;22.9029541016;7;29.5642855167;
43;5;32.3131866455;38.6124992371;12;66.9551506042;3;30.3507976532;24.2784614563;7;30.5481396914;
44;5;32.5678901672;39.604850769;12;68.9209241867;3;30.8613739014;25.5821990967;7;31.4427336454;
45;5;33.8286514282;41.5979652405;12;69.9161208868;3;31.3211231232;27.8237571716;9;32.2730412483;
46;5;35.0904197693;43.5917701721;12;70.8960639238;3;31.7451381683;29.0132331848;9;32.4250650406;
47;5;35.6319389343;45.5861930847;12;71.8421262503;3;31.7651062012;29.8744087219;9;32.6356711388;
48;5;33.5962524414;48.5811729431;16;72.7378709316;3;31.8232021332;29.8813018799;10;32.9038636684;
49;5;32.8308601379;50.6766548157;16;73.5701960325;3;31.9188613892;29.8232345581;10;33.2283959389;
50;5;32.5814361572;52.3972511292;16;74.3300139904;3;32.0513534546;29.773891449;10;33.607550621;
51;5;32.7791404724;53.4112434387;17;75.0124279261;3;32.2196311951;29.7321510315;11;34.0389175415;
52;5;32.9558486938;54.4258232117;20;75.6164215803;3;32.4222297668;29.6970291138;11;34.5191969872;
53;5;33.1112976074;55.4409561157;20;76.144231081;3;32.6571235657;29.6676464081;12;35.0440273285;
54;5;33.2460823059;56.4565925598;20;78.5489982367;3;32.9216384888;29.6432342529;12;36.6473093033;
55;6;34.7443847656;59.2098312378;20;81.4715181589;3;33.7231674194;30.0636558533;13;38.1759414673;
56;6;38.1270217896;55.7688827515;21;83.1393862963;4;34.4850349426;30.4211235046;13;39.6387753487;
57;6;36.4173202515;59.9579544067;22;84.2206894159;4;35.2132148743;30.7247543335;14;40.9299888611;
58;6;36.5568008423;63.036819458;22;85.0130290985;4;35.8447532654;30.9277019501;14;42.0580615997;
59;6;37.6561355591;63.0813522339;22;85.5795172453;4;36.3851661682;31.04139328;13;43.1738872528;
60;6;37.737411499;63.1272506714;23;86.0704782009;5;36.9253120422;31.1491851807;12;44.2609119415;
61;6;36.7916793823;65.4113845825;24;86.3866305351;5;37.4554595947;31.2509078979;12;45.3035135269;
62;6;37.7916793823;64.6185302734;24;86.7305054665;5;37.9663391113;31.3464775085;12;46.2880754471;
63;7;37.7916793823;63.8439331055;20;102.103443861;5;38.4497833252;31.4358863831;10;48.20383358;
64;7;35.7916793823;68.088470459;20;103.556495905;5;39.8992614746;32.519203186;9;49.103372097;
65;7;36.7916793823;69.3528594971;21;104.945299149;5;41.3101615906;33.5965499878;9;49.9257097244;
66;7;36.7916793823;69.283996582;18;106.259471416;5;37.3101615906;34.5965499878;7;50.6702069044;
67;7;35.7916793823;72.7491836548;17;107.494919777;5;37.3101615906;34.5965499878;7;51.338965416;
68;8;37.2448005676;72.9448928833;16;108.652791023;5;34.3101615906;36.5965499878;7;51.9361940622;
69;9;38.2448005676;73.1697387695;15;109.737928629;6;36.3101615906;34.5965499878;6;53.4149073362;
70;9;35.2448005676;77.4751815796;15;110.757236242;6;36.3101615906;35.0;6;53.718996346;
71;9;35.2448005676;79.7961730957;17;111.58749032;6;34.3101615906;38.0;7;53.9862900376;
72;10;34.2448005676;81.8187561035;16;113.235889852;5;32.3101615906;36.0;7;53.4013283253;
73;10;35.2448005676;84.2174453735;16;113.832563818;5;32.3101615906;37.0;7;53.4896525145;
74;10;36.2448005676;86.6237106323;16;114.312355578;5;29.4000015259;39.0;7;53.5811642408;
75;10;36.2448005676;89.0338821411;17;114.806642532;5;28.4000015259;41.0;8;53.6758141518;
76;10;36.2448005676;91.4440994263;18;115.308024168;5;27.4000015259;43.0;8;53.7735335827;
77;10;36.2448005676;93.7855758667;18;116.809401751;5;26.4000015259;45.0;7;53.8742339611;
78;10;42.8182296753;98.2275390625;18;117.404205859;5;25.4000015259;47.0;8;53.9778065681;
79;10;44.8676948547;98.6184844971;20;117.522901416;5;24.4000015259;49.0;8;54.0841217041;
80;10;43.1261901855;104.380989075;22;117.673244357;5;23.4000015259;51.0;8;54.1930289268;
81;10;44.1760826111;103.682800293;21;117.849435866;5;23.4000015259;50.0;9;54.3043570518;
82;10;41.1890144348;108.966842651;22;118.0468117;5;21.4000015259;52.0;9;54.417914629;
83;10;41.1918754578;111.654075623;24;118.261708349;5;20.4000015259;54.0;9;54.5334908962;
84;10;41.2678527832;110.762565613;25;118.49134773;5;20.4000015259;53.0;10;54.6508569717;
85;10;40.0374984741;112.874732971;26;118.733687788;5;18.4000015259;55.0;11;54.7697672844;
86;10;40.0384864807;114.99066925;25;118.987272948;5;18.0;57.0;10;54.8899610043;
87;11;41.0954360962;114.110488892;26;119.251092166;4;19.0;56.0;11;55.0111646652;
88;12;40.1109771729;116.234214783;24;122.785621643;3;16.0;53.0;12;51.75;
89;12;40.1375541687;122.361854553;24;123.189953864;3;17.0;52.0;12;51.75;
90;12;44.15807724;119.493347168;24;123.565159112;3;19.0;49.0;10;51.75;
91;12;42.5406341553;122.628585815;26;123.86268124;3;19.0;49.0;9;51.75;
92;12;43.5515823364;127.039230347;26;124.182774335;3;20.0;49.0;9;51.75;
93;12;44.7035980225;131.847640991;27;125.522981852;3;22.0;46.0;10;51.75;
94;13;46.8225631714;136.869354248;27;126.030793428;3;22.0;46.0;11;51.75;
95;14;46.6935081482;138.116394043;26;126.487298757;3;23.0;46.0;11;51.75;
96;14;45.8382873535;140.098846436;27;126.972613215;3;25.0;43.0;11;51.75;
97;14;47.3303909302;144.094909668;28;127.471835911;3;25.0;43.0;13;51.75;
98;14;46.9638786316;141.92199707;29;128.014152616;3;26.0;43.0;14;51.75;
99;14;46.9976119995;142.862243652;30;128.598638713;3;27.7999992371;41.0;14;51.75;
100;14;47.7529144287;148.83203125;30;129.224329948;3;26.7999992371;42.0;15;51.75;
