Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.3999996185;16.0;4;32.0;2;12.8999996185;8.625;3;18.25;
2;1;11.3999996185;16.0;4;32.0;2;13.8999996185;8.625;3;18.3999999762;
3;1;11.3999996185;16.0;4;32.0;2;14.8999996185;8.625;4;18.570775032;
4;1;11.3999996185;16.0;4;32.0;2;16.6924648285;8.625;4;18.7646545172;
5;1;12.3999996185;16.0;4;32.0;2;17.8087921143;8.625;5;18.9840574265;
6;1;13.3999996185;16.0;4;31.7439994812;2;18.9404335022;8.625;4;19.5937769413;
7;1;14.3999996185;15.8719997406;4;31.6056003571;2;19.7562656403;8.79749965668;4;20.18481493;
8;1;14.4816799164;15.8028001785;4;31.4810409546;2;20.1108894348;8.94309806824;4;21.3952059746;
9;2;14.7443122864;15.7405204773;3;33.6014404297;2;22.1108894348;9.3333568573;4;22.5626249313;
10;2;16.7816791534;16.3007202148;3;34.5988461971;2;24.1108894348;9.6677980423;4;23.6996805668;
11;2;18.7816791534;16.698223114;4;34.6504051685;2;26.0120582581;9.94955635071;4;24.8211627007;
12;3;20.7816791534;16.6120014191;5;34.7577420473;2;26.8926963806;10.1834592819;4;25.9416770935;
13;3;21.9883613586;16.5344009399;5;34.9244885445;2;27.5650062561;10.3752222061;4;27.0735120773;
14;3;23.0802898407;16.4645614624;5;35.1322054863;2;28.2441082001;10.5308046341;4;28.1629724503;
15;3;24.1803188324;16.4017047882;5;35.4004478455;2;28.8977832794;10.625;4;29.1368045807;
16;3;24.6201343536;16.3451347351;5;35.7321267128;2;29.4820823669;10.625;4;30.1710166931;
17;3;24.7196388245;16.2942218781;6;36.129699707;2;30.1026096344;10.625;4;31.2485847473;
18;3;24.8389091492;16.2483997345;6;36.5620574951;2;30.7491512299;10.625;4;32.3485708237;
19;3;24.9686183929;16.2071590424;6;37.0243725777;2;31.4091415405;10.625;4;33.4474878311;
20;3;25.1073112488;16.1700439453;6;37.5383806229;2;32.0684928894;10.625;4;34.5211734772;
21;3;25.2615146637;16.1366386414;7;38.1005086899;2;34.7127037048;10.625;4;35.5468797684;
22;3;25.4301528931;16.1065750122;7;38.705555439;2;36.3281288147;10.625;5;36.5052165985;
23;3;25.6116676331;16.0795173645;7;39.3466644287;2;35.3281288147;11.625;5;37.3815956116;
24;3;25.8039970398;16.0551662445;7;40.0154094696;2;35.3281288147;12.625;6;38.1669464111;
25;3;24.0177726746;17.0551662445;7;40.7020645142;2;34.3281288147;13.625;6;38.857673645;
26;3;23.2356033325;18.0551662445;7;41.3960037231;2;35.3281288147;11.625;6;39.4549827576;
27;4;22.4544372559;19.0551662445;6;42.086230278;2;36.3281288147;10.625;6;39.9638156891;
28;4;21.6710910797;20.0551662445;6;42.7619762421;2;37.3281288147;10.625;6;40.3916473389;
29;5;20.8824424744;21.0551662445;5;43.4133043289;2;38.3281288147;12.625;6;40.7473659515;
30;5;20.0856056213;22.0551662445;5;44.0316267014;2;39.3281288147;14.625;6;41.0403404236;
31;5;19.2780914307;23.0551662445;6;44.6100931168;2;40.3281288147;16.625;6;41.25;
32;5;18.4579200745;24.0551662445;6;45.1438055038;2;41.3281288147;18.625;6;41.25;
33;5;17.9905967712;25.0551662445;8;45.6298513412;2;41.75;20.625;7;41.25;
34;5;16.9905967712;24.0551662445;8;46.0671749115;2;41.75;20.625;7;41.25;
35;5;16.9905967712;24.0551662445;8;46.4563341141;2;41.75;20.625;7;41.25;
36;5;17.0;24.0551662445;9;46.7991867065;2;41.75;20.625;7;41.25;
37;5;16.0;23.0551662445;9;47.0985441208;2;41.75;20.625;7;41.25;
38;5;16.0;22.0551662445;10;48.3578481674;2;41.75;20.625;7;41.25;
39;5;16.0;21.5551662445;10;48.5949801207;2;41.75;20.625;8;41.25;
40;5;17.0;23.3766117096;10;48.7997953892;2;41.75;20.625;8;41.25;
41;5;18.3084754944;25.3725509644;10;48.8638297319;2;41.75;20.625;8;41.25;
42;5;20.3127365112;27.3688964844;10;48.8715043068;2;41.75;20.625;9;41.25;
43;5;22.3170127869;29.365606308;17;48.8798812628;2;41.75;20.625;9;41.25;
44;6;21.0;31.3553085327;10;63.8888897896;2;41.75;20.625;9;43.046875;
45;7;23.2930431366;32.8599815369;7;87.6484668255;2;40.2281265259;22.0234375;9;44.537946701;
46;7;27.2969245911;33.8575820923;7;89.7079304457;2;39.6187667847;23.3489723206;10;45.7506084442;
47;7;30.3008136749;35.8554229736;8;91.4327511787;2;38.9322776794;24.6102333069;10;46.7202854156;
48;7;31.8655910492;37.8534812927;8;92.8437952995;2;38.1802062988;25.8168411255;10;47.4849357605;
49;7;32.8685531616;39.8517341614;9;93.9771894217;2;35.1802062988;27.8168411255;10;47.8745994568;
50;7;33.214176178;41.8501586914;10;94.8754271269;2;35.1802062988;28.0;10;48.0;
51;7;33.2173271179;43.8487434387;10;95.5808548927;2;35.1802062988;29.0;11;48.0;
52;7;33.2205543518;45.8474693298;12;95.860001564;2;34.4000015259;30.0;11;48.0;
53;8;33.2238540649;47.846321106;12;95.9896916151;2;33.4000015259;31.0;11;48.0;
54;8;33.2272186279;49.8452911377;13;96.0023494959;2;32.4000015259;32.0;12;48.0;
55;8;33.2306365967;51.5443649292;14;96.0151872635;2;31.4000015259;33.0;13;48.0;
56;8;33.2341003418;52.5435256958;14;96.0281834602;2;31.4000015259;34.0;13;48.0;
57;8;33.2376098633;53.5427742004;15;96.0413167477;2;31.4000015259;34.0;14;48.0;
58;8;33.241153717;54.542098999;15;96.0545675755;3;31.4000015259;34.0;13;48.0;
59;8;32.8969726562;55.5414886475;16;97.067918539;3;30.4000015259;33.0;14;48.0;
60;8;34.248336792;57.5409393311;16;97.2584080696;3;30.4000015259;33.0;14;48.0;
61;8;35.2519645691;59.5404434204;16;97.4782313108;3;29.4000015259;32.0;14;48.0;
62;8;35.629119873;61.5400009155;17;101.257678986;3;29.4000015259;32.0;15;48.0;
