Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.3999996185;16.0;4;32.0;1;11.8999996185;8.625;4;17.25;
2;1;11.3999996185;16.0;5;31.5391998291;1;11.8999996185;8.625;5;17.25;
3;1;11.3078403473;15.7695999146;5;31.1244792938;1;11.8999996185;8.625;5;17.25;
4;1;11.2248954773;15.5622396469;5;30.7512321472;1;11.8999996185;8.625;6;17.25;
5;2;12.524895668;15.3756160736;4;31.415309906;1;12.8999996185;8.625;6;17.25;
6;2;13.524895668;15.207654953;4;30.9732826948;1;13.8999996185;8.625;6;17.25;
7;2;14.2919845581;14.9745693207;4;30.6586891413;1;14.8999996185;8.625;6;17.5949993134;
8;2;14.1976070404;14.8050327301;4;30.378330946;1;15.5569992065;8.79749965668;6;17.8861961365;
9;2;14.1134986877;14.6524496078;4;30.86095047;1;15.7317180634;8.94309806824;6;18.6667137146;
10;2;16.2203636169;14.8682365417;4;30.9549757242;1;16.2000274658;9.3333568573;6;19.3355960846;
11;2;18.2203617096;14.8887996674;5;31.0097404718;2;18.2000274658;9.6677980423;5;20.8991127014;
12;2;20.2203617096;14.8887996674;5;31.066377759;2;20.2000274658;9.94955635071;5;21.3969185352;
13;2;21.269651413;14.8887996674;6;31.1248885393;2;21.8180274963;10.1834592819;4;21.8110353947;
14;2;22.2872047424;14.8887996674;6;31.1852674484;2;22.0866222382;10.3752222061;4;22.1533753872;
15;2;23.3053188324;14.8887996674;6;31.247502327;2;22.2920265198;10.5308046341;4;22.3735172749;
16;2;23.3742523193;14.8887996674;5;31.311573863;2;22.4241104126;10.625;4;22.4058350325;
17;3;22.0399513245;14.8887996674;5;39.3677068949;2;22.4435005188;10.625;4;22.4387089014;
18;4;23.0399513245;15.3367595673;4;39.6758500338;2;22.4632263184;10.625;4;22.4721269608;
19;4;24.4901790619;14.8887996674;5;39.9731711149;2;22.4832763672;10.625;4;22.5060760975;
20;4;25.5089149475;14.8887996674;5;40.2592064142;2;22.5036449432;10.625;3;22.5405418873;
21;4;26.5281047821;14.8887996674;5;40.5336822271;2;23.75;10.625;4;22.5755085945;
22;4;27.0399513245;15.4153871536;5;40.7964997292;2;24.75;10.625;4;22.6109591722;
23;4;28.567779541;14.8887996674;5;41.0477118492;2;25.75;10.625;3;22.6468753815;
24;4;28.7459850311;14.8887996674;5;41.2875034809;3;26.75;10.625;2;22.6832377911;
25;4;26.7668094635;15.8887996674;5;42.5161685944;3;26.75;10.625;2;22.7200255394;
26;4;26.787984848;17.3488006592;6;42.7823749781;3;26.75;10.625;2;22.7572168112;
27;4;26.8094863892;18.371011734;7;43.0401051044;3;26.75;10.625;2;22.7947884798;
28;4;26.6735267639;19.3940639496;7;43.2898666859;3;26.75;10.625;2;22.8327163458;
29;4;26.6955890656;20.4179649353;7;43.4926433563;3;26.75;10.625;2;22.8709751368;
30;4;26.0399513245;22.4427223206;8;43.6316410303;3;26.75;10.625;2;22.9095385075;
31;4;26.380115509;23.082118988;9;43.7731153965;3;26.75;10.625;3;22.9483793974;
32;4;27.0399513245;21.7267379761;9;43.9169282913;4;26.75;10.625;2;22.9874696732;
33;4;26.0399513245;22.7928905487;10;44.0629320145;4;26.75;10.625;2;23.0267804861;
34;4;26.4282550812;23.1984977722;8;44.2109684944;4;26.75;10.625;2;23.0662822723;
35;4;27.0399513245;21.928150177;8;44.3608716726;4;26.75;10.625;2;23.1059447527;
36;4;29.2774333954;23.928150177;7;44.5124665499;4;26.75;10.625;2;23.1457372904;
37;4;30.318365097;26.928150177;7;44.6655708551;4;26.75;12.625;2;23.1856285334;
38;4;31.359703064;29.928150177;8;44.8199955225;4;26.75;14.625;3;23.2255871296;
39;4;31.9013977051;32.5793991089;7;44.9755455256;4;26.75;16.625;3;24.265581131;
40;5;31.9433956146;33.8888015747;6;54.9975665808;4;27.75;19.625;4;24.3455786705;
41;5;32.9856452942;34.8888015747;7;55.5626481771;4;28.75;22.625;5;24.4267318249;
42;5;34.028087616;35.8888015747;7;56.103202343;4;29.3987102509;23.625;5;24.5090100765;
43;6;35.0706710815;36.8888015747;6;56.6175282001;4;29.4241313934;24.625;5;24.5923806429;
44;6;35.5338172913;37.7875404358;7;57.1046180725;4;29.4502639771;25.625;5;24.6768075228;
45;7;37.1560173035;37.7546424866;6;57.5641000271;4;28.75;26.2309207916;5;24.7622518539;
46;7;37.6915969849;37.7244911194;7;57.9961576462;4;28.75;26.2538738251;6;24.8486721516;
47;7;37.8164863586;37.697052002;8;58.4014332294;4;28.75;26.2774085999;6;24.9360239506;
48;7;37.9333572388;37.6722335815;8;58.7809278965;4;28.75;26.3015155792;6;25.0242596865;
49;7;38.0425109863;37.6499176025;8;59.1359086037;4;28.75;26.3261871338;8;25.1133290529;
50;7;38.1443481445;37.6299552917;8;59.4678156376;4;28.75;26.3514137268;8;25.2031781673;
51;7;38.2392959595;37.6121864319;8;60.7781863213;4;28.75;26.3771820068;8;25.2937507629;
52;7;39.3278198242;38.5964355469;9;61.1158322096;4;28.75;26.4034748077;8;25.3849875927;
53;7;40.3915786743;39.5888023376;9;61.6069638729;4;28.75;26.4302787781;10;25.4768263102;
54;7;40.5032424927;40.4740219116;9;63.1048140526;4;28.75;25.625;12;25.5692017078;
55;7;40.8830528259;41.7112159729;9;64.3545314074;4;28.75;26.4853382111;12;25.6620459557;
56;7;41.1903114319;42.6925201416;10;65.2155433893;4;28.75;26.5135498047;12;25.7552887201;
57;7;38.4657936096;44.6363868713;10;66.0468127728;4;28.75;25.625;12;25.8488570452;
58;7;38.1786117554;46.2223320007;11;66.8515594006;4;28.75;25.625;13;26.8321890831;
59;7;36.9825668335;46.5324325562;11;67.2443132401;4;29.2281265259;26.0234375;13;27.6739988327;
