Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;15.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;16.0;10.0;5;20.3999996185;
7;1;14.8999996185;8.625;5;17.5949993134;1;17.0;10.1999998093;5;20.7264003754;
8;1;15.5569992065;8.79749965668;5;17.8861961365;1;17.4358406067;10.3632001877;5;21.8194274902;
9;1;15.7317180634;8.94309806824;5;18.6667137146;1;18.0916557312;10.9097137451;5;22.7316036224;
10;1;16.2000274658;9.3333568573;5;19.3355960846;2;20.0916557312;11.3658018112;4;24.4745616913;
11;1;17.2000274658;9.6677980423;5;19.8991127014;2;22.0916557312;11.7372808456;4;25.0973980427;
12;2;19.2000274658;9.94955635071;4;21.3669185638;2;23.7096557617;12.0336990356;5;25.5931169987;
13;2;21.2000274658;10.1834592819;4;21.9029444456;2;24.7280101776;12.2662630081;4;25.984300375;
14;2;22.8915271759;10.3752222061;4;22.3881080151;2;25.7467155457;12.446267128;4;26.1235172749;
15;2;23.9959259033;10.5308046341;5;22.774458766;2;26.7657661438;12.5;4;26.1558350325;
16;2;25.1147022247;10.625;4;22.9989435673;2;27.78515625;12.5;4;26.1887089014;
17;2;26.2493934631;10.625;4;23.2525589466;2;28.8048820496;12.5;4;26.2221269608;
18;2;27.4015617371;10.625;4;23.5378723145;2;29.7332763672;12.5;4;26.2560760975;
19;2;28.1227226257;10.625;4;23.8573079109;2;29.7536449432;12.5;5;26.2905418873;
20;2;28.3143844604;10.625;4;24.2130148411;2;29.7743244171;12.5;5;26.3255085945;
21;2;28.5278091431;10.625;5;24.6067101955;2;29.7953052521;12.5;5;26.3609591722;
22;2;28.7640266418;10.625;5;25.0395004749;2;29.816576004;12.5;5;26.3968753815;
