Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.5;6;23.0;1;8.14999961853;10.5;5;21.0;
5;1;9.60000038147;11.5;6;23.0;1;8.14999961853;10.5;5;21.0;
6;1;10.6000003815;11.5;6;23.0;1;9.14999961853;10.5;5;21.0;
7;1;11.6000003815;11.5;6;23.0;1;9.72500038147;10.5;5;21.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;9.72500038147;10.5;5;21.4200000763;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;9.81949996948;10.7100000381;5;21.758436203;
10;1;12.1463851929;11.9106416702;6;24.0;1;9.8956489563;10.8792181015;5;22.0;
11;1;12.2000007629;12.0;6;25.2000007629;1;9.94999980927;11.0;5;23.5400009155;
12;1;14.1463851929;12.6000003815;6;26.1576004028;1;10.296500206;11.7700004578;6;24.8252849579;
13;1;15.1463851929;13.0788002014;6;26.9011039734;1;11.9499998093;12.4126424789;6;25.8616695404;
14;1;16.1463851929;13.4505519867;6;27.4657306671;1;12.9499998093;12.9308347702;6;26.6732940674;
15;1;17.1463851929;13.7328653336;6;27.88712883;1;13.9499998093;13.3366470337;6;27.2939033508;
16;1;18.1463851929;13.943564415;7;28.0;1;14.9499998093;13.6469516754;6;27.759563446;
17;1;19.1463851929;14.0;7;28.0;1;15.9499998093;13.879781723;6;28.0;
18;1;20.1463851929;14.0;7;28.0;1;16.9500007629;14.0;6;28.0;
19;1;20.3999996185;14.0;7;28.0;1;17.9500007629;14.0;6;28.0;
20;1;20.3999996185;14.0;8;28.0;1;18.2999992371;14.0;6;28.0;
21;1;20.3999996185;14.0;8;28.0;1;18.2999992371;14.0;6;28.0;
22;1;20.3999996185;14.0;8;28.0;1;18.2999992371;14.0;6;28.0;
23;1;20.3999996185;14.0;9;28.0;1;18.2999992371;14.0;7;28.0;
24;1;20.3999996185;14.0;9;28.0;1;18.2999992371;14.0;7;28.0;
25;1;20.3999996185;14.0;9;28.0;1;18.2999992371;14.0;7;28.0;
26;1;20.3999996185;14.0;9;28.0;1;18.2999992371;14.0;8;28.0;
27;1;20.3999996185;14.0;9;28.0;1;18.2999992371;14.0;8;28.0;
28;1;20.3999996185;14.0;9;28.0;1;18.2999992371;14.0;8;28.0;
29;2;21.3999996185;14.5;8;29.0;1;18.2999992371;14.0;8;28.0;
30;2;22.3999996185;14.5;8;29.0599999428;1;16.2999992371;15.0;8;28.0;
31;2;20.718000412;15.0;8;29.1229639053;1;15.2999992371;16.0;8;28.0;
32;2;19.7368888855;16.0;9;29.1889609098;1;14.2999992371;17.0;8;28.0;
33;2;18.7566871643;17.0;9;29.2580518723;1;13.2999992371;18.0;8;28.0;
34;2;17.7774162292;18.0;9;29.3302885294;1;12.2999992371;19.0;9;28.0;
35;2;16.7990856171;19.0;9;29.4057120085;1;12.0;20.0;9;28.0;
36;2;15.8217134476;20.0;9;29.484351635;1;12.0;21.0;9;28.0;
37;2;14.8453054428;21.0;9;29.5662232637;1;12.0;22.0;9;28.0;
38;3;14.4698667526;22.0;9;29.6513283253;1;12.0;23.0;9;28.0;
39;3;14.0;23.0;9;29.7396525145;1;12.0;24.0;9;28.0;
40;3;14.5218963623;24.0;9;29.8311642408;1;12.0;25.0;10;28.0;
41;3;14.5493488312;25.0;10;29.9258141518;1;12.0;26.0;11;28.0;
42;3;14.5777444839;26.0;10;30.0235335827;1;12.0;27.0;12;28.0;
43;3;14.6070594788;27.0;11;30.1242339611;1;13.0;25.0;12;28.0;
44;3;15.6372699738;25.0;13;30.2278065681;1;12.0;26.0;13;28.0;
45;3;14.6683425903;26.0;14;30.3341217041;1;12.0;27.0;15;28.0;
46;3;14.7002363205;27.0;14;30.4430289268;1;13.0;25.0;15;28.0;
47;3;15.0;26.0;14;30.5543570518;1;12.0;26.0;16;28.0;
48;3;16.0;26.0;15;30.667914629;1;12.0;27.0;17;28.0;
49;3;17.8003749847;26.0;16;30.7834908962;1;13.0;25.0;17;28.0;
50;3;18.0;26.0;16;30.9008569717;1;12.0;26.0;15;28.0;
51;3;19.870256424;26.0;16;31.0197672844;1;12.0;27.0;13;28.0;
52;3;20.0;26.0;16;31.1399610043;1;13.0;25.0;14;28.0;
53;3;21.0;25.5699806213;16;31.2611646652;1;12.0;26.0;15;28.0;
54;4;22.9783496857;24.0;16;31.3830943108;1;12.0;27.0;15;28.0;
55;4;22.3999996185;25.0;16;31.5054576397;1;13.0;25.0;16;28.0;
56;4;22.3999996185;25.7527294159;16;31.6279573441;1;12.0;26.0;16;28.0;
57;4;23.3999996185;24.0;16;31.7502937317;2;13.0;24.0;14;32.305729866;
58;4;23.5250873566;24.0;16;31.8721673489;2;15.0;24.0;14;32.4647951126;
59;4;22.3999996185;25.0;17;31.9932823181;2;17.0;24.0;14;32.6226348877;
60;4;23.3999996185;24.0;17;32.1133489609;2;18.0;24.0;16;32.778758049;
61;5;23.6340045929;24.0;16;32.2320871353;2;19.0;24.0;14;32.9326934814;
62;5;23.669626236;24.0;16;32.3492274284;2;20.0;24.0;15;33.0839943886;
63;5;22.3999996185;25.0;16;32.464515686;2;20.2999992371;24.0;15;33.2322440147;
64;5;23.3999996185;24.0;16;32.5777130127;2;20.2999992371;24.0;15;33.3770599365;
65;5;22.3999996185;24.0;17;32.688598156;4;22.2999992371;26.0;15;35.5180969238;
66;5;22.3999996185;24.0;18;32.7969703674;4;24.2999992371;28.0;15;35.9750506878;
67;5;22.3999996185;24.0;18;32.9026489258;4;24.2999992371;30.0;15;36.4751465321;
68;6;22.3999996185;24.0;17;33.0054745674;4;24.2999992371;32.0;16;37.0239491463;
69;6;22.3999996185;24.0;17;33.1053099632;4;24.2999992371;34.0;16;37.6273462772;
70;5;22.3999996185;24.0;17;33.2020397186;5;24.2999992371;34.0;14;38.2914085388;
71;5;22.3999996185;24.0;17;33.2955703735;5;24.2999992371;34.0;15;39.0221915245;
72;5;22.3999996185;24.0;17;33.3858294487;5;24.2999992371;34.0;15;39.8254704475;
73;5;22.3999996185;24.0;17;33.4727659225;5;24.2999992371;34.0;17;40.7064027786;
74;5;22.3999996185;24.0;16;34.556347847;5;24.2999992371;34.0;16;41.6691217422;
75;5;23.3999996185;25.0;13;37.1599068642;5;24.2999992371;34.0;16;42.7162694931;
76;5;25.8199996948;27.7000007629;13;38.4385085106;5;24.2999992371;34.0;16;43.8484983444;
77;5;28.1375198364;30.2291984558;13;39.4292967319;5;24.2999992371;34.0;17;45.0639715195;
78;5;29.369758606;32.6162643433;12;40.1940951347;5;24.2999992371;35.0;17;46.357922554;
79;5;30.5353660583;34.8922767639;12;40.6181471348;5;24.2999992371;36.0;15;47.7223415375;
80;5;30.6000003815;36.6059188843;12;40.8223614693;5;24.2999992371;37.0;15;49.0758886337;
81;4;28.6000003815;31.6288738251;12;39.8991968632;6;24.2999992371;38.0;14;51.5800325871;
82;4;28.6000003815;31.6524085999;11;40.0730760098;6;25.2999992371;39.9000015259;15;53.034367919;
83;5;28.6000003815;31.6765155792;10;40.2420343161;6;26.2999992371;40.9000015259;16;54.5004067421;
84;5;26.6000003815;32.7011871338;11;40.4060481787;6;26.2999992371;41.9000015259;16;55.9574372768;
85;5;25.6000003815;33.7264137268;11;40.5651335716;6;26.2999992371;42.9000015259;16;58.6206767559;
86;5;24.6000003815;34.7521820068;11;40.7193412781;6;26.4890003204;44.3199996948;17;61.0364886522;
87;5;23.6000003815;35.7784729004;11;40.8687524796;7;26.6291618347;44.6314697266;18;63.2207089663;
88;5;22.6000003815;36.8052787781;12;41.0134741068;7;26.7310562134;44.8579025269;18;64.9471290112;
89;6;21.6000003815;37.0;11;42.1536328793;7;26.75;44.9000015259;19;66.4778918028;
90;6;21.6000003815;39.0;11;43.4571017027;8;27.75;45.9000015259;19;68.8812561035;
91;6;22.6000003815;42.0;11;43.7646518946;8;28.75;46.9000015259;19;70.3280251026;
