Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.5;6;23.0;1;8.14999961853;10.5;5;21.0;
5;1;9.60000038147;11.5;6;23.0;1;8.14999961853;10.5;5;21.0;
6;1;10.6000003815;11.5;6;23.0;1;9.14999961853;10.5;5;21.0;
7;1;11.6000003815;11.5;6;23.0;1;9.72500038147;10.5;5;21.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;9.72500038147;10.5;5;21.4200000763;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;9.81949996948;10.7100000381;5;21.758436203;
10;1;12.1463851929;11.9106416702;6;24.0;2;9.8956489563;11.0792179108;4;23.0;
11;1;12.2000007629;12.0;6;25.2000007629;2;10.1750001907;11.0;4;24.7000008821;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;10.5574998856;11.7700004578;5;26.1690288782;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;12.2523422241;12.4126424789;5;27.4157934189;
14;1;16.1463851929;13.4505519867;6;27.4657306671;2;14.2523422241;12.9308347702;5;28.4674659967;
15;1;17.1463851929;13.7328653336;6;27.88712883;2;16.2523422241;13.3366470337;5;29.3608939648;
16;1;18.1463851929;13.943564415;7;28.0;2;17.4150733948;13.6469516754;5;30.135217905;
17;1;19.1463851929;14.0;7;28.0;2;18.4845218658;13.879781723;5;30.7230784893;
18;1;20.1463851929;14.0;7;28.0;2;19.5626926422;14.0;5;31.1118502617;
19;1;20.3999996185;14.0;7;28.0;2;20.6501674652;14.0;5;31.544028759;
20;1;20.3999996185;14.0;8;28.0;2;21.0974063873;14.0;5;32.0209121704;
21;1;20.3999996185;14.0;8;28.0;2;21.2047042847;14.0;5;32.5427899361;
22;1;20.3999996185;14.0;8;28.0;2;21.3221263885;14.0;5;33.1086950302;
23;1;20.3999996185;14.0;9;28.0;2;21.4494552612;14.0;6;33.7161855698;
24;1;20.3999996185;14.0;9;28.0;2;21.5861415863;14.0;6;34.3611893654;
25;1;20.3999996185;14.0;9;28.0;2;21.7312660217;14.0;6;35.0379443169;
26;1;20.3999996185;14.0;9;28.0;2;21.8835372925;14.0;6;35.7390680313;
27;1;20.3999996185;14.0;9;28.0;2;22.0412902832;14.0;7;36.4557781219;
28;1;20.3999996185;14.0;9;28.0;2;22.2025489807;14.0;7;37.1782588959;
29;1;20.3999996185;14.0;9;28.0;2;22.36510849;14.0;7;37.8961582184;
30;1;20.3999996185;14.0;9;28.0;2;20.5266342163;15.0;7;38.5991659164;
31;1;20.3999996185;14.0;9;28.0;2;19.6848106384;16.0;7;39.2776012421;
32;1;20.3999996185;14.0;10;28.0;2;18.8374595642;17.0;7;39.9229507446;
33;1;20.3999996185;14.0;10;28.0;2;17.9826622009;18.0;7;40.5282850266;
34;1;20.3999996185;14.0;10;28.0;3;18.1188621521;19.5;6;42.088514328;
35;1;20.3999996185;14.0;10;28.0;3;18.9449157715;20.5;7;42.7604695559;
36;1;20.3999996185;14.0;10;28.0;3;19.0601062775;21.5799999237;7;43.4065653086;
37;1;20.3999996185;14.0;10;28.0;3;19.4664764404;22.0;7;44.0299959183;
38;1;20.3999996185;14.0;10;28.0;3;19.2570705414;23.7770614624;8;44.6354337931;
39;1;20.3999996185;14.0;10;28.0;3;19.3392829895;24.8970851898;8;45.2286365032;
40;1;20.3999996185;14.0;10;28.0;3;19.4113693237;26.0334949493;8;45.8160250187;
41;1;20.3999996185;14.0;10;28.0;3;20.008605957;26.0;8;46.4042613506;
42;1;20.3999996185;14.0;12;28.0;3;19.5282669067;28.0;9;46.9998393059;
43;1;20.3999996185;14.0;12;28.0;3;20.574798584;26.5559253693;8;47.544028759;
44;1;20.3999996185;14.0;12;28.0;3;19.6000003815;27.7720146179;8;48.0209121704;
45;1;20.3999996185;15.0;12;28.0;3;21.5047054291;27.7720146179;8;48.5427899361;
46;1;20.3999996185;16.0;12;28.0;3;22.622127533;28.7720146179;9;49.1086950302;
47;1;20.3999996185;17.0;12;28.0;3;23.7494564056;29.7720146179;11;49.7161855698;
48;1;20.3999996185;18.0;13;28.0;3;24.8861427307;30.0;11;50.3611893654;
49;1;20.3999996185;19.0;13;28.0;3;26.0312690735;30.0;11;51.0379443169;
50;1;20.3999996185;19.0;13;28.0;3;25.6000003815;30.0;11;51.7390680313;
51;1;20.3999996185;19.0;14;28.0;3;26.8999996185;29.0;11;52.4557781219;
52;2;20.3999996185;19.0;14;28.0;3;27.8025493622;29.0;11;53.1782588959;
53;2;20.3999996185;19.0;14;28.0;3;27.9651069641;29.0;11;53.8961582184;
54;2;20.3999996185;19.0;14;28.0;3;28.1266365051;29.0;11;54.5991659164;
55;2;20.3999996185;19.0;15;28.0;3;28.2848129272;29.0;13;55.2776012421;
56;2;20.3999996185;19.0;15;28.0;3;28.4374599457;29.0;13;55.9229507446;
57;2;20.3999996185;19.0;15;28.0;3;28.5826644897;29.0;13;56.5282850266;
58;2;20.3999996185;19.0;15;28.0;3;26.5826644897;30.0;14;57.088514328;
59;2;20.3999996185;19.0;14;28.0;3;27.5826644897;29.0;14;57.6004695892;
60;2;20.3999996185;19.0;14;28.0;3;28.5826644897;29.0;14;58.0628213882;
61;2;20.3999996185;19.0;14;29.0;3;29.0641345978;29.0;15;58.4758720398;
62;2;21.3999996185;20.0;15;29.0299999714;3;27.1570701599;30.0;16;58.8412618637;
63;2;22.3999996185;21.0;15;29.0605909824;3;26.2392845154;31.0;17;59.1616458893;
64;2;22.3999996185;22.0;15;29.091766119;3;25.3113708496;32.0;17;59.4403705597;
65;2;22.3999996185;23.0;16;29.1235172749;3;24.3740825653;33.0;17;59.6811828613;
66;2;22.3999996185;24.0;17;29.1558350325;3;23.4282646179;34.0;18;59.8879890442;
67;2;22.3999996185;24.577917099;17;29.1887089014;3;23.1747970581;35.0;19;60.0;
68;2;22.3999996185;24.5943546295;17;29.2221269608;3;23.2000007629;36.0;19;60.0;
69;2;22.3999996185;24.6110630035;18;29.2560760975;3;23.2000007629;37.0;19;61.7999992371;
70;2;22.3999996185;24.6280384064;20;29.2905418873;3;22.3080005646;36.0;20;63.2535362244;
71;3;22.3999996185;24.6452713013;16;44.3255085945;3;22.4014415741;36.0;21;64.417591095;
72;3;23.3999996185;25.6627540588;16;45.1109591722;3;21.4814510345;35.0;21;65.1052589417;
73;3;24.3999996185;26.6804790497;16;47.5448596478;3;21.5493431091;35.0;21;65.6133613586;
74;3;25.8199996948;28.4052429199;16;49.5350587368;3;21.0065040588;34.0;22;66.0;
75;3;27.1375198364;29.9597549438;17;51.1332441568;3;21.0499992371;34.0;23;66.0;
76;3;28.369758606;31.372674942;16;52.4022140503;3;22.0499992371;35.0;23;66.0;
77;3;29.5353660583;31.6750640869;15;53.2330669165;4;24.0499992371;37.0;22;67.0;
78;3;30.6000003815;31.8096733093;17;53.7558499575;4;23.0499992371;40.0;22;67.1799999475;
79;3;31.6000003815;31.8370437622;17;54.196744442;4;22.0499992371;43.0;24;67.3902759552;
80;3;31.7400932312;31.8648834229;15;54.5670764446;4;22.0499992371;46.0;24;67.6350997686;
81;3;31.8342227936;31.8931674957;14;54.8437424898;4;21.0499992371;47.0;24;67.9190331697;
82;3;31.8999996185;31.9218711853;15;54.9019356966;4;21.0499992371;48.0;24;68.2468225956;
83;3;31.8999996185;31.9509677887;14;54.9608589411;5;21.0499992371;49.0;22;83.6232366562;
84;3;31.8999996185;31.980430603;15;55.020452261;7;24.0;52.0;20;86.1028370857;
85;4;31.8999996185;32.0102272034;14;55.0806527138;7;27.0;55.0;20;87.7246531248;
86;4;29.8999996185;32.0;14;55.1413941383;7;28.265499115;58.0;22;89.3315782547;
87;4;28.8999996185;34.0;15;55.2026081085;7;29.0628128052;61.0;23;90.9260634184;
88;4;27.8999996185;35.1013031006;16;55.2642235756;8;29.75;61.0;22;92.5149804354;
