Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;2;11.5999994278;16.0;3;33.0;
2;1;11.0;10.0;4;20.0;2;11.5999994278;16.0;3;33.0;
3;1;11.0;10.0;3;20.0;2;11.5999994278;16.0;3;33.0;
4;1;11.0;10.0;2;20.0;2;11.5999994278;16.0;3;33.0;
5;1;12.0;10.0;2;20.0;2;12.6999998093;16.0;3;33.0;
6;1;13.0;10.0;2;20.0;2;13.6999998093;16.0;3;33.0;
7;1;14.0;10.0;2;20.3999996185;2;14.6999998093;16.0;3;33.6399993896;
8;1;14.1800003052;10.1999998093;2;20.7264003754;2;15.0920000076;16.3199996948;3;34.0;
9;1;14.3268795013;10.3632001877;2;21.8194274902;2;15.1999998093;16.5;5;35.6700015068;
10;1;14.8187427521;10.9097137451;2;22.7316036224;2;17.0979995728;17.3250007629;5;36.8509716988;
11;1;15.8187427521;11.3658018112;2;23.4745616913;2;19.0979995728;17.9053878784;5;37.6553350687;
12;1;16.8187427521;11.7372808456;2;24.0673980713;2;21.0979995728;18.2973766327;6;38.0811508894;
13;1;17.8187427521;12.0336990356;2;24.5325260162;2;22.1163444519;18.5;6;38.1018965244;
14;1;18.8187427521;12.2662630081;2;24.892534256;2;23.1225681305;18.5;6;38.1228116751;
15;1;19.8187427521;12.446267128;3;25.0;2;24.1288433075;18.5;6;38.1438889503;
16;2;20.8187427521;12.5;2;25.0;2;25.1351661682;18.5;7;38.1651208401;
17;2;21.8187427521;12.5;2;25.0;2;25.4495372772;18.5;7;38.1864993572;
18;2;22.8187427521;12.5;2;25.0;2;25.4559497833;18.5;7;38.2080165148;
19;2;23.25;12.5;3;25.0;2;25.4624061584;18.5;8;38.2296639681;
20;2;23.25;12.5;4;25.0;3;25.4688987732;18.5;7;38.2514331341;
21;2;23.25;12.5;4;25.0;3;25.1000003815;18.5;7;38.2733153105;
22;2;23.25;12.5;4;25.0;3;25.4819946289;18.5;6;38.2953014374;
23;2;23.25;12.5;4;25.0;3;25.4885902405;18.5;6;38.3173824549;
24;2;23.25;12.5;5;25.0;3;25.4952144623;18.5;5;38.3395489454;
25;2;23.25;12.5;6;25.0;3;25.501865387;18.5;5;38.3617914915;
26;2;23.25;12.5;6;25.0;3;25.5085372925;18.5;5;38.3841004372;
27;2;23.25;12.5;6;25.0;3;25.5152301788;18.5;5;38.4064661264;
28;2;23.25;12.5;6;25.0;3;25.5219402313;18.5;6;38.428878665;
29;2;23.25;12.5;6;25.0;3;25.5286636353;18.5;6;38.4513280392;
30;2;23.25;12.5;6;25.0;3;25.1000003815;19.2256641388;5;38.4738043547;
31;2;23.25;12.5;6;25.0;3;25.1000003815;19.2369022369;4;38.4962974787;
32;2;23.25;12.5;6;25.0;3;25.1000003815;19.2481479645;4;38.5187973976;
33;2;23.25;12.5;6;25.0;3;25.1000003815;19.2593994141;4;38.5412938595;
34;2;23.25;12.5;6;25.0;3;25.1000003815;19.270647049;4;39.5637768507;
35;2;23.25;12.5;6;25.0;3;26.5691337585;19.0;4;39.646236062;
36;2;23.25;12.5;6;25.0;3;27.5758705139;22.0;5;39.7316256762;
37;2;23.25;12.5;7;25.0;3;27.9194889069;25.0;5;39.8200045824;
38;2;23.25;12.5;7;25.0;3;27.5893135071;28.0;5;39.9114238024;
39;2;23.25;13.5;7;25.0;3;27.4774169922;31.0;6;40.0059251785;
40;2;23.25;14.5;7;25.0;3;27.6026916504;34.0;6;40.1035401821;
41;2;23.25;15.5;7;25.0;3;27.1000003815;35.0517730713;8;40.2042884827;
42;2;23.25;16.5;8;25.0;4;27.6159820557;34.2421760559;8;40.3081763983;
43;2;23.25;17.5;8;25.0;4;27.1000003815;33.5;9;40.4151960611;
44;2;23.25;17.5;8;25.0;4;28.1245574951;33.5;10;40.525323987;
45;2;23.25;17.5;9;25.0;4;28.1575984955;33.5;10;40.6385196447;
46;2;23.25;17.5;9;25.0;4;27.6493492126;34.403678894;10;40.7547248602;
47;2;23.25;17.5;10;25.0;4;27.6777439117;34.4144554138;10;40.873862505;
48;2;23.25;17.5;10;25.0;4;27.6550979614;34.5;11;41.9958355427;
49;2;23.25;17.5;11;25.0;4;29.2987499237;34.5;12;42.1705272198;
50;3;24.25;18.5;10;26.0;4;30.3361587524;35.5;14;42.3497750759;
51;3;25.25;19.5;10;26.0399999619;4;30.3743419647;36.5;14;42.5334459543;
52;3;25.718000412;20.5;11;26.0811839104;4;30.4132480621;37.5;15;42.7213811874;
53;3;25.7365322113;21.5;11;26.1235535145;4;30.4528312683;38.5;16;42.9133963585;
54;3;25.7555999756;22.5;11;26.1671074629;4;30.4930286407;39.3889808655;16;43.1092815399;
55;3;25.7751979828;22.5;12;26.211841464;4;30.5337715149;39.4310302734;16;43.2930127382;
56;3;25.7953281403;22.5;12;26.2577478886;4;30.5702571869;39.4745101929;17;43.4760714769;
57;3;25.8159866333;22.5;12;26.3048160076;6;30.6059303284;39.5194129944;13;55.162435174;
58;3;25.8371677399;22.5;13;26.3530313969;6;31.6419887543;39.5;13;57.6137309074;
59;4;25.8588638306;22.5;11;26.4023760557;6;32.15599823;42.2399978638;13;59.5235346556;
60;4;25.8810691833;22.5;12;26.4528282881;7;32.4589004517;44.5140037537;11;75.9775512218;
61;4;25.9037723541;22.5;12;26.5043625832;7;34.635974884;45.0;11;77.8914335966;
62;4;25.9269638062;22.5;13;26.5569496155;7;35.8611030579;47.0;11;79.9439315796;
63;4;25.9506263733;22.5;13;26.6105561256;7;37.3888549805;49.0;11;81.8311266899;
64;4;25.9747505188;22.5;12;27.6973561049;7;34.6717376709;53.0;13;84.2425296307;
65;4;25.7000007629;23.678943634;12;28.5673615932;7;35.0;58.5208358765;14;85.6030892134;
66;4;26.0510005951;24.1049442291;12;29.2550469637;7;37.6953315735;58.5942497253;14;86.8391816616;
67;4;26.3185329437;24.4394721985;12;29.7962874174;7;36.0;63.6695404053;15;87.9118112326;
68;4;26.5187683105;24.7004623413;13;30.0761013031;7;37.0;65.9443359375;15;88.7853620052;
69;4;26.5999984741;24.8304405212;13;30.1783263683;7;38.4621963501;67.8252716064;16;89.597597599;
70;4;26.5999984741;24.8713302612;14;30.2833580971;8;37.8052215576;71.9054412842;15;90.2595545053;
71;4;26.5999984741;24.9133434296;14;30.3910558224;8;38.6300621033;73.1448745728;16;90.7873319387;
72;4;24.5999984741;25.9564228058;15;30.5012581348;8;37.9473762512;76.3242034912;16;91.3187484741;
73;5;25.5999984741;25.00050354;14;30.6137833595;8;38.7909736633;77.5108566284;17;91.8528115749;
74;5;23.5999984741;26.0455131531;14;30.7284295559;8;38.8680839539;79.7047729492;17;92.3885710239;
75;5;22.5999984741;27.0913715363;15;30.8449764252;8;38.1455535889;82.9058380127;18;92.9251158237;
76;5;21.5999984741;28.1379909515;16;30.9631857872;9;39.0144577026;84.1138534546;16;103.46157074;
77;5;22.5999984741;28.0913715363;15;31.082804203;9;39.2650184631;87.7285690308;17;104.497088194;
78;5;23.5999984741;28.0913715363;16;31.2035636902;9;41.1492767334;88.9496612549;20;105.503336906;
79;5;24.5999984741;29.0913715363;16;31.3251850605;9;42.2120895386;91.1767120361;22;106.476409674;
80;5;22.5999984741;31.0913715363;16;31.4473793507;9;40.3730697632;95.4092483521;23;107.413413286;
81;5;21.5999984741;33.0913696289;15;31.5698516369;9;41.859046936;97.646697998;23;108.312430859;
82;5;20.5999984741;35.0913696289;15;31.6923029423;9;42.5285835266;99.8884124756;24;109.172424078;
83;5;19.5999984741;37.0913696289;16;31.8144330978;9;42.7622756958;100.133674622;26;109.993101358;
84;5;18.5999984741;39.0913696289;16;31.9359443188;9;43.7426109314;97.3816680908;26;110.774773836;
85;5;17.5999984741;41.0913696289;16;32.0565438271;9;43.5647163391;98.6315460205;24;111.497818947;
86;5;16.5999984741;43.0913696289;16;32.1759462357;9;43.5385246277;99.8823776245;25;112.174485207;
87;5;15.5999984741;45.0913696289;17;32.2938771248;10;43.9768257141;99.1332397461;25;112.756984234;
88;5;14.5999984741;47.0913696289;17;32.4100747108;12;42.1343307495;104.378288269;23;128.279150486;
89;5;14.0;49.0913696289;17;32.524292469;12;43.1847229004;108.697067261;23;129.730069637;
90;5;14.0;51.0913696289;17;32.6363005638;12;44.2000007629;112.112068176;25;131.029497623;
91;5;14.0;52.8545227051;18;32.74588871;12;48.6024513245;113.422073364;26;132.216509342;
92;5;14.0;53.8983535767;18;32.8528661728;12;51.0216560364;114.725914001;27;133.286236286;
93;5;14.0;54.9411468506;18;32.9570636749;12;52.2286224365;117.022514343;28;134.239852905;
94;5;14.0;55.9828262329;19;33.0583333969;12;53.1239891052;119.31085968;30;135.083128929;
95;5;14.0;57.0233345032;19;33.1565494537;12;54.208316803;122.590080261;30;135.82485342;
96;5;15.0;55.0626220703;20;33.2516078949;12;55.2824897766;125.859405518;31;136.475387573;
