Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;6;20.0;
4;1;8.0;11.0;6;20.0;1;14.0;10.0;6;20.0;
5;1;8.0;10.0;6;20.0;1;15.0;10.0;6;20.0;
6;1;9.0;10.0;6;20.0;1;16.0;10.0;6;20.3999996185;
7;1;9.5;10.0;6;20.0;1;17.0;10.1999998093;6;20.7264003754;
8;2;9.5;10.3000001907;5;21.3999996185;1;17.4358406067;10.3632001877;6;21.8194274902;
9;2;9.81500053406;10.1999998093;5;21.7664003372;1;18.0916557312;10.9097137451;6;22.7316036224;
10;2;9.89743995667;10.3632001877;5;22.0715556145;1;19.0916557312;11.3658018112;6;23.4745616913;
11;2;9.96609973907;10.4951858521;5;23.1762773991;1;20.0916557312;11.7372808456;6;24.0673980713;
12;2;10.2146625519;11.0209560394;5;24.1039098501;1;21.0916557312;12.0336990356;6;24.5325260162;
13;2;11.9904842377;11.4571752548;5;24.8681889772;1;21.7195167542;12.2662630081;6;24.892534256;
14;2;13.9904842377;11.8107032776;5;25.4893084764;1;21.9355201721;12.446267128;6;25.0;
15;2;15.9904842377;12.0916318893;5;25.9899599552;1;22.0;12.5;6;25.0;
16;2;17.0304870605;12.3113050461;5;26.3924539089;1;23.9355201721;12.5;6;25.0;
17;2;18.0447406769;12.4808797836;5;26.4960671663;1;24.9355201721;12.5;6;25.0;
18;2;19.0594482422;12.5;6;26.5634490252;1;25.9355201721;12.5;7;25.0;
19;2;19.976776123;12.5;6;26.6328122616;1;26.9355201721;12.5;7;25.0;
20;3;19.9923820496;12.5;5;26.7041202784;1;27.0;12.5;7;25.0;
21;3;19.625;12.5;5;26.7773271799;1;27.0;12.5;7;25.0;
22;3;20.0248985291;12.5;5;26.8523778915;1;27.0;12.5;7;25.0;
23;3;20.0417842865;12.5;6;26.9292075634;1;27.0;12.5;7;25.0;
24;4;20.0590724945;12.5;5;27.0077416897;1;27.0;12.5;7;25.0;
25;4;20.0767421722;12.5;5;27.0878958702;1;27.0;12.5;7;25.0;
26;4;20.0947761536;12.5;6;27.1695766449;1;27.0;12.5;7;25.0;
27;4;20.113155365;12.5;6;27.2526805401;1;27.0;12.5;8;25.0;
28;4;19.625;13.4010725021;6;27.3370957375;1;27.0;12.5;8;25.0;
29;4;18.1508464813;13.5;6;27.4227013588;1;27.0;12.5;8;25.0;
30;4;17.1701087952;14.5;6;27.5093686581;1;27.0;12.5;8;25.0;
31;4;16.1896076202;15.5;6;27.5969614983;1;27.0;12.5;8;25.0;
32;4;15.2093162537;16.5;7;28.6853370667;1;27.0;12.5;8;25.0;
33;4;15.6042003632;17.5;7;28.8043467999;1;27.0;12.5;8;25.0;
34;4;16.6242275238;18.5;7;28.9244287014;1;27.0;12.5;8;25.0;
35;4;17.6443634033;19.5;7;29.0454185009;1;27.0;13.5;8;25.0;
36;4;18.6645717621;20.5;7;29.1671481133;1;27.0;14.5;8;25.0;
37;4;19.6848163605;21.5;7;29.28944695;1;27.0;15.5;8;25.0;
38;4;19.9651260376;22.5;7;29.412142396;1;27.0;16.5;9;25.0;
39;4;19.9927330017;23.5;7;29.535061121;1;27.0;17.5;10;25.0;
40;4;20.0203895569;24.5;7;29.6580309868;1;27.0;17.5;11;25.0;
41;4;20.0480575562;25.5;7;29.7808811665;1;27.0;17.5;11;25.0;
42;4;20.0756988525;26.5;8;29.9034435749;1;27.0;17.5;12;25.0;
43;4;20.1032752991;27.5;9;30.0255540609;1;27.0;17.5;12;25.0;
44;4;20.1307487488;28.5;9;30.1470534801;1;27.0;17.5;10;25.0;
45;4;20.1580867767;29.5;11;30.2677881718;1;27.0;17.5;12;25.0;
46;4;21.1852531433;27.5;11;30.3876111507;1;27.0;17.5;12;25.0;
47;4;21.8814563751;28.5;12;30.506382823;1;27.0;17.5;11;25.0;
48;4;22.0;29.5;13;30.6239711046;1;27.0;17.5;12;25.0;
49;4;23.9178161621;30.5;14;30.7402528524;2;27.0;17.5;8;33.5;
50;4;25.291557312;31.5;15;30.8551126719;2;28.0;18.5;8;33.8400001526;
