Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;5;20.0;1;14.0;10.0;5;20.0;
5;2;8.0;10.3000001907;4;21.0;1;15.0;10.0;4;20.0;
6;2;9.22500038147;10.0;3;21.1200000048;1;16.0;10.0;3;20.3999996185;
7;2;9.75199985504;10.0;2;21.2530560493;1;17.0;10.1999998093;3;20.7264003754;
8;2;9.78193759918;10.0;2;21.8127820492;1;17.4358406067;10.3632001877;3;21.8194274902;
9;2;9.90787601471;10.1999998093;2;22.3170127869;2;18.6916561127;10.9097137451;2;23.7316036224;
10;2;10.0213279724;10.3632001877;2;22.7783694267;2;20.6916561127;11.3658018112;2;24.5045616627;
11;2;10.1251335144;10.4951858521;2;24.1197800636;2;22.6916561127;11.7372808456;2;25.1279890537;
12;2;10.4269514084;11.0209560394;2;25.3230593204;2;23.7280101776;12.0336990356;3;25.6242921352;
13;2;12.264793396;11.4571752548;2;26.4056642056;2;24.7467155457;12.2662630081;3;26.0160515308;
14;2;14.264793396;11.8107032776;2;27.3911669254;2;25.7657661438;12.446267128;3;26.1558350325;
15;2;16.264793396;12.0916318893;2;28.3050293922;2;26.78515625;12.5;3;26.1887089014;
16;2;17.5513782501;12.3113050461;2;29.1714119911;2;27.8048820496;12.5;3;26.2221269608;
17;2;18.6700057983;12.4808797836;2;29.790178299;2;28.8249320984;12.5;3;26.2560760975;
18;2;19.8006229401;12.5;3;30.4229521751;2;29.7536449432;12.5;3;26.2905418873;
19;2;20.8451652527;12.5;3;31.1049995422;2;29.7743244171;12.5;4;26.3255085945;
20;2;20.9986248016;12.5;3;31.8311891556;2;29.7953052521;12.5;4;26.3609591722;
21;2;21.1620178223;12.5;3;32.5941519737;2;29.816576004;12.5;4;26.3968753815;
22;2;21.3336849213;12.5;3;33.38438797;2;29.8381252289;12.5;4;26.4332377911;
23;2;21.5114879608;12.5;3;34.1905984879;2;29.8599433899;12.5;4;26.4700255394;
24;2;21.6928844452;12.5;4;35.0002355576;3;29.8820152283;12.5;3;26.5072168112;
25;2;21.8750534058;12.5;4;35.8002309799;3;29.9043292999;12.5;3;26.5447884798;
26;2;22.0550518036;12.5;4;36.5778226852;3;29.9268722534;12.5;3;26.5827163458;
27;2;22.2300109863;12.5;4;37.3213710785;3;29.9496307373;12.5;3;26.6209751368;
28;2;22.3973083496;12.5;4;38.0210561752;3;29.9725856781;12.5;3;26.6595385075;
29;2;18.3973083496;14.5;4;38.6693668365;3;29.9957237244;12.5;4;26.6983793974;
30;2;16.625;16.5;6;39.2613372803;3;30.01902771;12.5;4;26.7374696732;
31;2;15.625;18.5;6;39.7945203781;3;30.0424823761;12.5;4;26.7767804861;
32;2;16.625;17.5;7;40.2687559128;3;30.0660686493;12.5;4;26.8162822723;
33;2;17.625;17.5;7;40.6857824326;3;30.0897693634;14.5;4;26.8559447527;
34;2;16.625;16.5;7;41.0487861633;3;30.1135673523;16.5;5;26.8957372904;
35;2;16.625;16.5;7;41.3619327545;3;30.1374416351;18.5;5;27.9356285334;
36;2;17.625;17.5;7;41.6299514771;3;31.1613769531;21.5;5;28.0155870914;
37;2;16.625;16.5;7;41.8577899933;3;32.1853523254;24.5;6;28.0967650414;
38;2;16.625;16.5;7;42.0;3;32.8580589294;25.5;7;28.1791322231;
39;2;15.625;15.5;8;42.0;3;32.9074783325;26.5;7;28.2626553774;
40;2;16.625;16.5;8;42.0;3;32.9575920105;27.5;8;28.3472980261;
41;2;17.625;17.5;9;42.0;3;33.0083770752;27.5;8;28.4330210686;
42;2;18.625;18.5;9;42.0;3;33.0598144531;27.5;9;28.5197820663;
43;2;19.625;19.5;9;42.0;4;33.111869812;27.5;8;28.6075353622;
44;2;19.625;20.5;9;42.0;4;33.1645202637;27.5;8;28.6962321997;
45;2;19.625;21.5;9;42.0;4;33.2177391052;27.5;9;28.7858208418;
46;2;19.625;22.5;9;42.0;4;33.2714920044;27.5;9;28.8762462139;
47;2;19.625;23.5;9;42.0;4;33.3257484436;27.5;9;28.9674503803;
