Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;10.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;11.0;10.0;6;20.0;
7;1;10.194486618;11.543302536;4;23.5283432007;2;12.0;10.3000001907;5;21.0;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;13.4499998093;10.0;5;21.469999671;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;14.4814996719;10.1999998093;5;21.8705514669;
10;1;10.5272569656;12.2827939987;3;24.9179592133;2;14.8417472839;10.3632001877;5;23.0649029016;
11;1;10.6065406799;12.4589796066;4;25.0;2;15.3792066574;10.9097137451;5;24.0861145258;
12;1;12.5272569656;12.5;4;25.0;2;15.8387517929;11.3658018112;5;24.9461766481;
13;1;13.5272569656;12.5;4;25.0;2;18.4282722473;11.7372808456;5;25.6645179987;
14;1;14.5272569656;12.5;4;25.0;2;20.4282722473;12.0336990356;5;26.2638499737;
15;1;15.5272569656;12.5;4;25.0;2;21.5978393555;12.2662630081;5;26.7670158148;
16;1;16.527256012;12.5;4;25.0;2;22.6622600555;12.446267128;5;27.0267930031;
17;1;17.527256012;12.5;5;25.0;2;23.7308006287;12.5;5;27.1883933544;
18;1;17.625;12.5;5;25.0;2;24.8035202026;12.5;6;27.3593420982;
19;1;17.625;12.5;5;25.0;2;25.8804473877;12.5;6;27.5396113396;
20;1;17.625;12.5;5;25.0;2;26.3928260803;12.5;6;27.7290761471;
