Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;4;21.0;1;8.0;12.0;6;20.0;
4;2;8.14999961853;10.6999998093;3;22.8400001526;1;9.0;11.0;6;20.0;
5;2;8.42599964142;10.9200000763;2;23.5301437378;1;10.0;10.0;6;20.0;
6;2;9.50100040436;11.2650718689;2;24.086605072;1;11.0;10.0;6;20.0;
7;2;10.4194869995;11.543302536;2;24.5283432007;1;12.0;10.0;6;20.0;
8;2;10.5188770294;11.7641716003;2;25.1298823357;1;13.0;10.0;5;20.3999996185;
9;2;10.6542234421;12.0549411774;2;25.6057839394;2;14.0;10.5;4;21.7264003754;
10;2;10.7613010406;12.2827939987;2;25.9785410166;2;14.3268795013;10.3632001877;4;22.879427433;
11;2;10.8451719284;12.4589796066;3;26.0811508894;2;14.8187427521;10.9097137451;4;24.7273454666;
12;2;13.7658882141;12.5;2;26.1018965244;2;15.621972084;11.8021907806;4;26.3029879332;
13;2;15.7658882141;12.5;2;26.1228116751;2;17.8187427521;12.5570135117;4;27.5991430283;
14;2;16.7798900604;12.5;2;26.1438889503;2;19.8187427521;13.170545578;4;28.635176301;
15;2;17.7846317291;12.5;2;26.1651208401;2;20.8187427521;13.6524438858;4;29.4464968443;
16;2;18.7894077301;12.5;2;26.1864993572;2;21.8187427521;14.0203924179;4;30.0745158195;
17;2;19.7942180634;12.5;2;26.2080165148;2;22.8187427521;14.2950820923;4;30.5594617128;
18;2;19.8968029022;12.5;3;26.2296639681;2;23.8187427521;14.4966192245;5;30.6513283253;
19;2;19.625;12.8688993454;4;26.2514331341;2;24.8187427521;14.5;7;30.7396525145;
