Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.0;6;20.0;
5;2;8.27600002289;11.3199996948;4;23.5301437378;2;10.0;10.3000001907;5;21.0;
6;2;9.50100040436;11.2650718689;4;24.1466050148;2;11.4499998093;10.0;5;21.0299999714;
7;2;10.4329862595;11.543302536;4;24.651307106;2;12.4635000229;10.0;5;21.0605909824;
8;2;10.5465431213;11.7641716003;4;25.3100728989;2;13.4772663116;10.0;5;21.5023716688;
9;2;10.6947669983;12.0549411774;4;25.8473892212;2;14.4960670471;10.1999998093;5;21.8717387915;
10;2;10.815662384;12.2827939987;3;26.2858743668;2;14.8422813416;10.3632001877;5;23.0203682184;
11;2;10.9143218994;12.4589796066;4;26.4586364031;2;15.3591661453;10.9097137451;5;23.9901782274;
12;2;13.8350381851;12.5;4;26.5540511608;2;15.795580864;11.3658018112;5;24.7928106785;
13;2;15.8350381851;12.5;4;26.654224515;2;18.3851013184;11.7372808456;5;25.4473642111;
14;2;16.8994579315;12.5;4;26.7591978312;2;20.3851013184;12.0336990356;4;25.9762470722;
15;2;17.9230766296;12.5;3;26.8689858913;2;21.4684181213;12.2662630081;4;26.4020352364;
16;2;18.9477767944;12.5;3;26.9835736752;2;22.4980182648;12.446267128;4;26.5772850513;
17;2;19.9735603333;12.5;3;27.1029138565;2;23.5285205841;12.5;4;26.6470438242;
18;2;19.625;13.5;4;27.2269244194;2;24.5599117279;12.5;5;26.7187389135;
19;2;19.625;13.6134624481;4;27.355486393;2;25.59217453;12.5;5;26.7923226357;
