Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;9.0;11.0;6;20.0;
5;2;8.42599964142;10.9200000763;3;23.5601437092;1;10.0;10.0;6;20.0;
6;2;9.5077495575;11.2650718689;3;24.1471960545;1;11.0;10.0;6;20.0;
7;2;10.4331197739;11.543302536;3;24.6201093197;1;12.0;10.0;6;20.0;
8;2;10.5395240784;11.7641716003;3;25.2443172932;1;13.0;10.0;6;20.3999996185;
9;2;10.6799716949;12.0549411774;3;25.7438752651;1;14.0;10.1999998093;6;20.7264003754;
10;2;10.7923717499;12.2827939987;3;26.141277194;1;14.3268795013;10.3632001877;5;21.8194274902;
11;2;10.8817873001;12.4589796066;4;26.2695188522;1;14.8187427521;10.9097137451;5;22.7316036224;
12;2;13.8025035858;12.5;4;26.3168779612;1;15.2292222977;11.3658018112;4;23.4745616913;
13;2;15.8025035858;12.5;4;26.365380168;1;16.8187427521;11.7372808456;3;24.0673980713;
14;2;16.8344669342;12.5;4;26.4150065184;1;17.8187427521;12.0336990356;3;24.5325260162;
15;2;17.8456344604;12.5;4;26.4657343626;1;18.8187427521;12.2662630081;3;24.892534256;
16;2;18.8570461273;12.5;4;26.5175373554;1;19.8187427521;12.446267128;3;25.0;
17;2;19.8687019348;12.5;4;26.5703849792;1;20.8187427521;12.5;3;25.0;
18;2;19.625;12.9711151123;5;26.6242431402;1;21.8187427521;12.5;4;25.0;
19;2;19.625;12.9872732162;6;26.6790736914;1;22.8187427521;12.5;4;25.0;
20;2;20.0027923584;12.5;7;26.7348344326;1;23.25;12.5;4;25.0;
