Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;2;7.0;13.3000001907;5;21.0;
3;1;8.0;10.0;5;21.0;2;8.30000019073;12.0;5;21.1200000048;
4;1;8.14999961853;10.5;5;21.8400001526;2;9.3360004425;11.0;5;21.2530560493;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;10.375916481;10.0;4;21.4002518654;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;11.6301136017;10.0;3;21.5626775026;
7;1;10.194486618;11.543302536;5;23.5283432007;2;12.7032051086;10.0;3;21.7414059639;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;13.7836322784;10.0;3;22.3548774719;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;14.8796949387;10.1999998093;3;22.9167456627;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;15.3125352859;10.3632001877;3;24.356058836;
11;2;10.6065406799;12.8589792252;4;26.0;2;15.9602270126;10.9097137451;3;25.6604835987;
12;2;13.5272569656;12.5;4;26.0499999523;2;16.5472183228;11.3658018112;3;26.844856739;
13;2;15.5272569656;12.5;4;26.1019749641;2;19.1367378235;11.7372808456;3;27.9307572842;
14;2;16.7752017975;12.5;4;26.1559499502;2;21.1367378235;12.0336990356;3;28.9420342445;
15;2;17.7873458862;12.5;4;26.2119446993;2;22.8030204773;12.2662630081;3;29.9013161659;
16;2;18.799943924;12.5;3;26.269973278;2;24.0726947784;12.446267128;3;30.6594839096;
17;2;19.8129997253;12.5;3;26.3300433159;2;25.3655109406;12.5;3;31.3578934669;
18;2;19.625;13.1650218964;3;26.3921557665;2;26.6797943115;12.5;4;32.0980863571;
19;2;19.625;13.1960783005;3;26.4563041925;2;28.0128822327;12.5;4;32.8719134331;
20;2;19.625;13.2281522751;2;26.5224741697;2;28.7923603058;12.5;4;33.6691875458;
21;2;19.625;13.2612371445;2;26.5906432867;3;29.151134491;12.5;3;34.4780931473;
22;2;19.625;13.2953214645;2;26.6607804298;3;29.5151424408;12.5;4;35.2858076096;
23;2;19.625;13.3303899765;3;26.7328453064;3;29.8786125183;12.5;4;36.0792741776;
24;2;19.625;13.3664226532;3;26.8067884445;3;30.2356739044;12.5;4;36.8460407257;
25;2;19.625;13.4033946991;5;26.8825509548;3;30.5807189941;12.5;4;37.5750408173;
26;2;19.625;13.4412755966;5;26.9600640535;3;30.9087677002;12.5;4;38.2572317123;
27;2;19.625;13.8720445633;7;27.0392494202;3;31.2157554626;12.5;4;38.8859910965;
28;2;19.625;13.9274749756;7;27.120018959;3;31.4986953735;12.5;5;40.4572620392;
29;2;19.625;13.9840135574;7;27.2022752762;3;32.7557678223;12.5;6;41.0094451904;
30;2;19.625;14.041592598;7;27.2859115601;3;31.9862518311;13.5;6;41.5042862892;
31;4;19.625;14.1001377106;4;27.3708124161;3;31.6769294739;14.5;6;41.944092989;
32;4;19.625;12.5;4;27.4568536282;3;30.8748435974;15.5;6;42.3324497938;
33;4;19.625;13.5;4;27.5439035892;3;30.0496025085;16.5;6;42.6737631559;
34;4;19.625;14.2807321548;4;27.6318233013;3;29.2031936646;17.5;6;42.9728662968;
35;4;19.625;14.3422765732;4;27.7204678059;3;28.2238521576;16.5;6;43.2347037792;
36;4;19.625;14.4043273926;3;27.8096864223;3;30.2450332642;19.5;6;43.3530313969;
37;4;19.625;14.4667806625;3;27.8993241787;3;31.6578655243;22.5;6;43.4023760557;
38;4;19.625;14.5295267105;3;27.989222765;3;33.5310668945;24.5;6;43.4528282881;
39;4;19.625;14.592455864;3;28.079221487;3;34.5537719727;26.5;6;43.5043625832;
40;4;19.625;14.6554546356;3;28.1691586971;3;35.576965332;27.5;7;43.5569496155;
41;4;19.625;14.7184104919;3;28.258872509;3;35.6006240845;27.5;7;43.6105561256;
42;4;19.625;14.7812108994;3;28.348202467;3;35.62474823;27.5;8;43.6651450396;
43;4;19.625;14.8437414169;3;29.4369900227;3;34.9000015259;28.5;8;43.72067523;
44;4;20.625;17.8437423706;3;29.5650804043;3;35.6743011475;27.5;8;43.7771017551;
45;4;21.625;20.8437423706;3;29.6935071945;3;35.6996955872;27.5;9;43.8343759775;
46;4;21.625;23.8437423706;3;30.8221273422;3;35.7254714966;27.5;10;43.8924454451;
47;4;22.625;27.8437423706;4;31.0808012486;3;35.7516021729;27.5;11;43.9512542486;
48;4;23.625;31.8437423706;4;31.354824543;4;35.7780647278;27.5;10;44.0107431412;
49;4;23.9119720459;33.2072868347;5;31.6454975605;4;35.8048324585;27.5;10;44.0708494186;
50;5;23.9484882355;34.2650184631;4;31.9541511536;4;35.8318824768;27.5;11;44.1315076351;
