Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;2;6.0;14.3000001907;3;21.0;
2;1;7.0;11.0;5;20.0;2;7.30000019073;13.0;3;21.0900000334;
3;1;8.0;10.0;5;21.0;2;8.32699966431;12.0;3;21.1871190071;
4;1;8.14999961853;10.5;5;21.8400001526;2;9.35613536835;11.0;3;21.2917383909;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;10.3875217438;10.0;3;21.4042263031;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;11.631901741;10.0;3;21.5249304771;
7;2;10.194486618;11.7433023453;4;24.5283432007;2;12.6862182617;10.0;3;21.6541694403;
8;2;10.5188770294;11.7641716003;4;25.1498823166;2;13.7443761826;10.0;3;22.2087649107;
9;2;10.6587238312;12.0549411774;4;25.6467719078;2;14.8139448166;10.1999998093;3;22.7014135122;
10;2;10.7705230713;12.2827939987;4;26.0415127277;2;15.2156352997;10.3632001877;3;24.0319356918;
11;2;10.8593406677;12.4589796066;5;26.1671074629;2;15.814371109;10.9097137451;3;25.2049109936;
12;2;13.7800559998;12.5;5;26.211841464;2;16.3422107697;11.3658018112;3;26.2329595089;
13;2;15.7800559998;12.5;4;26.2577478886;2;18.9317321777;11.7372808456;3;27.1358840466;
14;2;16.8102493286;12.5;4;26.3048160076;2;20.9317321777;12.0336990356;3;27.9364440441;
15;2;17.8208408356;12.5;4;26.3530313969;2;22.3505058289;12.2662630081;4;28.6571342945;
16;2;18.8316879272;12.5;4;26.4023760557;3;23.5128135681;12.446267128;3;29.1499218941;
17;2;19.8427906036;12.5;4;26.4528282881;3;24.6862068176;12.5;3;29.5586924553;
18;2;19.9518871307;12.5;5;26.5043625832;3;25.8701553345;12.5;3;29.9890928268;
19;2;19.9634819031;12.5;5;26.5569496155;3;27.063835144;12.5;4;30.4386553764;
20;2;19.9753131866;12.5;5;26.6105561256;3;27.6973953247;12.5;4;30.9042773247;
21;2;19.9873752594;12.5;5;26.6651450396;3;27.9069252014;12.5;4;31.3822712898;
