Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;11.0;10.0;4;20.0;
7;1;10.194486618;11.543302536;4;23.5283432007;1;12.0;10.0;4;20.0;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;13.0;10.0;4;20.3999996185;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;14.0;10.1999998093;4;20.7264003754;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;14.3268795013;10.6632003784;3;22.8194274902;
11;1;10.6065406799;12.4589796066;5;25.0;2;15.2687425613;10.9097137451;3;23.7716035843;
12;1;12.5272569656;12.5;5;25.0;2;15.6972227097;11.3658018112;3;24.5557456017;
13;1;13.5272569656;12.5;5;25.0;2;18.2867431641;11.7372808456;3;25.1909515858;
14;1;14.5272569656;12.5;5;25.0;2;20.2867431641;12.0336990356;3;25.6996334791;
15;1;15.5272569656;12.5;5;25.0;2;21.3439407349;12.2662630081;3;26.10437572;
16;1;16.527256012;12.5;5;25.0;2;22.3640708923;12.446267128;3;26.2577478886;
17;1;17.527256012;12.5;5;25.0;2;23.3847293854;12.5;3;26.3048160076;
18;1;17.625;12.5;5;25.0;2;24.4059104919;12.5;4;26.3530313969;
19;1;17.625;12.5;6;25.0;2;25.4276065826;12.5;4;26.4023760557;
20;1;17.625;12.5;7;25.0;2;25.8810691833;12.5;4;26.4528282881;
