Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;6;21.0;1;8.0;12.0;4;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;9.0;11.0;4;20.0;
5;1;8.27600002289;10.9200000763;6;22.5301437378;1;10.0;10.0;3;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;3;20.0;
7;1;10.194486618;11.543302536;4;23.5283432007;1;12.0;10.0;2;20.0;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;13.0;10.0;2;20.3999996185;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;14.0;10.1999998093;2;20.7264003754;
10;1;10.5272569656;12.2827939987;4;24.9179592133;1;14.3268795013;10.3632001877;2;21.8194274902;
11;1;10.6065406799;12.4589796066;3;25.0;1;14.8187427521;10.9097137451;2;22.7316036224;
12;1;11.6065406799;12.5;3;25.0;1;15.2292222977;11.3658018112;2;23.4745616913;
13;1;12.6065406799;12.5;3;25.0;1;16.8187427521;11.7372808456;2;24.0673980713;
14;1;13.6065406799;12.5;3;25.0;1;17.8187427521;12.0336990356;2;24.5325260162;
15;1;14.6065406799;12.5;3;25.0;1;18.8187427521;12.2662630081;3;24.892534256;
16;1;15.6065406799;12.5;3;25.0;2;19.8187427521;12.446267128;2;25.0;
17;1;16.6065406799;12.5;3;25.0;2;20.8187427521;12.5;2;25.0;
18;1;17.6065406799;12.5;3;25.0;2;21.8187427521;12.5;3;25.0;
19;1;17.625;12.5;4;25.0;2;22.8187427521;12.5;3;25.0;
20;1;17.625;12.5;5;25.0;2;23.25;12.5;4;25.0;
21;1;17.625;12.5;5;25.0;2;23.25;12.5;4;25.0;
22;1;17.625;12.5;6;25.0;2;23.25;12.5;3;25.0;
23;1;17.625;12.5;6;25.0;2;23.25;12.5;4;25.0;
24;1;17.625;12.5;7;25.0;2;23.25;12.5;4;25.0;
25;1;17.625;12.5;7;25.0;2;23.25;12.5;4;25.0;
26;1;17.625;12.5;7;25.0;2;23.25;12.5;4;25.0;
27;1;17.625;12.5;7;25.0;2;23.25;12.5;4;25.0;
28;1;17.625;12.5;8;25.0;2;23.25;12.5;4;25.0;
29;1;17.625;12.5;9;25.0;2;23.25;12.5;3;25.0;
30;1;17.625;12.5;9;25.0;2;23.25;12.5;3;25.0;
31;1;17.625;12.5;9;25.0;2;23.25;12.5;3;25.0;
32;1;17.625;12.5;9;25.0;2;23.25;12.5;3;25.0;
33;2;17.625;12.5;6;53.75;2;23.25;12.5;3;25.0;
34;2;16.625;13.5;6;55.7625007629;2;23.25;12.5;3;25.0;
35;2;16.625;14.5;8;57.2967796326;2;23.25;12.5;3;25.0;
36;2;16.625;15.5;8;58.4120597839;2;23.25;12.5;4;25.0;
37;2;16.625;16.5;8;59.1932144165;2;23.25;12.5;4;25.0;
38;2;17.0;17.5;9;59.725528717;2;23.25;12.5;4;25.0;
39;2;18.0;18.5;9;59.75;2;23.25;12.5;4;25.0;
40;2;19.0;19.5;9;59.75;2;23.25;13.5;4;25.0;
41;3;20.0;20.5;6;88.5;2;23.25;14.5;5;25.0;
42;3;22.0;21.5;6;90.5125007629;2;23.25;15.5;6;25.0;
43;3;24.0;22.5;6;92.0467796326;2;23.25;16.5;7;25.0;
44;3;26.0;23.5;6;93.1620597839;2;23.25;17.5;7;25.0;
45;3;28.0;24.5;7;93.9432144165;2;23.25;17.5;7;25.0;
46;3;30.4249992371;22.5;7;94.475528717;3;24.25;18.5;6;26.0;
47;3;32.4249992371;23.5;7;94.5;3;25.25;19.5;7;26.1599999666;
48;3;34.4249992371;24.5;7;94.5;3;25.25;20.5;6;26.3437439203;
49;3;33.4249992371;27.5;8;94.5;3;25.25;21.5;7;26.5541238785;
50;3;33.4249992371;30.5;8;94.5;3;25.25;22.5;7;26.7941719294;
51;3;34.4249992371;33.5;8;94.5;4;25.25;22.5;6;27.0669906139;
52;3;35.4249992371;34.5;9;94.5;4;25.25;22.5;7;27.375654459;
53;3;36.4249992371;35.5;9;94.5;4;25.25;22.5;7;27.7230784893;
54;3;36.8499984741;36.5;9;94.5;4;25.25;22.5;7;28.1118502617;
55;5;37.8499984741;38.5;8;95.5;4;25.25;22.5;8;28.544028759;
56;5;38.8499984741;40.5;10;95.5399999619;4;25.25;22.5;8;29.0209121704;
57;5;38.8499984741;42.5;10;95.5811839104;4;25.25;22.5;8;29.5427899361;
58;5;39.8499984741;41.5;11;95.6235535145;4;25.25;22.5;9;30.1086950302;
59;5;38.8499984741;43.5;11;95.6671074629;4;23.25;23.5;10;30.7161855698;
60;6;38.8499984741;44.5;10;95.711841464;4;22.25;24.5;10;31.3611893654;
61;6;39.8499984741;42.5;9;95.7577478886;4;21.25;25.5;10;32.0379443169;
62;6;38.8499984741;43.5;11;95.8048160076;4;20.25;26.5;11;32.7390680313;
63;6;38.8499984741;44.5;12;95.8530313969;4;19.25;27.5;11;33.4557781219;
64;7;39.8499984741;42.5;11;101.273186684;4;18.25;28.5;12;34.1782588959;
65;7;40.1531257629;43.5;11;105.144259095;4;17.25;29.5;12;36.0797233582;
66;7;41.0565567017;45.2545318604;11;107.798665524;4;16.25;30.5;14;37.7588634491;
67;7;41.6496658325;45.5;11;109.4975034;4;15.25;31.5;14;39.2340097427;
68;7;42.0;46.5;12;109.76732254;4;14.25;32.5;15;40.5258045197;
69;7;40.0;48.5;12;110.859800816;4;14.0;33.5;15;41.5060148239;
70;7;41.0;48.5;12;111.995398283;4;14.0;34.5;15;42.2480335236;
71;7;41.0;52.5;13;112.155224323;4;14.0;35.5;16;42.9250955582;
72;7;41.0;56.5;14;112.319381952;4;14.0;36.5;15;43.5332784653;
73;7;41.0;57.5;15;112.487748623;4;14.0;37.5;16;45.0717735291;
74;8;39.0;61.5;15;113.660177231;4;16.0;37.5;16;45.6023907661;
75;8;39.0;66.1059188843;15;113.876496553;4;18.0;38.5;18;46.0719022751;
76;8;40.0;67.6798248291;17;114.09769547;5;19.0;39.5;20;46.4855326414;
77;8;38.0;71.0082550049;17;114.323556423;5;20.0;40.5;21;46.8492574692;
78;8;37.0;75.7484588623;19;114.553836107;5;21.0;41.5;21;47.1693178415;
79;8;37.0;76.783744812;19;114.78826642;5;20.0;40.5;22;47.4057120085;
80;8;36.0;79.8196563721;20;115.026555657;5;20.0;40.5;23;47.484351635;
81;9;36.0;82.8561935425;19;115.268390775;5;20.0;40.5;24;47.5662232637;
82;9;37.0;82.1148300171;21;115.513438225;5;20.0;40.5;24;47.6513283253;
83;9;36.0;85.9309997559;21;115.761347651;5;21.0;41.5;24;48.7396525145;
84;10;36.0;88.9692306519;21;116.011752963;6;23.0;43.5;23;48.9211642742;
85;10;37.0;88.3603363037;22;116.264276385;6;25.0;45.5;25;49.1678680182;
