Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;2;8.14999961853;10.6999998093;3;22.8400001526;1;9.0;11.0;6;20.0;
5;2;8.42599964142;10.9200000763;3;23.6101437807;1;10.0;10.0;6;20.0;
6;2;9.51900005341;11.2650718689;3;24.252141118;1;11.0;10.0;6;20.0;
7;2;10.4567317963;11.543302536;3;24.785192728;1;12.0;10.0;6;20.0;
8;2;10.5766677856;11.7641716003;3;25.4766200781;1;13.0;10.0;6;20.3999996185;
9;2;10.7322397232;12.0549411774;3;26.0503197908;1;14.0;10.1999998093;6;20.7264003754;
10;2;10.8613214493;12.2827939987;2;26.5291198492;1;14.3268795013;10.3632001877;6;21.8194274902;
11;2;10.9690513611;12.4589796066;3;26.7463183403;1;14.8187427521;10.9097137451;6;22.7316036224;
12;2;13.8897686005;12.5;3;26.8904539347;2;15.2292222977;11.665802002;5;24.4745616913;
13;2;15.8897686005;12.5;3;27.0437612534;2;17.8187427521;11.7372808456;5;25.1073980331;
14;2;16.9871025085;12.5;3;27.2063677311;2;19.8187427521;12.0336990356;5;25.6137099266;
15;2;18.02368927;12.5;3;27.3783240318;2;21.3052749634;12.2662630081;5;26.0160877705;
16;2;19.0623779297;12.5;3;27.559592247;2;22.3243408203;12.446267128;5;26.1671074629;
17;2;20.1031646729;12.5;3;27.7500362396;2;23.3439407349;12.5;5;26.211841464;
18;2;20.2437591553;12.5;4;27.9494128227;2;24.3640708923;12.5;6;26.2577478886;
19;2;20.2886180878;12.5;4;28.1573636532;2;25.3847293854;12.5;6;26.3048160076;
