Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;13.0;6;20.0;
3;2;8.14999961853;10.0;4;22.0800000429;1;8.0;12.0;6;20.0;
4;2;8.31199932098;10.5;4;23.0055361986;2;9.0;11.3000001907;5;21.0;
5;2;8.45083045959;10.9200000763;4;23.7869932652;2;10.3000001907;10.0;5;21.0599999428;
6;2;9.55879116058;11.2650718689;4;24.4407743216;2;11.4770002365;10.0;5;21.1229639053;
7;2;10.4991750717;11.543302536;4;24.9860498905;2;12.5053339005;10.0;5;21.1889609098;
8;2;10.6218605042;11.7641716003;3;25.6921106577;2;13.5350322723;10.0;5;21.6699410677;
9;2;10.7807245255;12.0549411774;3;26.2810046673;2;14.5714740753;10.1999998093;5;22.0818096399;
10;2;10.9132261276;12.2827939987;3;26.7754909992;2;14.9368133545;10.3632001877;5;23.2920063734;
11;2;11.0244855881;12.4589796066;4;27.0087807178;2;15.4814033508;10.9097137451;5;24.3297555447;
12;2;13.9452018738;12.5;4;27.1693067551;2;15.9483909607;11.3658018112;4;25.2069878578;
13;2;15.9452018738;12.5;4;27.3391785622;2;18.5379104614;11.7372808456;4;25.9430538416;
14;2;17.053571701;12.5;4;27.518378973;2;20.5379104614;12.0336990356;4;26.5605664253;
15;2;18.0938930511;12.5;3;27.7067945004;2;21.7313613892;12.2662630081;4;27.0822491646;
16;2;19.1362838745;12.5;3;27.9042065144;2;22.8041152954;12.446267128;4;27.3607378006;
17;2;20.1807022095;12.5;3;28.1102828979;2;23.8810749054;12.5;4;27.5410807133;
18;2;20.3248138428;12.5;4;28.3245725632;2;24.962228775;12.5;5;27.7306177616;
19;2;19.625;13.4973716736;4;28.5465018749;2;26.0475196838;12.5;5;27.9291167259;
20;2;20.4229621887;12.5;4;28.7753753662;2;26.5681018829;12.5;5;28.136231184;
21;2;19.625;13.5;4;29.0103783607;2;26.6613044739;12.5;5;28.3514947891;
22;2;20.5273361206;12.5;5;29.2505850792;2;26.7581729889;12.5;6;28.5743191242;
23;4;20.5813827515;12.5;3;29.4949688911;3;26.8584442139;12.5;5;28.8039934635;
24;4;20.6363677979;12.5;4;29.7424182892;3;26.9617977142;12.5;5;29.039689064;
25;4;19.625;13.5;5;29.9917550087;3;27.0678596497;12.5;5;29.2804670334;
26;4;17.625;14.9975261688;5;30.2417545319;3;27.1762104034;12.5;5;29.5252895355;
27;4;17.625;14.5;5;30.4911699295;3;27.2863807678;12.5;5;29.7730360031;
28;4;16.8605136871;15.5;5;30.7387576103;3;27.3978652954;12.5;5;30.022521019;
29;4;15.916220665;16.5;4;30.983300209;3;27.5101356506;12.5;5;30.2725157738;
30;4;15.625;15.5;4;32.223631382;3;25.5101356506;13.5;5;30.5217733383;
31;4;16.0;16.2000007629;4;32.5886586905;3;25.25;14.5;5;30.769051075;
32;4;17.4531974792;17.2910003662;4;32.9628127813;3;24.25;13.5;5;31.0131368637;
33;4;17.5046615601;18.3928012848;4;33.3466334343;3;24.25;13.5;5;31.252872467;
34;4;17.5545043945;19.5064067841;4;33.7408049107;3;23.25;13.5;5;31.4871754646;
35;4;17.6025562286;20.6328353882;4;34.1461330652;3;23.25;13.5;5;31.7150583267;
36;4;17.0;19.7730979919;4;34.5635068417;3;22.25;13.5;5;31.9356441498;
37;4;17.0;19.9281787872;5;34.993847847;3;24.25;15.5;6;32.1481771469;
38;4;17.0;19.0989837646;5;35.4380476475;3;26.25;17.5;6;32.3520302773;
39;4;17.0;19.2863178253;6;35.8968904018;3;27.5584144592;19.5;6;32.5467100143;
40;4;17.8118953705;20.4908180237;6;36.3709692955;3;28.6460189819;21.5;6;32.7318525314;
41;4;17.0;19.7129116058;7;36.8605935574;3;28.7293338776;22.5;6;32.907222271;
42;4;18.0;19.9527626038;8;37.3656988144;3;28.8082504272;22.5;7;34.0727024078;
43;4;19.0;20.2102069855;8;37.8857588768;4;30.8827171326;24.5;6;35.2582876682;
44;4;21.0;17.484703064;8;38.4197125435;4;32.9527282715;26.5;6;35.5646601915;
45;4;22.9666614532;15.7752981186;9;38.9659123421;4;33.5268325806;28.5;7;35.8774234056;
46;4;23.6164264679;18.7752990723;9;39.5220990181;4;33.6535453796;30.5;7;36.198251009;
47;4;23.6393127441;21.7752990723;9;40.0391392708;4;33.7836303711;32.5;8;36.5289012194;
48;4;23.6499996185;24.7752990723;9;40.5199065208;4;34.4380073547;32.5;7;36.8711721897;
49;4;23.6499996185;27.7752990723;10;41.007601738;4;34.5920295715;32.5;8;37.2268474102;
50;4;23.6499996185;30.7752990723;10;41.4976010323;4;34.7520828247;32.5;10;37.5403397083;
51;4;23.6499996185;31.7752990723;11;41.9851250648;5;34.3279190063;33.3792533875;7;37.8424239159;
52;4;23.6499996185;32.7752990723;11;42.465420723;5;34.4483451843;33.4033813477;7;38.1695330143;
53;4;23.6499996185;33.4257965088;12;42.9339466095;5;33.8964805603;33.5;8;38.5222622156;
54;4;23.6499996185;33.7537612915;12;43.3865451813;5;33.2999992371;35.452671051;8;38.900822401;
55;5;23.6499996185;34.0705795288;13;43.8195896149;5;34.2999992371;33.4778137207;9;39.3049609661;
56;5;23.6499996185;34.3737106323;13;44.2300891876;5;33.9449577332;33.5;10;39.7338876724;
57;6;23.6499996185;34.6610641479;11;73.3657541275;5;34.2999992371;33.5;10;42.4661924839;
58;6;24.6499996185;35.9310302734;11;75.7375183105;5;34.8310012817;36.0653419495;11;44.0815036297;
59;7;26.6499996185;38.182510376;11;78.6037893295;6;36.2571868896;38.4923934937;10;45.5370745659;
60;7;28.6499996185;40.4149093628;11;80.0635662079;6;36.2576751709;37.6872596741;10;46.8651274443;
61;7;29.6499996185;42.6280555725;11;81.1632447243;6;37.7249526978;38.9097442627;11;47.945894599;
62;7;30.6499996185;44.8221931458;11;82.9889204502;6;39.8061828613;40.2176742554;11;48.8574054241;
63;7;32.902797699;46.9978866577;11;83.3227661848;6;38.8608360291;40.0;12;49.769556284;
64;7;34.9126014709;48.155960083;11;83.6107810736;7;39.934211731;39.0;15;50.5831820965;
65;7;35.9226646423;49.2974281311;12;83.8790583611;7;40.0999984741;40.0;15;51.3956972361;
66;7;37.1857948303;50.4234313965;13;84.1293131113;7;41.0999984741;41.0;15;52.1992470026;
67;7;37.9125976562;52.1875801086;13;84.3148728609;8;41.7039489746;42.0;14;52.9866018295;
