Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;2;7.0;13.3000001907;5;21.0;
3;1;8.0;10.0;6;21.0;2;8.30000019073;12.0;5;21.0599999428;
4;1;8.14999961853;10.5;6;21.8400001526;2;9.31799983978;11.0;5;21.1229639053;
5;1;8.27600002289;10.9200000763;6;22.5301437378;2;10.336889267;10.0;5;21.1889609098;
6;1;9.27600002289;11.2650718689;6;23.086605072;2;11.5350322723;10.0;5;21.2580518723;
7;1;10.194486618;11.543302536;6;23.5283432007;2;12.5661230087;10.0;5;21.3302885294;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;13.5986299515;10.0;4;21.8190145493;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;14.6385564804;10.1999998093;4;22.2388005257;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;15.0074596405;10.3632001877;4;23.4601941109;
11;1;10.6065406799;12.4589796066;5;25.0;2;15.5570878983;10.9097137451;4;24.5095257759;
12;1;11.6065406799;12.5;5;25.0;2;16.0292873383;11.3658018112;4;25.3986660242;
13;1;12.6065406799;12.5;5;25.0;2;18.618806839;11.7372808456;4;26.1468911171;
14;1;13.6065406799;12.5;5;25.0;2;20.6188087463;12.0336990356;4;26.7767255306;
15;1;14.6065406799;12.5;5;25.0;2;21.8286323547;12.2662630081;4;27.3107893467;
16;1;15.6065406799;12.5;5;25.0;2;22.9069576263;12.446267128;4;27.6016011238;
17;1;16.6065406799;12.5;6;25.0;2;23.9894638062;12.5;4;27.7940778732;
18;1;17.6065406799;12.5;6;25.0;2;25.0760784149;12.5;5;27.9954168797;
19;1;17.625;12.5;7;25.0;2;26.1666793823;12.5;5;28.2052333355;
20;1;17.625;12.5;7;25.0;2;26.6923542023;12.5;6;28.4230215549;
21;1;17.625;12.5;7;25.0;2;26.7903594971;12.5;6;28.6481528282;
22;1;17.625;12.5;7;25.0;2;26.8916683197;12.5;6;28.8798778057;
23;1;17.625;12.5;7;25.0;2;26.9959449768;12.5;6;29.117331028;
24;1;17.625;12.5;7;25.0;3;27.1027984619;12.5;5;29.3595399857;
25;1;17.625;12.5;8;25.0;3;25.25;13.5;5;29.6054382324;
26;1;17.625;12.5;8;25.0;3;24.25;13.5;6;29.8538813591;
27;1;17.625;12.5;8;25.0;3;24.25;14.5;6;30.1036677361;
28;1;17.625;12.5;8;25.0;3;23.5466499329;15.5;6;30.3535604477;
29;1;17.625;12.5;8;25.0;3;22.6591033936;16.5;6;30.6023101807;
30;1;15.625;13.5;8;25.0;3;21.6591033936;15.5;7;30.8486824036;
31;1;14.625;14.5;8;25.0;3;22.25;15.5;7;31.0914797783;
32;1;13.625;15.5;8;25.0;3;21.25;14.5;7;31.3295664787;
33;1;12.625;16.5;8;25.0;3;21.25;13.5;7;31.5618891716;
34;1;12.0;17.5;8;25.0;3;20.25;13.5;7;31.7874941826;
35;1;12.0;18.5;8;25.0;3;20.25;13.5;7;33.0055427551;
36;1;12.0;19.5;8;25.0;3;20.25;13.5;7;33.2453205585;
37;1;12.0;20.5;9;25.0;3;21.25;13.5;7;33.4768350124;
38;1;12.0;21.5;9;25.0;3;22.25;15.2424135208;9;33.6996276379;
39;1;12.0;22.5;9;25.0;3;23.7412948608;18.2424144745;9;33.9133694172;
40;1;12.0;23.5;9;25.0;3;25.25;21.2424125671;9;34.117854476;
41;1;12.0;24.5;10;25.0;3;25.7701263428;24.2424125671;11;34.312992692;
42;1;13.0;22.5;10;25.0;3;27.7849197388;26.2424125671;10;34.498799324;
43;1;12.0;23.5;10;25.0;3;29.7999572754;27.5;10;34.6753828526;
44;1;12.0;24.5;12;25.0;3;30.25;28.3792533875;13;34.8429319859;
45;1;13.0;22.5;12;25.0;3;28.25;29.4033794403;13;35.0017037392;
46;1;12.0;23.5;12;25.0;3;27.8464794159;28.5;13;35.1520100832;
47;1;12.0;24.5;14;25.0;3;26.25;29.452671051;14;35.2942056656;
48;1;13.0;22.5;15;25.0;3;25.8785934448;28.5;14;35.4286763668;
49;1;12.0;23.5;13;25.0;3;25.8949565887;28.5;14;35.4700255394;
50;1;12.0;24.5;12;25.0;3;24.9115104675;28.5;15;35.5072168112;
51;1;13.0;22.5;12;25.0;4;24.9282474518;29.5;7;50.5447884798;
52;1;12.0;23.5;12;25.0;4;25.25;32.5;7;51.3327163458;
53;1;12.0;24.5;13;25.0;5;26.25;34.6079025269;7;52.0403496027;
54;1;13.0;22.5;13;25.0;5;26.2999992371;36.6346817017;6;52.6668283939;
55;1;12.0;23.5;13;25.0;5;26.2999992371;38.6616783142;7;53.2146490812;
