Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;4;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;2;9.0;11.3000001907;5;21.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;2;10.3000001907;10.0;5;21.0900000334;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;11.4905004501;10.0;5;21.1871190071;
7;1;10.194486618;11.543302536;4;23.5283432007;2;12.5342035294;10.0;5;21.2917383909;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;13.5812826157;10.0;4;21.817143321;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;14.637714386;10.1999998093;4;22.2793469429;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;15.0257053375;10.3632001877;4;23.5656701326;
11;1;10.6065406799;12.4589796066;5;25.0;2;15.604552269;10.9097137451;4;24.691826582;
12;1;12.5272569656;12.5;5;25.0;2;16.111322403;11.3658018112;4;25.6707911491;
13;1;13.5272569656;12.5;5;25.0;2;18.700843811;11.7372808456;4;26.5228655338;
14;1;14.5272569656;12.5;5;25.0;2;20.700843811;12.0336990356;4;27.2714657784;
15;1;15.5272569656;12.5;5;25.0;2;22.0512657166;12.2662630081;4;27.9399077892;
16;1;16.527256012;12.5;5;25.0;2;23.1900615692;12.446267128;4;28.3811409473;
17;1;17.527256012;12.5;6;25.0;2;24.3402557373;12.5;4;28.7401795387;
18;1;17.625;12.5;6;25.0;2;25.5018234253;12.5;5;29.1239151955;
19;1;17.625;12.5;6;25.0;2;26.6745052338;12.5;5;29.5311965942;
20;1;17.625;12.5;6;25.0;3;27.2890396118;12.5;5;29.960246563;
