Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;4;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;9.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;10.0;10.0;5;20.0;
6;2;9.27600002289;11.4650716782;3;24.086605072;1;11.0;10.0;5;20.0;
7;2;10.4194869995;11.543302536;2;24.5283432007;1;12.0;10.0;5;20.0;
8;2;10.5188770294;11.7641716003;2;25.1298823357;1;13.0;10.0;5;20.3999996185;
9;2;10.6542234421;12.0549411774;2;25.6057839394;2;14.0;10.5;4;21.7264003754;
10;2;10.7613010406;12.2827939987;2;25.9785410166;2;14.7768793106;10.3632001877;4;22.9094275236;
11;2;10.8451719284;12.4589796066;3;26.0811508894;2;15.3092432022;10.9097137451;4;23.9187226295;
12;2;13.7658882141;12.5;3;26.1018965244;2;15.763425827;11.3658018112;3;24.7663000822;
13;2;15.7658882141;12.5;3;26.1228116751;2;18.3529472351;11.7372808456;3;25.4716243744;
14;2;16.7798900604;12.5;2;26.1438889503;2;20.3529472351;12.0336990356;3;26.0574564934;
15;2;17.527256012;12.5;2;26.1651208401;2;21.5049610138;12.2662630081;2;26.5467036963;
16;2;18.527256012;12.5;2;26.1864993572;2;22.563117981;12.446267128;2;26.7922235727;
17;2;19.527256012;12.5;2;26.2080165148;2;23.6252441406;12.5;2;26.9393253326;
18;2;19.625;12.5;3;26.2296639681;2;24.6914386749;12.5;2;27.0956480503;
19;2;19.625;12.5;3;26.2514331341;2;25.7617835999;12.5;5;27.261295557;
20;2;19.625;12.5;3;26.2733153105;3;26.2675819397;12.5;2;42.4362905025;
